Rank,Rank Δ,Player,Cons. Rating,Cons. Rating Δ,Rating,Rating Δ,RD,RD Δ,Opps,Ws,Ls,Ds,W%,Opps Δ,Ws Δ,Ls Δ,Ds Δ,W% Δ,Timeouts,Timeouts Δ,Last Played,Active
-,-,deepthought,1448.76,2.75,1537.32,2.78,29.52,0.01,237,126,111,0,53.16,0.0,0.0,0.0,0.0,0.0,0,0.0,2023-04-30,False
526,-28,jonzewiespike,1448.47,-6.43,1535.11,-7.36,28.88,-0.31,243,138,105,0,56.79,7.0,1.0,6.0,0.0,-1.26,0,0.0,2025-01-10,True
527,-17,mephist,1448.13,-1.23,1541.97,-5.46,31.28,-1.41,200,104,94,2,52.0,22.0,8.0,14.0,0.0,-1.93,0,0.0,2025-01-05,True
-,-,exfret,1447.99,0.0,1580.44,0.0,44.15,0.0,90,26,22,2,52.0,0.0,0.0,0.0,0.0,0.0,0,0.0,2020-04-08,False
528,-8,gabev,1447.51,3.33,1561.0,-0.42,37.83,-1.25,116,70,46,0,60.34,7.0,4.0,3.0,0.0,-0.21,0,0.0,2025-01-15,True
529,-18,kor,1447.44,-1.55,1599.81,-1.58,50.79,-0.01,60,32,28,0,53.33,0.0,0.0,0.0,0.0,0.0,0,0.0,2024-07-01,True
530,7,kejml,1446.93,11.74,1523.1,12.07,25.39,0.11,865,404,400,5,49.94,19.0,15.0,4.0,0.0,0.7,0,0.0,2025-01-04,True
531,20,serena,1446.63,18.68,1554.72,14.69,36.03,-1.33,125,69,55,1,55.2,15.0,12.0,3.0,0.0,3.38,0,0.0,2024-12-13,True
532,94,bravo,1445.37,48.42,1610.28,29.01,54.97,-6.47,55,36,18,1,65.45,15.0,13.0,2.0,0.0,7.95,0,0.0,2024-12-15,True
533,+533,srfdevotee,1444.87,,1763.41,,106.18,,15,11,4,0,73.33,,,,,,0,,2024-12-22,True
534,-18,daemon3142,1444.77,-1.48,1521.9,-1.27,25.71,0.07,1041,464,468,13,49.1,22.0,11.0,10.0,1.0,0.02,0,0.0,2025-01-12,True
535,-22,die12,1444.7,-3.79,1522.4,-3.16,25.9,0.21,611,314,292,5,51.39,15.0,10.0,5.0,0.0,0.38,0,0.0,2024-12-14,True
-,-,kentropy,1444.47,0.0,1565.13,0.0,40.22,0.0,90,50,39,1,55.56,0.0,0.0,0.0,0.0,0.0,0,0.0,2021-12-05,False
-,-,owen1982,1444.31,0.28,1534.04,0.28,29.91,0.0,212,121,90,1,57.08,0.0,0.0,0.0,0.0,0.0,0,0.0,2023-02-05,False
536,-15,boogeli,1443.87,-0.16,1545.0,-0.19,33.71,-0.01,139,78,59,2,56.12,0.0,0.0,0.0,0.0,0.0,0,0.0,2024-06-16,True
537,-34,masterchief,1443.71,-9.99,1543.7,-14.1,33.33,-1.37,154,78,68,0,53.42,18.0,9.0,9.0,0.0,-0.49,0,0.0,2024-12-15,True
538,36,garghiii,1443.17,23.48,1540.19,18.2,32.34,-1.76,163,87,70,2,54.72,22.0,16.0,6.0,0.0,2.9,0,0.0,2025-01-14,True
539,+539,otis,1443.04,,1854.37,,137.11,,15,14,1,0,93.33,,,,,,0,,2024-12-11,True
-,-,sophia,1442.91,-0.12,1522.38,-0.12,26.49,0.0,366,175,172,3,50.0,0.0,0.0,0.0,0.0,0.0,0,0.0,2022-12-04,False
-,-,vienneau,1442.81,0.0,1591.31,0.0,49.5,0.0,72,19,16,0,54.29,0.0,0.0,0.0,0.0,0.0,0,0.0,2019-12-30,False
540,-63,etherealz,1442.15,-18.77,1518.95,-18.29,25.6,0.16,696,359,322,3,52.49,17.0,3.0,12.0,2.0,-0.88,0,0.0,2025-01-14,True
-,-,varthos,1441.72,0.0,1533.43,0.0,30.57,0.0,198,106,91,1,53.54,0.0,0.0,0.0,0.0,0.0,0,0.0,2021-12-05,False
541,-17,alessannr,1441.51,0.08,1522.36,0.08,26.95,0.0,312,158,154,0,50.64,0.0,0.0,0.0,0.0,0.0,0,0.0,2024-09-04,True
542,129,jiffy,1441.35,61.59,1584.78,44.31,47.81,-5.76,70,46,23,1,65.71,15.0,12.0,3.0,0.0,3.89,0,0.0,2024-12-13,True
543,+543,mikechike,1441.34,,1803.83,,120.83,,15,14,1,0,93.33,,,,,,0,,2024-12-14,True
544,-27,richardhell,1440.98,-4.87,1559.12,-11.68,39.38,-2.27,120,76,44,0,63.33,16.0,10.0,6.0,0.0,-0.13,0,0.0,2024-12-10,True
545,2,imiter,1440.72,11.29,1555.74,4.21,38.34,-2.36,111,57,54,0,51.35,18.0,11.0,7.0,0.0,1.89,0,0.0,2024-12-13,True
546,-21,piotrekb,1440.56,-0.11,1521.71,-0.11,27.05,0.0,306,170,135,1,55.56,0.0,0.0,0.0,0.0,0.0,0,0.0,2024-09-04,True
547,197,johnyt,1440.53,94.76,1612.67,65.9,57.38,-9.62,46,30,16,0,65.22,13.0,11.0,2.0,0.0,7.64,0,0.0,2024-12-23,True
548,-30,sarek,1440.4,-4.88,1517.68,-4.94,25.76,-0.02,514,270,242,2,52.53,21.0,12.0,9.0,0.0,0.2,0,0.0,2025-01-16,True
549,-54,arkadiussus,1440.18,-15.82,1519.77,-15.61,26.53,0.07,410,222,183,5,54.15,22.0,11.0,11.0,0.0,-0.23,0,0.0,2025-01-08,True
550,-8,larshb,1439.93,9.09,1518.11,9.33,26.06,0.08,529,277,250,2,52.36,22.0,16.0,6.0,0.0,0.88,0,0.0,2025-01-10,True
551,41,arthurlam90,1439.8,28.23,1789.99,17.7,116.73,-3.51,14,13,1,0,92.86,2.0,2.0,0.0,0.0,1.19,0,0.0,2025-01-07,True
-,-,dalum,1439.69,0.0,1598.6,0.0,52.97,0.0,60,37,22,1,61.67,0.0,0.0,0.0,0.0,0.0,0,0.0,2021-03-02,False
552,-19,nuzzoloo95,1439.58,1.79,1585.08,1.43,48.5,-0.12,64,36,28,0,56.25,0.0,0.0,0.0,0.0,0.0,0,0.0,2024-07-01,True
553,28,cat12,1439.33,22.27,1527.71,20.44,29.46,-0.61,244,135,108,1,55.33,22.0,19.0,3.0,0.0,3.08,0,0.0,2025-01-16,True
554,4,agnsild,1439.09,12.32,1544.99,10.04,35.3,-0.76,134,80,54,0,59.7,14.0,11.0,3.0,0.0,2.2,0,0.0,2024-12-07,True
-,-,rootnegative,1438.68,2.26,1587.69,0.58,49.67,-0.56,72,50,21,1,69.44,0.0,0.0,0.0,0.0,0.0,0,0.0,2022-10-30,False
555,+555,giledon,1438.38,,1808.04,,123.22,,15,13,2,0,86.67,,,,,,0,,2024-12-09,True
556,-24,snatser,1438.33,0.42,1523.98,0.45,28.55,0.01,253,147,105,1,58.1,0.0,0.0,0.0,0.0,0.0,0,0.0,2024-10-29,True
557,-30,maumastoks,1437.75,-1.73,1516.29,-0.56,26.18,0.39,667,311,305,4,50.16,18.0,14.0,4.0,0.0,0.82,0,0.0,2024-12-11,True
-,-,piter3000,1437.7,-1.18,1523.92,-1.15,28.74,0.01,239,118,118,3,49.37,0.0,0.0,0.0,0.0,0.0,0,0.0,2023-06-04,False
558,-18,justinkejs,1437.51,5.19,1515.48,5.49,25.99,0.1,468,245,218,5,52.35,15.0,12.0,3.0,0.0,0.92,0,0.0,2024-12-10,True
559,40,martinxjames,1437.35,30.02,1552.46,19.34,38.37,-3.56,115,66,48,1,57.39,18.0,12.0,5.0,1.0,1.72,0,0.0,2024-12-15,True
-,-,biadko,1437.26,-0.11,1527.41,-0.11,30.05,0.0,210,115,94,1,54.76,0.0,0.0,0.0,0.0,0.0,0,0.0,2022-03-06,False
-,-,jessjia,1437.05,0.0,1747.82,0.0,103.59,0.0,18,14,4,0,77.78,0.0,0.0,0.0,0.0,0.0,0,0.0,2020-09-27,False
-,-,olivyon,1436.66,0.0,1660.49,0.0,74.61,0.0,30,25,5,0,83.33,0.0,0.0,0.0,0.0,0.0,0,0.0,2020-09-27,False
-,-,bubbaofc,1436.16,-0.09,1524.03,-0.12,29.29,-0.01,217,100,116,1,46.08,0.0,0.0,0.0,0.0,0.0,0,0.0,2023-01-15,False
-,-,nauxuyuh,1435.99,0.01,1766.62,0.01,110.21,0.0,12,7,5,0,58.33,0.0,0.0,0.0,0.0,0.0,0,0.0,2022-02-01,False
560,-24,giga,1435.44,-0.1,1512.66,-0.07,25.74,0.01,462,235,225,2,50.87,0.0,0.0,0.0,0.0,0.0,0,0.0,2024-10-13,True
-,-,diabloz,1435.42,0.98,1530.58,0.77,31.72,-0.07,182,99,83,0,54.4,0.0,0.0,0.0,0.0,0.0,0,0.0,2023-03-01,False
-,-,steelkitten,1433.96,-0.07,1560.95,-0.07,42.33,0.0,90,59,31,0,65.56,0.0,0.0,0.0,0.0,0.0,0,0.0,2022-01-30,False
-,-,hannes10001,1433.9,0.0,1531.64,0.0,32.58,0.0,162,85,77,0,52.47,0.0,0.0,0.0,0.0,0.0,0,0.0,2021-08-08,False
-,-,trieshard,1433.88,1.08,1533.06,0.96,33.06,-0.04,162,95,64,3,58.64,0.0,0.0,0.0,0.0,0.0,0,0.0,2022-12-04,False
-,-,sbauer9,1433.24,-0.05,1529.18,-0.05,31.98,0.0,180,52,48,0,52.0,0.0,0.0,0.0,0.0,0.0,0,0.0,2023-08-05,False
561,48,spriteule,1433.21,27.98,1538.75,22.97,35.18,-1.67,141,84,55,2,59.57,18.0,16.0,2.0,0.0,4.29,0,0.0,2024-12-19,True
562,-5,daniii,1432.94,6.13,1511.3,6.58,26.12,0.15,541,275,253,5,51.59,17.0,14.0,3.0,0.0,1.01,0,0.0,2024-12-23,True
-,-,axelg,1432.68,-0.06,1540.56,-0.03,35.96,0.01,126,70,55,1,55.56,0.0,0.0,0.0,0.0,0.0,0,0.0,2022-12-04,False
563,49,tiffelvet,1432.64,29.69,1575.8,13.76,47.72,-5.31,78,54,24,0,69.23,19.0,15.0,4.0,0.0,3.13,0,0.0,2024-12-15,True
564,-26,jokerchai,1432.6,0.05,1523.8,0.05,30.4,0.0,186,99,86,1,53.23,0.0,0.0,0.0,0.0,0.0,0,0.0,2024-08-11,True
565,-39,biancus,1432.56,-7.46,1515.27,-7.76,27.57,-0.1,304,156,146,2,51.32,15.0,9.0,6.0,0.0,0.45,0,0.0,2024-12-13,True
566,-12,sergraim,1432.23,5.1,1508.94,5.76,25.57,0.22,715,364,343,8,50.91,15.0,13.0,2.0,0.0,0.77,0,0.0,2024-12-17,True
567,-37,daices,1432.13,-6.09,1509.74,-6.12,25.87,-0.01,725,378,337,10,52.14,15.0,8.0,7.0,0.0,0.03,0,0.0,2024-12-07,True
-,-,nagygl,1431.52,0.0,1609.99,0.0,59.49,0.0,48,24,6,1,77.42,0.0,0.0,0.0,0.0,0.0,0,0.0,2020-02-09,False
568,+568,technicolourism,1431.31,,1816.03,,128.24,,15,14,1,0,93.33,,,,,,0,,2024-12-05,True
569,-38,theussner79,1431.26,-6.69,1507.76,-6.24,25.5,0.15,729,377,344,8,51.71,22.0,13.0,9.0,0.0,0.22,0,0.0,2025-01-07,True
570,-25,meleke,1431.16,0.89,1622.05,0.62,63.63,-0.09,45,26,19,0,57.78,0.0,0.0,0.0,0.0,0.0,0,0.0,2024-04-04,True
-,-,rockdrigo,1430.98,0.0,1584.64,0.0,51.22,0.0,68,45,23,0,66.18,0.0,0.0,0.0,0.0,0.0,0,0.0,2022-01-01,False
571,-28,marsonwar,1430.83,0.01,1558.87,-0.05,42.68,-0.02,80,13,16,0,44.83,0.0,0.0,0.0,0.0,0.0,0,0.0,2024-10-30,True
572,-28,pack,1430.78,0.18,1602.68,0.3,57.3,0.04,45,23,22,0,51.11,0.0,0.0,0.0,0.0,0.0,0,0.0,2024-04-04,True
573,22,lol1,1430.71,21.48,1565.44,8.4,44.91,-4.36,72,42,29,1,58.33,15.0,11.0,4.0,0.0,3.94,0,0.0,2024-12-14,True
-,-,zook,1430.65,0.0,1553.74,0.0,41.03,0.0,102,44,37,1,53.66,0.0,0.0,0.0,0.0,0.0,0,0.0,2020-11-08,False
-,-,donotcopy,1430.61,-0.28,1537.44,-0.25,35.61,0.01,138,83,55,0,60.14,0.0,0.0,0.0,0.0,0.0,0,0.0,2022-03-06,False
-,-,jamiu5,1430.6,0.0,1527.11,0.0,32.17,0.0,174,46,70,0,39.66,0.0,0.0,0.0,0.0,0.0,0,0.0,2020-06-28,False
574,4,desgenais,1430.22,12.34,1506.03,12.58,25.27,0.08,739,380,356,3,51.42,22.0,15.0,7.0,0.0,0.51,0,0.0,2025-01-14,True
-,-,circadia,1429.54,0.0,1707.13,0.0,92.53,0.0,36,17,2,0,89.47,0.0,0.0,0.0,0.0,0.0,0,0.0,2019-02-17,False
575,-27,reinuvader,1429.5,0.18,1509.39,0.18,26.63,0.0,378,206,170,2,54.5,0.0,0.0,0.0,0.0,0.0,0,0.0,2024-07-28,True
576,-7,comant,1429.44,8.09,1505.88,8.51,25.48,0.14,856,446,405,5,52.1,17.0,11.0,6.0,0.0,0.25,0,0.0,2025-01-07,True
577,9,bromios,1429.24,16.4,1562.23,6.38,44.33,-3.34,87,52,35,0,59.77,14.0,10.0,4.0,0.0,2.24,0,0.0,2024-12-07,True
578,-29,thomi,1429.24,0.06,1506.61,0.06,25.79,0.0,494,242,245,7,48.99,0.0,0.0,0.0,0.0,0.0,0,0.0,2024-10-29,True
579,-20,vanilla,1428.09,2.42,1551.63,1.64,41.18,-0.26,96,47,49,0,48.96,0.0,0.0,0.0,0.0,0.0,0,0.0,2024-09-04,True
580,10,opatulony,1427.74,15.5,1506.31,15.8,26.19,0.1,458,231,222,5,50.44,15.0,13.0,2.0,0.0,1.23,0,0.0,2024-12-16,True
581,-18,haimke,1427.63,4.1,1504.67,4.82,25.68,0.24,798,401,365,12,51.54,22.0,16.0,6.0,0.0,0.61,0,0.0,2025-01-10,True
582,-30,joniboni,1427.28,-0.17,1583.58,-0.26,52.1,-0.03,58,33,25,0,56.9,0.0,0.0,0.0,0.0,0.0,0,0.0,2024-10-31,True
583,-27,gabriele,1426.98,0.12,1503.12,0.0,25.38,-0.04,645,327,314,4,50.7,17.0,10.0,7.0,0.0,0.22,0,0.0,2025-01-07,True
584,-7,diogenes,1426.78,8.7,1504.0,8.88,25.74,0.06,880,429,418,9,50.12,17.0,13.0,4.0,0.0,0.54,0,0.0,2025-01-06,True
-,-,aimo,1426.21,-0.01,1641.7,0.35,71.83,0.12,30,20,10,0,66.67,0.0,0.0,0.0,0.0,0.0,0,0.0,2023-10-05,False
-,-,waxtax,1426.14,0.0,1581.21,0.0,51.69,0.0,60,36,24,0,60.0,0.0,0.0,0.0,0.0,0.0,0,0.0,2020-09-27,False
585,87,shiro0405,1426.04,47.33,1538.3,40.79,37.42,-2.18,116,59,54,3,50.86,15.0,14.0,1.0,0.0,6.31,0,0.0,2024-12-15,True
-,-,stefano-prof,1425.19,0.16,1504.69,0.19,26.5,0.01,396,193,188,6,49.87,0.0,0.0,0.0,0.0,0.0,0,0.0,2023-03-01,False
586,-26,nattee,1425.09,-0.08,1502.22,-0.08,25.71,0.0,743,356,381,6,47.91,0.0,0.0,0.0,0.0,0.0,0,0.0,2024-11-05,True
-,-,flyingdutchman,1424.52,0.0,1562.43,0.0,45.97,0.0,84,29,26,0,52.73,0.0,0.0,0.0,0.0,0.0,0,0.0,2019-02-17,False
587,-25,honigbaer,1424.44,0.73,1502.08,0.73,25.88,0.0,469,255,204,10,54.37,0.0,0.0,0.0,0.0,0.0,0,0.0,2024-07-28,True
588,-20,kaczas,1424.35,2.72,1512.76,1.64,29.47,-0.36,217,117,100,0,53.92,18.0,14.0,4.0,0.0,2.16,0,0.0,2024-12-23,True
589,+589,scipio1126,1423.85,,1712.03,,96.06,,15,12,3,0,80.0,,,,,,0,,2024-12-10,True
590,-11,gregoryd,1423.84,6.12,1500.67,6.36,25.61,0.08,823,334,383,4,46.32,15.0,11.0,3.0,1.0,0.57,0,0.0,2024-12-08,True
591,+591,taeybae,1423.5,,1786.47,,120.99,,14,13,1,0,92.86,,,,,,0,,2024-12-07,True
-,-,vanillehahn,1423.37,0.0,1793.48,0.0,123.37,0.0,12,10,2,0,83.33,0.0,0.0,0.0,0.0,0.0,0,0.0,2020-11-08,False
592,+592,lordbc,1423.29,0.66,1615.47,-18.09,64.06,-6.25,46,29,16,1,63.04,10.0,7.0,2.0,1.0,1.93,0,0.0,2024-12-16,True
-,-,marrymevlaada,1423.15,-1.2,1617.64,-0.96,64.83,0.08,43,32,11,0,74.42,0.0,0.0,0.0,0.0,0.0,0,0.0,2023-12-03,False
593,-28,satur,1422.64,0.24,1635.43,-0.39,70.93,-0.21,30,15,15,0,50.0,0.0,0.0,0.0,0.0,0.0,0,0.0,2024-04-04,True
594,258,pessen,1422.56,113.97,1624.88,34.5,67.44,-26.49,36,21,15,0,58.33,18.0,14.0,4.0,0.0,19.44,0,0.0,2024-12-14,True
595,-56,iosefvs,1422.24,-10.3,1499.76,-10.12,25.84,0.06,758,336,341,5,49.27,15.0,8.0,7.0,0.0,0.09,0,0.0,2024-12-09,True
596,-30,zalarg,1422.07,-0.16,1516.57,-0.25,31.5,-0.03,169,93,76,0,55.03,0.0,0.0,0.0,0.0,0.0,0,0.0,2024-09-04,True
597,-26,jerre8,1421.36,0.71,1607.45,0.35,62.03,-0.12,45,29,16,0,64.44,0.0,0.0,0.0,0.0,0.0,0,0.0,2024-04-04,True
-,-,macike,1421.16,-0.07,1528.17,-0.07,35.67,0.0,126,67,59,0,53.17,0.0,0.0,0.0,0.0,0.0,0,0.0,2022-09-04,False
-,-,bastionvonraven,1420.93,0.29,1522.48,0.35,33.85,0.02,157,76,65,1,53.52,0.0,0.0,0.0,0.0,0.0,0,0.0,2023-04-16,False
598,-28,thechony,1420.93,-0.28,1498.51,-0.28,25.86,0.0,629,269,269,11,49.0,0.0,0.0,0.0,0.0,0.0,0,0.0,2024-04-04,True
-,-,intriguing,1420.42,0.0,1540.93,0.0,40.17,0.0,102,52,30,0,63.41,0.0,0.0,0.0,0.0,0.0,0,0.0,2021-03-02,False
-,-,fblthp,1420.17,0.51,1551.78,0.51,43.87,0.0,82,50,32,0,60.98,0.0,0.0,0.0,0.0,0.0,0,0.0,2023-08-18,False
-,-,lleviadon,1419.68,0.0,1519.16,0.0,33.16,0.0,162,59,67,3,45.74,0.0,0.0,0.0,0.0,0.0,0,0.0,2021-06-02,False
599,-46,rockoccodrillo,1419.6,-7.71,1500.21,-8.22,26.87,-0.17,327,177,149,1,54.13,15.0,6.0,9.0,0.0,-0.68,0,0.0,2024-12-10,True
-,-,t3rr4,1419.39,0.0,1570.68,0.0,50.43,0.0,72,44,28,0,61.11,0.0,0.0,0.0,0.0,0.0,0,0.0,2021-09-05,False
-,-,epikoros,1419.13,-4.92,1586.62,-3.33,55.83,0.53,45,21,22,2,46.67,0.0,0.0,0.0,0.0,0.0,0,0.0,2023-04-16,False
600,-24,beetlejuice,1418.95,-0.31,1498.21,-0.31,26.42,0.0,398,171,159,1,51.66,0.0,0.0,0.0,0.0,0.0,0,0.0,2024-10-31,True
601,1,mblueman,1418.71,12.21,1496.8,12.51,26.03,0.1,585,291,289,5,49.74,22.0,15.0,7.0,0.0,0.72,0,0.0,2025-01-08,True
-,-,kripa,1418.65,-0.2,1502.38,-0.17,27.91,0.01,254,140,112,2,55.12,0.0,0.0,0.0,0.0,0.0,0,0.0,2023-06-28,False
602,-18,vbogoev,1418.54,2.78,1502.63,1.79,28.03,-0.33,274,143,128,3,52.19,21.0,12.0,9.0,0.0,0.41,0,0.0,2025-01-08,True
-,-,soonwoo,1418.13,0.47,1711.92,4.55,97.93,1.36,15,11,3,1,73.33,0.0,0.0,0.0,0.0,0.0,0,0.0,2023-10-09,False
-,-,goodgame111,1418.0,0.02,1631.72,0.02,71.24,0.0,38,28,10,0,73.68,0.0,0.0,0.0,0.0,0.0,0,0.0,2023-04-11,False
-,-,gustn_toh,1417.69,-0.02,1507.45,-0.02,29.92,0.0,210,101,106,3,48.1,0.0,0.0,0.0,0.0,0.0,0,0.0,2022-01-30,False
-,-,finite,1417.52,0.0,1865.9,0.0,149.46,0.0,12,12,0,0,100.0,0.0,0.0,0.0,0.0,0.0,0,0.0,2021-10-24,False
603,-23,paoloco,1417.49,0.41,1494.26,0.38,25.59,-0.01,627,306,305,0,50.08,0.0,0.0,0.0,0.0,0.0,0,0.0,2024-10-29,True
604,-8,jamesh,1417.47,8.45,1506.36,8.27,29.63,-0.06,243,125,116,2,51.44,15.0,14.0,1.0,0.0,2.76,0,0.0,2024-12-12,True
605,85,cardinalbadger,1417.15,48.4,1587.97,29.74,56.94,-6.22,60,43,17,0,71.67,15.0,14.0,1.0,0.0,7.23,0,0.0,2024-12-08,True
606,+606,michiel,1416.36,,1903.08,,162.24,,7,7,0,0,100.0,,,,,,0,,2024-12-14,True
607,-1,largos,1416.34,10.53,1493.17,10.8,25.61,0.09,723,371,349,3,51.31,17.0,12.0,4.0,1.0,0.46,0,0.0,2025-01-14,True
608,8,aivin,1416.1,15.47,1501.09,15.08,28.33,-0.13,257,131,125,1,50.97,15.0,15.0,0.0,0.0,3.04,0,0.0,2024-12-11,True
609,-27,ramonster,1415.59,-1.08,1494.58,-1.02,26.33,0.02,439,250,187,2,56.95,0.0,0.0,0.0,0.0,0.0,0,0.0,2024-09-15,True
-,-,akio,1415.12,0.0,1526.57,0.0,37.15,0.0,138,54,46,1,53.47,0.0,0.0,0.0,0.0,0.0,0,0.0,2020-11-08,False
610,-25,danwins,1414.71,0.32,1493.7,0.23,26.33,-0.03,351,164,165,3,49.4,3.0,1.0,2.0,0.0,-0.14,0,0.0,2024-12-12,True
-,-,wuzhecn,1414.58,-1.16,1530.74,-1.07,38.72,0.03,108,54,52,2,50.0,0.0,0.0,0.0,0.0,0.0,0,0.0,2022-07-29,False
-,-,yambomb,1414.51,0.0,1557.73,0.0,47.74,0.0,78,50,28,0,64.1,0.0,0.0,0.0,0.0,0.0,0,0.0,2021-03-02,False
611,-56,birdofpreyyy,1414.5,-12.48,1513.98,-15.66,33.16,-1.06,164,95,68,1,57.93,18.0,9.0,9.0,0.0,-0.97,0,0.0,2024-12-11,True
-,-,chrislear,1414.46,0.14,1645.43,0.11,76.99,-0.01,25,16,8,1,64.0,0.0,0.0,0.0,0.0,0.0,0,0.0,2023-05-14,False
-,-,bedtimeformonkeys,1414.38,-0.04,1621.98,-0.13,69.2,-0.03,30,16,13,1,53.33,0.0,0.0,0.0,0.0,0.0,0,0.0,2023-03-01,False
612,-62,czaurel,1414.27,-13.71,1491.85,-13.83,25.86,-0.04,489,248,234,7,50.72,6.0,0.0,6.0,0.0,-0.63,0,0.0,2024-11-15,True
613,+613,booyakasha,1414.14,,1753.17,,113.01,,15,13,2,0,86.67,,,,,,0,,2024-12-06,True
614,-53,kindfortress,1414.07,-10.29,1493.0,-10.17,26.31,0.04,383,194,185,4,50.65,6.0,0.0,6.0,0.0,-0.81,0,0.0,2024-11-19,True
-,-,arixe,1413.9,0.0,1549.95,0.0,45.35,0.0,96,57,38,1,59.38,0.0,0.0,0.0,0.0,0.0,0,0.0,2021-08-08,False
615,71,maunzzz,1413.89,41.31,1534.52,28.05,40.21,-4.42,107,68,38,1,63.55,22.0,16.0,5.0,1.0,2.37,0,0.0,2025-01-03,True
-,-,bullya,1413.46,-0.08,1493.62,-0.05,26.72,0.01,374,195,174,5,52.14,0.0,0.0,0.0,0.0,0.0,0,0.0,2023-06-12,False
-,-,karpik,1413.39,0.12,1497.33,0.12,27.98,0.0,258,134,124,0,51.94,0.0,0.0,0.0,0.0,0.0,0,0.0,2022-12-04,False
-,-,mafiasco,1412.94,-0.8,1495.44,-0.77,27.5,0.01,306,153,151,2,50.0,0.0,0.0,0.0,0.0,0.0,0,0.0,2023-10-15,False
616,-27,mads,1412.6,0.2,1491.11,0.2,26.17,0.0,381,194,184,3,50.92,0.0,0.0,0.0,0.0,0.0,0,0.0,2024-10-29,True
617,12,ioannis3,1412.41,16.25,1489.93,16.67,25.84,0.14,923,420,496,7,45.5,21.0,16.0,5.0,0.0,0.71,0,0.0,2025-01-10,True
-,-,shezbot,1411.63,-0.06,1509.82,-0.06,32.73,0.0,172,98,74,0,56.98,0.0,0.0,0.0,0.0,0.0,0,0.0,2022-01-30,False
618,21,theelk,1411.07,16.42,1487.99,16.39,25.64,-0.01,581,305,275,1,52.5,22.0,17.0,5.0,0.0,0.98,0,0.0,2025-01-15,True
619,82,hysen,1410.6,46.18,1545.57,35.53,44.99,-3.55,92,59,33,0,64.13,13.0,9.0,4.0,0.0,0.84,0,0.0,2025-01-10,True
-,-,bobo1983,1410.48,0.0,1669.32,0.0,86.28,0.0,36,27,8,1,75.0,0.0,0.0,0.0,0.0,0.0,0,0.0,2020-09-27,False
620,-27,jkdvz,1410.4,-0.02,1506.19,-0.02,31.93,0.0,178,34,58,1,36.56,0.0,0.0,0.0,0.0,0.0,0,0.0,2024-10-30,True
621,176,wowaduhek,1409.83,80.54,1691.62,50.27,93.93,-10.09,20,16,4,0,80.0,3.0,3.0,0.0,0.0,3.53,0,0.0,2024-12-12,True
-,-,pastuino,1409.32,0.0,1592.38,0.0,61.02,0.0,54,32,13,0,71.11,0.0,0.0,0.0,0.0,0.0,0,0.0,2020-11-08,False
622,-31,boogy5,1409.19,-2.73,1488.87,-2.67,26.56,0.02,543,254,257,6,49.13,20.0,8.0,12.0,0.0,-0.37,0,0.0,2025-01-15,True
-,-,chixx,1408.31,0.81,1507.88,0.75,33.19,-0.02,161,87,73,1,54.04,0.0,0.0,0.0,0.0,0.0,0,0.0,2023-07-30,False
623,-29,vandal,1407.71,-2.31,1534.16,-2.4,42.15,-0.03,89,37,52,0,41.57,0.0,0.0,0.0,0.0,0.0,0,0.0,2024-07-01,True
624,-23,levia,1407.34,0.72,1495.87,0.75,29.51,0.01,224,121,103,0,54.02,0.0,0.0,0.0,0.0,0.0,0,0.0,2024-10-31,True
625,438,malakesh,1407.15,197.59,1641.93,116.5,78.26,-27.03,24,19,5,0,79.17,12.0,11.0,1.0,0.0,12.5,0,0.0,2025-01-02,True
-,-,unternehmer,1407.01,0.0,1728.7,0.0,107.23,0.0,18,10,2,1,76.92,0.0,0.0,0.0,0.0,0.0,0,0.0,2018-10-14,False
626,-15,ferguse72,1406.68,3.57,1610.77,3.06,68.03,-0.17,45,33,12,0,73.33,0.0,0.0,0.0,0.0,0.0,0,0.0,2024-04-04,True
-,-,elgi,1406.48,-0.05,1542.59,-0.08,45.37,-0.01,72,39,32,1,54.17,0.0,0.0,0.0,0.0,0.0,0,0.0,2022-03-06,False
-,-,unknownmight,1406.43,0.0,1653.12,0.0,82.23,0.0,36,26,10,0,72.22,0.0,0.0,0.0,0.0,0.0,0,0.0,2020-09-27,False
-,-,non-slimjim,1406.38,0.0,1519.9,0.0,37.84,0.0,108,55,52,1,50.93,0.0,0.0,0.0,0.0,0.0,0,0.0,2021-09-05,False
627,60,zwzwnzw,1406.2,33.92,1722.34,21.89,105.38,-4.01,20,18,2,0,90.0,3.0,3.0,0.0,0.0,1.76,0,0.0,2024-12-16,True
628,-25,sttailtw,1406.11,-0.28,1482.67,0.11,25.52,0.13,772,377,389,6,48.83,18.0,12.0,6.0,0.0,0.42,0,0.0,2024-12-21,True
629,-32,csannerud,1406.11,-2.57,1482.07,-2.15,25.32,0.14,859,435,419,5,50.64,22.0,11.0,11.0,0.0,-0.02,0,0.0,2025-01-04,True
630,-26,fapoleon,1406.05,-0.02,1505.65,0.01,33.2,0.01,156,82,74,0,52.56,0.0,0.0,0.0,0.0,0.0,0,0.0,2024-07-01,True
631,-24,gpeter63,1405.91,0.11,1486.46,0.14,26.85,0.01,363,191,171,1,52.62,0.0,0.0,0.0,0.0,0.0,0,0.0,2024-06-02,True
