Rank,Rank Δ,Player,Cons. Rating,Cons. Rating Δ,Rating,Rating Δ,RD,RD Δ,Opps,Ws,Ls,Ds,W%,Opps Δ,Ws Δ,Ls Δ,Ds Δ,W% Δ,Timeouts,Timeouts Δ,Last Played,Active
1,0,airren,1700.83,7.77,1700.31,7.05,31.16,-0.24,259,195,48,1,79.92,3.0,3.0,0.0,0.0,0.25,0,0.0,2024-12-22,True

