Rank,Rank Δ,Player,C Rating,C Rating Δ,Rating,Rating Δ,RD,RD Δ,Opps,Opps Δ,Ws,Ws Δ,Ls,Ls Δ,Ds,Ds Δ,W%,W% Δ,Last Played
-,-,Polysics,1276.29,-1.63,1576.99,0.0,100.23,0.54,18,0.0,9,0.0,8,0.0,1,0.0,50.0,0.0,2020-12-06
-,-,Hendra,1276.18,-3.91,1404.54,0.0,42.79,1.3,231,0.0,97,0.0,131,0.0,3,0.0,41.99,0.0,2023-12-03
-,-,Vitezslack,1276.08,-2.82,1456.21,0.0,60.04,0.94,93,0.0,43,0.0,48,0.0,2,0.0,46.24,0.0,2021-09-05
1018,2,Nevadar,1275.99,-3.57,1415.68,0.0,46.57,1.19,76,0.0,34,0.0,41,0.0,1,0.0,44.74,0.0,2025-05-14
-,-,Loscy,1275.98,-2.27,1492.32,0.0,72.11,0.76,30,0.0,14,0.0,16,0.0,0,0.0,46.67,0.0,2024-04-04
1019,2,Rhand,1275.94,-2.79,1453.0,0.0,59.02,0.93,40,0.0,13,0.0,27,0.0,0,0.0,32.5,0.0,2025-03-22
-,-,Torfi_Torfnase,1275.83,-1.2,1682.01,0.0,135.4,0.4,8,0.0,5,0.0,3,0.0,0,0.0,62.5,0.0,2022-01-01
1020,-6,Claudius74,1275.7,-7.26,1348.16,0.26,24.15,2.51,883,5.0,339,2.0,540,3.0,4,0.0,38.39,0.01,2025-07-09
-,-,ToastedLion,1275.42,-1.36,1635.07,0.0,119.88,0.45,12,0.0,11,0.0,1,0.0,0,0.0,91.67,0.0,2022-07-29
-,-,Philihp,1275.37,-3.1,1442.24,0.0,55.62,1.03,126,0.0,56,0.0,68,0.0,2,0.0,44.44,0.0,2021-12-05
1021,2,hhahanext,1275.27,-2.63,1462.41,0.0,62.38,0.88,40,0.0,16,0.0,24,0.0,0,0.0,40.0,0.0,2025-03-25
-,-,orangeextract,1274.9,-3.58,1414.73,0.0,46.61,1.19,198,0.0,90,0.0,104,0.0,4,0.0,45.45,0.0,2022-10-30
-,-,tarmapas,1274.71,-2.69,1457.64,0.0,60.97,0.9,95,0.0,45,0.0,49,0.0,1,0.0,47.37,0.0,2023-01-15
-,-,Marassi,1274.53,-3.74,1409.69,0.0,45.05,1.25,214,0.0,91,0.0,121,0.0,2,0.0,42.52,0.0,2023-02-12
1022,6,ekatar,1274.48,-2.23,1497.34,0.0,74.29,0.74,29,0.0,14,0.0,15,0.0,0,0.0,48.28,0.0,2025-02-01
1023,-60,PIRCSUPREME,1274.37,-30.29,1417.38,-29.78,47.67,0.17,78,3.0,35,0.0,41,3.0,2,0.0,44.87,-1.8,2025-07-14
1024,0,The_strategiser,1274.32,-3.47,1419.08,0.0,48.25,1.16,81,0.0,30,0.0,49,0.0,2,0.0,37.04,0.0,2024-09-15
1025,31,salvor7,1274.22,16.4,1417.56,16.96,47.78,0.19,78,3.0,32,3.0,43,0.0,3,0.0,41.03,2.36,2025-07-07
-,-,Yunseok,1274.19,-3.19,1434.97,0.0,53.59,1.06,75,0.0,31,0.0,44,0.0,0,0.0,41.33,0.0,2024-04-04
1026,1,fridaK,1274.12,-2.69,1456.45,0.0,60.78,0.9,45,0.0,22,0.0,23,0.0,0,0.0,48.89,0.0,2025-03-27
1027,-15,Schallers3000,1274.09,-9.35,1380.9,0.0,35.6,3.12,723,0.0,295,0.0,420,0.0,8,0.0,40.8,0.0,2024-10-01
-,-,Foujou,1274.02,-2.03,1515.25,0.0,80.41,0.68,30,0.0,16,0.0,14,0.0,0,0.0,53.33,0.0,2024-02-23
1028,-3,minzent,1273.81,-3.14,1430.78,0.0,52.32,1.05,70,0.0,25,0.0,44,0.0,1,0.0,35.71,0.0,2025-03-18
1029,0,Ivan04,1273.33,-2.56,1465.26,0.0,63.98,0.85,44,0.0,22,0.0,22,0.0,0,0.0,50.0,0.0,2025-01-29
-,-,oldmutant,1272.62,-4.19,1398.47,0.0,41.95,1.4,338,0.0,144,0.0,193,0.0,1,0.0,42.6,0.0,2023-03-05
1030,-4,sms18004,1272.5,-4.39,1387.95,0.0,38.48,1.46,272,0.0,110,0.0,159,0.0,3,0.0,40.44,0.0,2025-05-27
-,-,Riences,1272.46,-2.79,1454.96,0.0,60.84,0.93,96,0.0,45,0.0,49,0.0,2,0.0,46.88,0.0,2021-12-05
1031,-9,Bonneville22,1271.91,-6.04,1372.65,-2.52,33.58,1.17,176,3.0,73,1.0,100,2.0,3,0.0,41.48,-0.14,2025-07-04
-,-,Cuna_General,1270.42,-1.89,1529.55,0.0,86.38,0.63,36,0.0,20,0.0,16,0.0,0,0.0,55.56,0.0,2020-12-06
1032,-1,FiveGee,1270.0,-3.9,1399.75,0.0,43.25,1.3,100,0.0,39,0.0,60,0.0,1,0.0,39.0,0.0,2025-05-23
1033,-16,Partyshank,1269.98,-11.48,1346.51,-5.64,25.51,1.95,688,3.0,267,0.0,417,3.0,4,0.0,38.81,-0.17,2025-07-08
-,-,Jiggling,1269.91,-2.71,1451.04,0.0,60.38,0.9,96,0.0,40,0.0,56,0.0,0,0.0,41.67,0.0,2022-07-29
-,-,Galten,1269.65,-2.06,1508.02,0.0,79.46,0.69,30,0.0,15,0.0,15,0.0,0,0.0,50.0,0.0,2024-02-23
1034,-18,JohnnyMac,1269.32,-12.99,1339.58,-5.98,23.42,2.33,1008,5.0,381,1.0,606,4.0,21,0.0,37.8,-0.09,2025-07-17
1035,-5,xeveli,1268.95,-6.19,1356.76,0.0,29.27,2.06,393,0.0,144,0.0,249,0.0,0,0.0,36.64,0.0,2025-04-24
-,-,HarryW,1268.85,-2.54,1462.15,0.0,64.43,0.85,42,0.0,15,0.0,27,0.0,0,0.0,35.71,0.0,2024-02-20
-,-,TepSloan,1268.71,-4.09,1391.81,0.0,41.03,1.36,286,0.0,129,0.0,154,0.0,3,0.0,45.1,0.0,2023-07-30
-,-,joshthefunkdoc,1268.7,-2.04,1510.52,0.0,80.61,0.68,36,0.0,21,0.0,15,0.0,0,0.0,58.33,0.0,2020-06-28
-,-,TheMorat,1268.04,-2.28,1482.89,0.0,71.61,0.76,36,0.0,14,0.0,22,0.0,0,0.0,38.89,0.0,2023-04-16
-,-,icarium_jag,1267.84,-3.04,1433.04,0.0,55.07,1.01,126,0.0,58,0.0,66,0.0,2,0.0,46.03,0.0,2021-12-05
-,-,SuwalaT,1267.76,-3.77,1402.97,0.0,45.07,1.26,312,0.0,123,0.0,185,0.0,4,0.0,39.42,0.0,2023-09-03
-,-,bigbigfanta,1267.55,-1.33,1634.42,0.0,122.29,0.44,12,0.0,7,0.0,5,0.0,0,0.0,58.33,0.0,2022-02-01
-,-,Mulkabu,1267.11,-2.21,1490.67,0.0,74.52,0.74,54,0.0,22,0.0,30,0.0,2,0.0,40.74,0.0,2020-09-27
-,-,Dario5,1266.88,-1.77,1544.31,0.0,92.47,0.59,36,0.0,22,0.0,14,0.0,0,0.0,61.11,0.0,2019-02-17
-,-,ALEKYD,1266.87,-2.52,1461.58,0.0,64.9,0.84,58,0.0,33,0.0,24,0.0,1,0.0,56.9,0.0,2021-12-05
-,-,Korn73,1266.45,-1.45,1603.28,0.0,112.28,0.48,18,0.0,13,0.0,5,0.0,0,0.0,72.22,0.0,2019-12-30
1036,-1,Dani91,1266.06,-2.07,1502.88,0.0,78.94,0.69,24,0.0,14,0.0,9,0.0,1,0.0,58.33,0.0,2025-05-31
-,-,Manish05,1265.68,-2.84,1448.51,0.0,60.94,0.95,120,0.0,56,0.0,62,0.0,2,0.0,46.67,0.0,2021-03-02
-,-,snowcrush,1265.65,-3.94,1417.65,0.0,50.67,1.31,180,0.0,74,0.0,104,0.0,2,0.0,41.11,0.0,2022-10-30
-,-,StefanGreatFirst,1265.52,-3.85,1400.72,0.0,45.06,1.28,183,0.0,82,0.0,98,0.0,3,0.0,44.81,0.0,2023-03-01
1037,10,J-dog,1265.42,3.58,1344.81,9.08,26.46,1.83,565,5.0,205,4.0,355,1.0,5,0.0,36.28,0.39,2025-07-03
1038,-5,MaxBoomer,1265.4,-4.07,1366.39,-1.25,33.66,0.94,226,5.0,93,2.0,132,3.0,1,0.0,41.15,-0.03,2025-07-01
-,-,Dugy,1265.13,-4.18,1394.84,0.0,43.24,1.39,271,0.0,111,0.0,158,0.0,2,0.0,40.96,0.0,2023-06-04
-,-,Chul,1265.0,-2.91,1435.58,0.0,56.86,0.97,186,0.0,79,0.0,103,0.0,4,0.0,42.47,0.0,2020-12-06
1039,0,cardboard,1264.89,-2.05,1504.29,0.0,79.8,0.68,25,0.0,11,0.0,14,0.0,0,0.0,44.0,0.0,2025-02-02
-,-,est,1264.79,-1.76,1542.85,0.0,92.69,0.59,22,0.0,14,0.0,8,0.0,0,0.0,63.64,0.0,2021-12-05
1040,-3,Kartek,1264.18,-3.3,1413.89,0.0,49.9,1.1,67,0.0,33,0.0,33,0.0,1,0.0,49.25,0.0,2025-05-26
1041,-5,Igelkotten,1263.96,-4.01,1390.42,0.0,42.15,1.34,103,0.0,45,0.0,57,0.0,1,0.0,43.69,0.0,2025-05-22
-,-,Sinkadus,1263.41,-4.26,1385.5,0.0,40.69,1.42,286,0.0,122,0.0,160,0.0,4,0.0,42.66,0.0,2024-06-02
-,-,Dies,1263.31,-2.33,1474.32,0.0,70.34,0.78,54,0.0,29,0.0,25,0.0,0,0.0,53.7,0.0,2021-06-02
-,-,Roh,1263.13,-1.52,1585.52,0.0,107.46,0.51,18,0.0,13,0.0,5,0.0,0,0.0,72.22,0.0,2021-06-02
1042,-8,NovusIgnis,1262.81,-6.26,1350.58,0.0,29.26,2.09,448,0.0,175,0.0,271,0.0,2,0.0,39.06,0.0,2025-02-28
-,-,Viler,1262.36,-3.88,1393.89,0.0,43.84,1.29,189,0.0,74,0.0,114,0.0,1,0.0,39.15,0.0,2024-03-03
-,-,Djurre,1262.26,-2.27,1479.52,0.0,72.42,0.76,36,0.0,16,0.0,20,0.0,0,0.0,44.44,0.0,2022-03-06
1043,-2,Amarok,1262.17,-3.76,1395.7,0.0,44.51,1.25,106,0.0,37,0.0,69,0.0,0,0.0,34.91,0.0,2025-02-03
-,-,P-Funk,1261.62,-2.87,1433.47,0.0,57.28,0.96,72,0.0,36,0.0,34,0.0,2,0.0,50.0,0.0,2022-09-04
-,-,AsukaBlank,1261.42,-2.75,1442.26,0.0,60.28,0.92,71,0.0,34,0.0,32,0.0,5,0.0,47.89,0.0,2023-01-15
1044,-1,TheYoungDutch,1261.14,-4.07,1360.66,-0.34,33.17,1.24,204,3.0,72,1.0,127,2.0,5,0.0,35.29,-0.03,2025-07-02
1045,-5,Caracalla,1260.78,-5.76,1349.72,0.0,29.65,1.92,344,0.0,136,0.0,207,0.0,1,0.0,39.53,0.0,2025-02-28
1046,0,MikeLowrey,1260.68,-2.15,1489.11,0.0,76.14,0.72,30,0.0,12,0.0,18,0.0,0,0.0,40.0,0.0,2025-01-31
-,-,joelo,1260.63,-2.44,1461.33,0.0,66.9,0.81,78,0.0,32,0.0,46,0.0,0,0.0,41.03,0.0,2020-12-06
1047,-2,Nanu,1260.39,-2.51,1456.28,0.0,65.3,0.84,36,0.0,11,0.0,25,0.0,0,0.0,30.56,0.0,2025-03-01
-,-,Kirill,1260.28,-3.16,1431.3,0.0,57.01,1.05,90,0.0,39,0.0,51,0.0,0,0.0,43.33,0.0,2022-03-06
1048,-4,Midyat,1260.11,-3.28,1411.31,0.0,50.4,1.09,71,0.0,25,0.0,46,0.0,0,0.0,35.21,0.0,2025-01-19
-,-,ShifuZan,1258.07,-1.9,1516.11,0.0,86.01,0.63,24,0.0,12,0.0,12,0.0,0,0.0,50.0,0.0,2021-10-24
-,-,petite-lambda,1257.7,-1.18,1673.44,0.0,138.58,0.39,8,0.0,5,0.0,3,0.0,0,0.0,62.5,0.0,2022-01-01
1049,2,DanReyLop,1257.55,-2.61,1445.94,0.0,62.8,0.87,40,0.0,20,0.0,20,0.0,0,0.0,50.0,0.0,2025-03-16
1050,0,Oranim,1257.45,-2.85,1430.55,0.0,57.7,0.95,54,0.0,23,0.0,30,0.0,1,0.0,42.59,0.0,2025-01-15
1051,14,michasz,1256.92,3.4,1359.67,4.75,34.25,0.45,161,8.0,70,4.0,88,4.0,3,0.0,43.48,0.34,2025-06-27
-,-,jamieIsMyNamie,1256.38,-3.23,1420.4,0.0,54.67,1.08,180,0.0,79,0.0,99,0.0,2,0.0,43.89,0.0,2021-08-08
-,-,claybirds,1256.19,-2.8,1433.76,0.0,59.19,0.93,108,0.0,50,0.0,57,0.0,1,0.0,46.3,0.0,2021-03-02
-,-,draxius,1256.16,-2.94,1423.07,0.0,55.64,0.98,68,0.0,26,0.0,42,0.0,0,0.0,38.24,0.0,2024-04-04
-,-,Tugger,1256.1,-2.21,1481.03,0.0,74.98,0.74,54,0.0,28,0.0,26,0.0,0,0.0,51.85,0.0,2020-12-06
1052,-14,Rebel_Rebs,1256.02,-11.37,1356.82,-8.86,33.6,0.84,155,5.0,61,1.0,91,4.0,3,0.0,39.35,-0.65,2025-07-04
-,-,Hamtes,1255.95,-3.27,1406.32,0.0,50.12,1.09,84,0.0,29,0.0,53,0.0,2,0.0,34.52,0.0,2023-12-03
1053,6,Sirovec,1255.59,0.03,1333.09,5.74,25.83,1.9,632,5.0,232,4.0,397,1.0,3,0.0,36.71,0.35,2025-07-06
1054,3,Rgjensen,1255.51,-2.16,1483.04,0.0,75.84,0.72,30,0.0,12,0.0,18,0.0,0,0.0,40.0,0.0,2025-02-05
-,-,dickhui,1255.43,-2.09,1490.73,0.0,78.43,0.7,36,0.0,20,0.0,16,0.0,0,0.0,55.56,0.0,2021-03-02
-,-,Lennart,1254.92,-3.05,1416.81,0.0,53.96,1.02,100,0.0,38,0.0,62,0.0,0,0.0,38.0,0.0,2024-04-04
-,-,zaan,1254.78,-1.31,1628.54,0.0,124.59,0.44,18,0.0,11,0.0,6,0.0,1,0.0,61.11,0.0,2020-06-28
1055,-3,Jived,1254.72,-4.92,1356.55,0.0,33.94,1.64,194,0.0,86,0.0,106,0.0,2,0.0,44.33,0.0,2025-05-14
-,-,RobertDeSable,1254.49,-1.14,1683.97,0.0,143.16,0.38,6,0.0,4,0.0,2,0.0,0,0.0,66.67,0.0,2023-10-09
1056,2,Oso,1254.45,-1.66,1549.86,0.0,98.47,0.55,16,0.0,9,0.0,7,0.0,0,0.0,56.25,0.0,2025-01-12
-,-,DrewTheBold,1254.41,-2.28,1473.52,0.0,73.04,0.76,54,0.0,29,0.0,25,0.0,0,0.0,53.7,0.0,2021-03-02
1057,-8,DeZet,1254.33,-6.92,1331.99,0.0,25.89,2.31,579,0.0,200,0.0,369,0.0,10,0.0,34.54,0.0,2025-05-30
-,-,Gladue,1254.23,-2.18,1479.74,0.0,75.17,0.73,34,0.0,12,0.0,22,0.0,0,0.0,35.29,0.0,2023-03-05
-,-,ibptank,1254.19,-1.4,1602.97,0.0,116.26,0.47,12,0.0,5,0.0,7,0.0,0,0.0,41.67,0.0,2022-02-01
1058,-3,Korsus,1253.88,-4.97,1355.33,0.0,33.82,1.66,198,0.0,76,0.0,121,0.0,1,0.0,38.38,0.0,2025-02-04
-,-,CRISPYBABY,1253.28,-2.63,1441.17,0.0,62.63,0.88,45,0.0,21,0.0,24,0.0,0,0.0,46.67,0.0,2024-04-04
-,-,RELandREL,1253.24,-1.73,1535.85,0.0,94.2,0.58,17,0.0,10,0.0,7,0.0,0,0.0,58.82,0.0,2023-01-22
-,-,StudyCZ,1252.64,-2.96,1420.41,0.0,55.92,0.99,150,0.0,66,0.0,84,0.0,0,0.0,44.0,0.0,2021-04-25
-,-,norkle,1252.55,-3.1,1413.05,0.0,53.5,1.03,246,0.0,84,0.0,157,0.0,5,0.0,34.15,0.0,2021-06-02
-,-,alienchick,1252.52,-2.9,1431.98,0.0,59.82,0.97,90,0.0,37,0.0,52,0.0,1,0.0,41.11,0.0,2021-08-08
1059,-5,The_Law,1251.61,-7.77,1330.63,0.0,26.34,2.59,768,0.0,272,0.0,491,0.0,5,0.0,35.42,0.0,2025-04-29
-,-,GoguGeologul,1251.48,-3.3,1417.91,0.0,55.48,1.1,77,0.0,34,0.0,42,0.0,1,0.0,44.16,0.0,2023-09-03
-,-,rslyzc,1251.29,-2.45,1451.36,0.0,66.69,0.82,45,0.0,19,0.0,26,0.0,0,0.0,42.22,0.0,2024-04-04
-,-,Preadicator,1250.72,-1.38,1605.53,0.0,118.27,0.46,12,0.0,7,0.0,5,0.0,0,0.0,58.33,0.0,2020-11-08
-,-,BoB94,1250.67,-2.61,1439.18,0.0,62.84,0.87,45,0.0,14,0.0,30,0.0,1,0.0,31.11,0.0,2024-07-01
1060,-18,Brickmarck,1250.11,-15.32,1362.05,-12.88,37.31,0.81,171,3.0,67,0.0,103,3.0,1,0.0,39.18,-0.7,2025-06-27
1061,5,pandaczar,1249.92,-3.31,1402.03,0.0,50.7,1.1,70,0.0,26,0.0,44,0.0,0,0.0,37.14,0.0,2025-03-23
-,-,Tings,1249.68,-1.11,1692.13,0.0,147.48,0.37,7,0.0,7,0.0,0,0.0,0,0.0,100.0,0.0,2024-08-11
-,-,Alyx,1249.57,-2.67,1442.92,0.0,64.45,0.89,90,0.0,40,0.0,48,0.0,2,0.0,44.44,0.0,2021-03-02
-,-,Petardillo,1249.47,-2.62,1436.74,0.0,62.42,0.87,45,0.0,22,0.0,23,0.0,0,0.0,48.89,0.0,2024-04-04
-,-,ivantz,1249.44,-2.45,1450.07,0.0,66.88,0.82,108,0.0,51,0.0,57,0.0,0,0.0,47.22,0.0,2020-05-10
-,-,Nieva,1249.4,-1.92,1504.54,0.0,85.05,0.64,25,0.0,12,0.0,13,0.0,0,0.0,48.0,0.0,2023-04-02
1062,-2,ClaridadNocturna,1249.34,-5.92,1333.95,0.0,28.2,1.97,453,0.0,164,0.0,287,0.0,2,0.0,36.2,0.0,2025-05-23
-,-,Piotr33,1249.02,-4.31,1364.19,0.0,38.39,1.44,214,0.0,74,0.0,136,0.0,4,0.0,34.58,0.0,2024-08-11
-,-,Jaack,1248.92,-3.3,1404.77,0.0,51.95,1.1,166,0.0,74,0.0,88,0.0,4,0.0,44.58,0.0,2022-01-30
1063,0,Jaja,1248.89,-5.59,1342.0,0.0,31.04,1.86,346,0.0,130,0.0,214,0.0,2,0.0,37.57,0.0,2025-05-31
1064,0,mazir,1248.84,-4.95,1353.06,0.0,34.74,1.65,248,0.0,94,0.0,154,0.0,0,0.0,37.9,0.0,2024-09-04
-,-,MiYA,1248.74,-1.09,1696.99,0.0,149.42,0.36,8,0.0,5,0.0,3,0.0,0,0.0,62.5,0.0,2022-01-01
-,-,ManateeOverlord,1248.64,-1.63,1549.64,0.0,100.33,0.54,18,0.0,11,0.0,7,0.0,0,0.0,61.11,0.0,2020-09-27
1065,6,18544415,1248.48,-1.9,1507.06,0.0,86.19,0.63,21,0.0,11,0.0,10,0.0,0,0.0,52.38,0.0,2025-01-06
1066,4,Brumkalinka,1248.18,-2.62,1435.91,0.0,62.58,0.87,43,0.0,19,0.0,24,0.0,0,0.0,44.19,0.0,2025-02-06
1067,-5,kwerra,1248.02,-6.66,1347.78,-3.04,33.25,1.21,324,3.0,124,1.0,196,2.0,4,0.0,38.27,-0.05,2025-06-27
1068,4,colepiechotta,1247.7,-2.14,1476.99,0.0,76.43,0.71,25,0.0,9,0.0,16,0.0,0,0.0,36.0,0.0,2025-02-18
-,-,awh1979,1247.6,-3.77,1385.33,0.0,45.91,1.26,218,0.0,85,0.0,132,0.0,1,0.0,38.99,0.0,2023-03-01
-,-,Splitx,1247.32,-2.92,1420.32,0.0,57.66,0.97,114,0.0,51,0.0,59,0.0,4,0.0,44.74,0.0,2021-10-24
-,-,ivanvanya,1247.1,-1.62,1549.94,0.0,100.95,0.54,18,0.0,11,0.0,5,0.0,2,0.0,61.11,0.0,2023-06-04
1069,0,phixed,1246.93,-3.88,1379.86,0.0,44.31,1.29,294,0.0,128,0.0,163,0.0,3,0.0,43.54,0.0,2024-11-30
-,-,lorrico,1246.55,-1.83,1515.43,0.0,89.63,0.61,42,0.0,26,0.0,16,0.0,0,0.0,61.9,0.0,2020-11-08
1070,3,Mirceamsc1,1246.15,-3.06,1410.5,0.0,54.78,1.02,65,0.0,24,0.0,40,0.0,1,0.0,36.92,0.0,2025-02-10
-,-,DangerGranger,1245.94,-1.58,1555.17,0.0,103.08,0.53,18,0.0,10,0.0,8,0.0,0,0.0,55.56,0.0,2020-06-28
-,-,8bitMeeple,1245.81,-3.9,1378.0,0.0,44.06,1.3,307,0.0,127,0.0,179,0.0,1,0.0,41.37,0.0,2023-01-15
-,-,majortom111,1245.43,-3.72,1381.27,0.0,45.28,1.24,233,0.0,94,0.0,137,0.0,2,0.0,40.34,0.0,2023-07-15
-,-,Oslot,1245.39,-3.22,1401.46,0.0,52.03,1.07,115,0.0,54,0.0,61,0.0,0,0.0,46.96,0.0,2023-08-03
-,-,JTazz01,1245.32,-2.88,1417.25,0.0,57.31,0.96,90,0.0,41,0.0,49,0.0,0,0.0,45.56,0.0,2022-03-06
1071,3,TopDog,1245.07,-2.82,1420.0,0.0,58.31,0.94,45,0.0,21,0.0,24,0.0,0,0.0,46.67,0.0,2025-03-26
1072,3,footjoy39,1244.88,-2.34,1454.19,0.0,69.77,0.78,30,0.0,17,0.0,13,0.0,0,0.0,56.67,0.0,2025-02-06
-,-,Cope,1244.86,-2.58,1448.2,0.0,67.78,0.86,66,0.0,33,0.0,33,0.0,0,0.0,50.0,0.0,2021-03-02
-,-,Vaalna,1244.79,-1.75,1525.07,0.0,93.43,0.58,25,0.0,12,0.0,13,0.0,0,0.0,48.0,0.0,2024-02-23
1073,3,deandedean,1244.47,-2.28,1461.98,0.0,72.5,0.76,30,0.0,13,0.0,17,0.0,0,0.0,43.33,0.0,2025-02-01
-,-,Shaeff,1244.0,-2.63,1431.24,0.0,62.41,0.88,52,0.0,29,0.0,23,0.0,0,0.0,55.77,0.0,2023-04-16
-,-,ActuaryKing,1244.0,-2.68,1428.1,0.0,61.36,0.89,108,0.0,48,0.0,59,0.0,1,0.0,44.44,0.0,2021-03-02
-,-,Durin_NL,1243.4,-3.08,1403.89,0.0,53.5,1.03,99,0.0,41,0.0,57,0.0,1,0.0,41.41,0.0,2023-01-29
-,-,Hamsert,1243.32,-2.56,1436.56,0.0,64.42,0.85,66,0.0,31,0.0,34,0.0,1,0.0,46.97,0.0,2021-09-05
1074,-7,Vegeta4791,1243.13,-8.12,1321.69,-2.53,26.19,1.86,520,8.0,176,2.0,343,6.0,1,0.0,33.85,-0.13,2025-06-30
-,-,KKluigi,1242.87,-4.98,1362.78,0.0,39.97,1.66,349,0.0,139,0.0,205,0.0,5,0.0,39.83,0.0,2024-01-28
1075,-7,RJonkers,1242.65,-8.25,1323.24,-3.2,26.87,1.68,514,5.0,186,2.0,327,3.0,1,0.0,36.19,0.04,2025-07-04
-,-,lordofwales,1242.47,-1.53,1562.35,0.0,106.63,0.51,18,0.0,12,0.0,6,0.0,0,0.0,66.67,0.0,2020-09-27
-,-,Twinkles,1242.43,-1.97,1491.34,0.0,82.97,0.66,36,0.0,17,0.0,19,0.0,0,0.0,47.22,0.0,2020-09-27
1076,-15,mooscolly,1242.14,-12.69,1323.44,-6.88,27.1,1.94,661,5.0,225,1.0,433,4.0,3,0.0,34.04,-0.11,2025-07-01
-,-,NillisLukins,1241.96,-1.94,1496.09,0.0,84.71,0.65,36,0.0,22,0.0,14,0.0,0,0.0,61.11,0.0,2020-06-28
1077,0,Bora_Horsa_Gobuchul,1240.97,-3.07,1405.02,0.0,54.68,1.02,63,0.0,26,0.0,37,0.0,0,0.0,41.27,0.0,2025-01-28
-,-,Samus,1240.83,-2.36,1448.02,0.0,69.06,0.79,66,0.0,26,0.0,39,0.0,1,0.0,39.39,0.0,2020-12-06
-,-,Kaiba0710,1240.62,-2.23,1460.59,0.0,73.32,0.74,36,0.0,18,0.0,17,0.0,1,0.0,50.0,0.0,2021-12-05
1078,1,nchenche,1239.98,-2.27,1456.6,0.0,72.2,0.76,31,0.0,11,0.0,20,0.0,0,0.0,35.48,0.0,2025-03-04
-,-,Bendor,1239.86,-3.08,1398.91,0.0,53.02,1.03,168,0.0,70,0.0,98,0.0,0,0.0,41.67,0.0,2021-09-05
1079,2,DDD_D,1239.5,-2.28,1456.4,0.0,72.3,0.76,30,0.0,11,0.0,19,0.0,0,0.0,36.67,0.0,2025-01-27
-,-,FLOW_OF_C_H,1239.36,-2.1,1473.95,0.0,78.2,0.7,31,0.0,15,0.0,15,0.0,1,0.0,48.39,0.0,2024-04-04
-,-,adibendot,1238.76,-3.21,1394.61,0.0,51.95,1.07,150,0.0,63,0.0,86,0.0,1,0.0,42.0,0.0,2022-05-01
1080,2,Voras,1238.63,-2.32,1449.94,0.0,70.44,0.77,30,0.0,12,0.0,17,0.0,1,0.0,40.0,0.0,2025-01-28
1081,-3,Moxielle,1238.58,-3.8,1368.0,0.0,43.14,1.27,104,0.0,42,0.0,60,0.0,2,0.0,40.38,0.0,2025-02-20
-,-,MGdesmadre,1238.44,-3.07,1397.48,0.0,53.01,1.02,144,0.0,68,0.0,75,0.0,1,0.0,47.22,0.0,2022-03-06
-,-,SonnyBB,1238.43,-2.0,1483.61,0.0,81.73,0.67,32,0.0,18,0.0,14,0.0,0,0.0,56.25,0.0,2022-01-30
-,-,Ampersandy,1238.4,-2.98,1403.19,0.0,54.93,0.99,150,0.0,76,0.0,74,0.0,0,0.0,50.67,0.0,2021-10-24
1082,1,DayWeed,1238.14,-2.11,1471.08,0.0,77.65,0.7,30,0.0,14,0.0,16,0.0,0,0.0,46.67,0.0,2025-02-01
1083,28,Cromlech,1238.13,13.72,1360.27,15.36,40.71,0.55,123,3.0,51,3.0,71,0.0,1,0.0,41.46,1.46,2025-06-27
-,-,wisteria,1237.73,-5.16,1350.11,0.0,37.46,1.72,429,0.0,165,0.0,255,0.0,9,0.0,38.46,0.0,2023-12-03
-,-,Dave8,1236.81,-2.47,1435.02,0.0,66.07,0.82,54,0.0,29,0.0,25,0.0,0,0.0,53.7,0.0,2021-12-05
1084,2,metternich,1236.47,-1.58,1309.18,4.77,24.24,2.12,859,5.0,301,4.0,553,1.0,5,0.0,35.04,0.26,2025-06-27
-,-,SandorClegan,1236.46,-2.26,1455.59,0.0,73.05,0.75,54,0.0,22,0.0,31,0.0,1,0.0,40.74,0.0,2020-12-06
-,-,Museos,1236.26,-1.19,1646.66,0.0,136.8,0.4,12,0.0,8,0.0,4,0.0,0,0.0,66.67,0.0,2020-08-02
-,-,Maxart,1235.91,-2.96,1406.29,0.0,56.79,0.99,106,0.0,44,0.0,62,0.0,0,0.0,41.51,0.0,2021-12-05
1085,0,Der_Imperator,1235.32,-2.98,1400.11,0.0,54.93,0.99,61,0.0,28,0.0,33,0.0,0,0.0,45.9,0.0,2025-02-05
-,-,Betasuppe,1235.08,-1.42,1578.87,0.0,114.6,0.47,12,0.0,7,0.0,5,0.0,0,0.0,58.33,0.0,2020-11-08
-,-,bloodies,1234.22,-1.55,1550.41,0.0,105.4,0.52,18,0.0,14,0.0,4,0.0,0,0.0,77.78,0.0,2021-06-02
1086,3,Dienekes,1233.95,-1.46,1306.48,6.39,24.18,2.62,1084,5.0,350,4.0,724,1.0,10,0.0,32.29,0.22,2025-07-06
-,-,IsleOfDick,1233.51,-1.9,1491.34,0.0,85.95,0.63,30,0.0,14,0.0,14,0.0,2,0.0,46.67,0.0,2024-02-23
-,-,Stevenlan90,1233.47,-3.17,1392.81,0.0,53.11,1.06,138,0.0,58,0.0,79,0.0,1,0.0,42.03,0.0,2024-02-23
-,-,TomTom69,1233.27,-2.27,1450.56,0.0,72.43,0.76,48,0.0,21,0.0,27,0.0,0,0.0,43.75,0.0,2021-03-02
