Rank,Rank Δ,Player,C Rating,C Rating Δ,Rating,Rating Δ,RD,RD Δ,Opps,Opps Δ,Ws,Ws Δ,Ls,Ls Δ,Ds,Ds Δ,W%,W% Δ,Last Played
-,-,roodBF,1562.59,-3.34,1713.07,0.0,50.16,1.11,93,0.0,54,0.0,39,0.0,0,0.0,58.06,0.0,2023-07-18
-,-,PontiusPilatus,1562.32,-4.39,1690.75,0.0,42.81,1.46,200,0.0,130,0.0,66,0.0,4,0.0,65.0,0.0,2024-02-23
359,-3,cs2376jr,1561.88,-3.16,1717.8,0.0,51.97,1.05,60,0.0,41,0.0,19,0.0,0,0.0,68.33,0.0,2025-05-17
360,7,MoreHat,1561.86,1.39,1681.48,3.27,39.87,0.63,108,3.0,62,2.0,44,1.0,2,0.0,57.41,0.27,2025-06-27
-,-,JohnFreshKennedy,1561.41,-5.3,1661.0,0.0,33.2,1.77,410,0.0,239,0.0,168,0.0,3,0.0,58.29,0.0,2024-07-01
361,36,maunzzz,1561.25,12.99,1643.12,15.21,27.29,0.74,263,20.0,158,8.0,101,10.0,4,2.0,60.08,-1.65,2025-07-07
-,-,LaoHuang,1560.84,-7.65,1698.7,0.0,45.95,2.55,715,0.0,354,0.0,349,0.0,12,0.0,49.51,0.0,2023-11-15
-,-,JarekWarsaw,1560.52,-4.01,1686.74,0.0,42.07,1.34,285,0.0,160,0.0,121,0.0,4,0.0,56.14,0.0,2023-02-05
362,-5,milanmar,1559.91,-4.78,1668.24,0.0,36.11,1.59,193,0.0,120,0.0,73,0.0,0,0.0,62.18,0.0,2025-05-06
363,-17,Rolls.Royal,1559.83,-11.84,1652.71,-7.58,30.96,1.42,199,3.0,119,0.0,80,3.0,0,0.0,59.8,-0.91,2025-07-05
364,-6,jhamra,1559.73,-4.59,1668.88,0.0,36.38,1.53,148,0.0,86,0.0,62,0.0,0,0.0,58.11,0.0,2025-05-21
365,-22,Selya,1559.21,-13.39,1651.68,-8.81,30.82,1.53,198,3.0,130,0.0,66,3.0,2,0.0,65.66,-1.01,2025-07-04
366,11,JensIV,1559.16,3.81,1639.67,8.82,26.84,1.67,266,5.0,153,4.0,110,1.0,3,0.0,57.52,0.43,2025-07-05
367,-4,Xsn,1559.05,-3.98,1685.83,0.0,42.26,1.33,125,0.0,88,0.0,35,0.0,2,0.0,70.4,0.0,2025-02-28
368,-4,Radvan,1558.63,-4.12,1633.43,2.06,24.93,2.06,448,3.0,263,2.0,182,1.0,3,0.0,58.71,0.06,2025-07-01
369,-1,Hardco,1558.54,-1.59,1635.2,4.29,25.55,1.96,911,2.0,441,2.0,459,0.0,11,0.0,48.41,0.12,2025-07-01
-,-,Bierfuizl,1558.49,-2.99,1724.36,0.0,55.29,1.0,120,0.0,84,0.0,35,0.0,1,0.0,70.0,0.0,2021-09-05
370,-9,NoswordKnight,1558.42,-4.74,1663.93,0.0,35.17,1.58,176,0.0,105,0.0,70,0.0,1,0.0,59.66,0.0,2025-03-25
371,-12,Mario86,1558.29,-5.81,1656.99,0.0,32.9,1.94,334,0.0,187,0.0,145,0.0,2,0.0,55.99,0.0,2025-05-11
-,-,gnoliy,1557.91,-2.84,1730.78,0.0,57.62,0.95,120,0.0,78,0.0,42,0.0,0,0.0,65.0,0.0,2021-03-02
372,-12,ugglor,1556.42,-7.08,1637.85,0.0,27.14,2.36,659,0.0,367,0.0,282,0.0,10,0.0,55.69,0.0,2025-03-24
373,-11,rcia,1555.52,-7.54,1633.85,0.0,26.11,2.51,850,0.0,458,0.0,382,0.0,10,0.0,53.88,0.0,2025-04-25
-,-,borostar,1555.3,-2.92,1723.56,0.0,56.09,0.97,60,0.0,34,0.0,26,0.0,0,0.0,56.67,0.0,2023-06-06
-,-,DarthPsyonic,1555.26,-3.6,1694.51,0.0,46.42,1.2,240,0.0,136,0.0,101,0.0,3,0.0,56.67,0.0,2022-06-05
-,-,Snorky,1554.49,-3.67,1690.69,0.0,45.4,1.22,156,0.0,104,0.0,52,0.0,0,0.0,66.67,0.0,2023-06-04
374,-3,baodalanxin,1553.48,-5.0,1622.27,2.08,22.93,2.36,849,5.0,452,3.0,392,2.0,5,0.0,53.24,0.04,2025-07-01
375,-5,riccccc,1553.05,-5.66,1642.57,0.0,29.84,1.89,384,0.0,229,0.0,151,0.0,4,0.0,59.64,0.0,2025-05-05
376,0,Limubai,1552.77,-2.93,1720.99,0.0,56.07,0.98,45,0.0,27,0.0,18,0.0,0,0.0,60.0,0.0,2025-03-24
-,-,mzotkiew,1552.77,-3.11,1710.97,0.0,52.73,1.04,75,0.0,52,0.0,23,0.0,0,0.0,69.33,0.0,2024-07-01
377,9,AndriiN,1552.61,-0.02,1633.77,5.87,27.06,1.96,338,3.0,213,3.0,124,0.0,1,0.0,63.02,0.33,2025-06-27
-,-,_Melkor,1552.6,-1.72,1837.88,0.0,95.09,0.57,27,0.0,19,0.0,8,0.0,0,0.0,70.37,0.0,2024-01-28
378,-5,HentaiLover69,1552.24,-5.72,1638.53,0.0,28.76,1.91,468,0.0,258,0.0,208,0.0,2,0.0,55.13,0.0,2025-05-07
379,0,Zegs,1551.48,-3.67,1702.51,0.0,50.35,1.22,156,0.0,92,0.0,64,0.0,0,0.0,58.97,0.0,2025-04-15
-,-,jkmushy,1550.65,-2.95,1716.61,0.0,55.32,0.98,150,0.0,93,0.0,57,0.0,0,0.0,62.0,0.0,2021-01-24
380,0,Traumatan,1550.15,-4.33,1672.83,0.0,40.89,1.44,168,0.0,97,0.0,69,0.0,2,0.0,57.74,0.0,2024-11-21
-,-,Lonzo,1550.09,-4.16,1675.99,0.0,41.97,1.39,236,0.0,140,0.0,95,0.0,1,0.0,59.32,0.0,2023-10-29
381,-15,AdiQue,1550.08,-11.04,1629.38,-4.04,26.43,2.33,489,2.0,244,0.0,243,2.0,2,0.0,49.9,-0.2,2025-06-18
-,-,lppl,1549.48,-4.08,1676.43,0.0,42.32,1.36,306,0.0,154,0.0,145,0.0,7,0.0,50.33,0.0,2024-04-05
382,-7,trzeciakson,1549.19,-6.74,1633.37,0.0,28.06,2.25,579,0.0,308,0.0,262,0.0,9,0.0,53.2,0.0,2025-05-31
383,51,daggsea,1548.09,16.72,1676.01,17.59,42.64,0.29,88,3.0,52,3.0,36,0.0,0,0.0,59.09,1.44,2025-06-22
-,-,claxic,1548.07,-4.48,1671.39,0.0,41.11,1.49,205,0.0,131,0.0,72,0.0,2,0.0,63.9,0.0,2024-07-01
384,-3,Miklos,1547.62,-6.65,1626.57,0.0,26.32,2.22,726,0.0,406,0.0,313,0.0,7,0.0,55.92,0.0,2024-10-01
-,-,Pripek,1547.44,-4.25,1663.68,0.0,38.75,1.42,246,0.0,152,0.0,92,0.0,2,0.0,61.79,0.0,2024-04-04
385,11,henrymerrivale,1547.4,-1.46,1616.32,6.08,22.97,2.51,1097,5.0,582,5.0,502,0.0,13,0.0,53.05,0.21,2025-06-28
386,-3,DarthVaderDLotS,1547.01,-6.57,1624.99,0.0,26.0,2.19,771,0.0,411,0.0,356,0.0,4,0.0,53.31,0.0,2025-05-31
387,-3,Klakla92th,1546.72,-6.38,1626.89,0.0,26.72,2.13,833,0.0,457,0.0,370,0.0,6,0.0,54.86,0.0,2025-01-10
388,18,richardhell,1546.55,3.5,1642.59,6.61,32.01,1.03,187,5.0,110,4.0,76,1.0,1,0.0,58.82,0.58,2025-07-04
389,4,dnomn8r,1546.25,-3.14,1703.09,0.0,52.28,1.05,55,0.0,36,0.0,18,0.0,1,0.0,65.45,0.0,2025-05-06
390,-3,MoonlitShadow,1546.0,-6.1,1629.73,0.0,27.91,2.03,370,0.0,214,0.0,150,0.0,6,0.0,57.84,0.0,2025-05-31
-,-,Tanario,1545.31,-4.82,1651.58,0.0,35.42,1.61,232,0.0,161,0.0,71,0.0,0,0.0,69.4,0.0,2024-07-01
-,-,Djinges,1545.23,-2.05,1784.16,0.0,79.65,0.68,27,0.0,15,0.0,12,0.0,0,0.0,55.56,0.0,2023-10-09
391,-6,Robster,1545.1,-7.83,1633.21,0.0,29.37,2.61,795,0.0,446,0.0,343,0.0,6,0.0,56.1,0.0,2025-03-19
-,-,Montanor,1544.39,-2.19,1768.25,0.0,74.62,0.73,54,0.0,47,0.0,7,0.0,0,0.0,87.04,0.0,2022-09-04
392,-1,barda,1543.88,-6.49,1635.44,0.0,30.52,2.16,500,0.0,290,0.0,207,0.0,3,0.0,58.0,0.0,2025-02-12
393,-15,McNulty,1543.8,-11.37,1626.07,-5.99,27.42,1.79,736,3.0,399,0.0,332,3.0,5,0.0,54.21,-0.22,2025-06-27
394,4,GangwonTeacher,1543.3,-4.3,1658.31,0.0,38.33,1.43,121,0.0,68,0.0,53,0.0,0,0.0,56.2,0.0,2025-05-08
395,-7,happyboykt,1543.1,-8.9,1620.31,-2.52,25.74,2.12,692,3.0,372,1.0,317,2.0,3,0.0,53.76,-0.09,2025-07-13
-,-,Bonisagius,1543.01,-3.31,1694.07,0.0,50.35,1.1,140,0.0,85,0.0,53,0.0,2,0.0,60.71,0.0,2022-05-01
396,-14,StonedHenge420,1542.7,-11.23,1614.05,-4.4,23.78,2.28,506,3.0,277,0.0,226,3.0,3,0.0,54.74,-0.33,2025-06-23
-,-,G_7,1542.7,-4.01,1668.39,0.0,41.9,1.34,322,0.0,179,0.0,141,0.0,2,0.0,55.59,0.0,2023-02-05
397,-5,Wolar,1542.66,-7.08,1617.89,0.0,25.08,2.36,529,0.0,298,0.0,226,0.0,5,0.0,56.33,0.0,2025-05-14
398,-4,_sleepwalker,1542.25,-7.09,1624.06,0.0,27.27,2.36,496,0.0,291,0.0,201,0.0,4,0.0,58.67,0.0,2025-03-22
399,-4,MrGekz,1541.98,-6.98,1628.09,0.0,28.7,2.33,661,0.0,346,0.0,310,0.0,5,0.0,52.34,0.0,2025-05-29
-,-,Vlaada,1541.83,-1.64,1840.83,0.0,99.66,0.55,18,0.0,14,0.0,3,0.0,1,0.0,77.78,0.0,2020-06-28
400,-26,ABQ,1541.35,-14.7,1621.85,-9.59,26.83,1.7,615,5.0,349,0.0,261,5.0,5,0.0,56.75,-0.46,2025-07-13
401,2,bcnoexceptions,1540.93,-2.96,1615.3,3.9,24.79,2.29,764,2.0,390,2.0,357,0.0,17,0.0,51.05,0.13,2025-07-07
-,-,wallimaendu,1540.79,-3.54,1679.43,0.0,46.21,1.18,234,0.0,133,0.0,100,0.0,1,0.0,56.84,0.0,2022-07-29
-,-,yangziduan,1539.89,-2.49,1736.79,0.0,65.64,0.83,84,0.0,41,0.0,42,0.0,1,0.0,48.81,0.0,2021-11-15
402,0,Asbestos,1539.75,-6.73,1617.68,0.0,25.98,2.24,754,0.0,395,0.0,348,0.0,11,0.0,52.39,0.0,2025-03-25
403,9,HomerJr,1539.58,-0.96,1619.57,4.8,26.66,1.92,854,2.0,426,2.0,421,0.0,7,0.0,49.88,0.11,2025-06-30
404,0,Ddafaith,1539.52,-4.31,1608.79,3.95,23.09,2.75,1077,8.0,543,5.0,525,3.0,9,0.0,50.42,0.09,2025-07-04
405,-5,Panthera,1539.31,-8.12,1610.67,-0.55,23.79,2.52,826,5.0,471,2.0,351,3.0,4,0.0,57.02,-0.11,2025-07-10
406,141,NFGM,1539.29,65.14,1733.29,35.91,64.67,-9.74,37,8.0,32,6.0,5,2.0,0,0.0,86.49,-3.17,2025-07-07
-,-,Meowthfish,1538.87,-4.39,1662.11,0.0,41.08,1.46,454,0.0,222,0.0,232,0.0,0,0.0,48.9,0.0,2023-06-04
-,-,dayorbyte,1538.45,-3.4,1685.18,0.0,48.91,1.13,176,0.0,101,0.0,72,0.0,3,0.0,57.39,0.0,2023-08-05
407,3,K1N9,1538.29,-3.41,1683.29,0.0,48.33,1.14,60,0.0,36,0.0,24,0.0,0,0.0,60.0,0.0,2025-05-07
408,-3,LeoM,1538.09,-5.15,1609.07,1.65,23.66,2.27,742,5.0,405,3.0,331,2.0,6,0.0,54.58,0.03,2025-07-08
409,-19,LordHomeOffice,1537.88,-13.0,1629.51,-8.39,30.54,1.54,282,3.0,160,0.0,122,3.0,0,0.0,56.74,-0.61,2025-06-26
410,1,J0hnny_Utah7,1537.29,-3.76,1668.33,0.0,43.68,1.25,116,0.0,82,0.0,34,0.0,0,0.0,70.69,0.0,2025-02-01
411,-4,Andrew_Davidson,1537.23,-5.53,1626.95,0.0,29.91,1.84,429,0.0,247,0.0,180,0.0,2,0.0,57.58,0.0,2025-05-02
412,-13,Aaronwebber,1537.13,-10.39,1608.64,-4.21,23.83,2.06,907,5.0,460,1.0,445,4.0,2,0.0,50.72,-0.17,2025-07-01
-,-,potpath,1537.08,-2.84,1711.2,0.0,58.04,0.95,60,0.0,44,0.0,16,0.0,0,0.0,73.33,0.0,2024-03-17
413,1,BahbUrge,1536.58,-3.55,1676.03,0.0,46.48,1.18,74,0.0,54,0.0,19,0.0,1,0.0,72.97,0.0,2025-05-31
414,4,DayWalker1337,1536.27,-3.14,1694.73,0.0,52.82,1.05,63,0.0,42,0.0,21,0.0,0,0.0,66.67,0.0,2025-03-24
415,-50,IVE,1535.87,-26.7,1668.33,-38.86,44.15,-4.05,75,15.0,38,1.0,36,14.0,1,0.0,50.67,-11.0,2025-07-02
416,-3,Arinmir,1535.04,-5.41,1634.82,0.0,33.26,1.8,356,0.0,193,0.0,163,0.0,0,0.0,54.21,0.0,2025-02-03
-,-,Clayton,1534.83,-3.33,1682.55,0.0,49.24,1.11,138,0.0,86,0.0,51,0.0,1,0.0,62.32,0.0,2022-09-04
-,-,Radorf,1534.34,-4.34,1654.73,0.0,40.13,1.45,310,0.0,160,0.0,147,0.0,3,0.0,51.61,0.0,2023-11-15
417,12,Pieroz88,1533.95,1.26,1643.09,3.94,36.38,0.89,128,3.0,72,2.0,53,1.0,3,0.0,56.25,0.25,2025-06-23
-,-,Asaf,1533.41,-4.89,1635.1,0.0,33.9,1.63,329,0.0,200,0.0,127,0.0,2,0.0,60.79,0.0,2024-04-04
-,-,Woodmouth,1533.39,-4.33,1647.66,0.0,38.09,1.44,262,0.0,143,0.0,116,0.0,3,0.0,54.58,0.0,2023-11-15
-,-,GrzeHu,1533.32,-2.91,1702.04,0.0,56.24,0.97,88,0.0,58,0.0,30,0.0,0,0.0,65.91,0.0,2022-07-29
-,-,Bejn,1533.22,-3.07,1692.7,0.0,53.16,1.02,90,0.0,56,0.0,33,0.0,1,0.0,62.22,0.0,2022-09-04
418,-9,Terence,1533.05,-8.97,1602.01,-2.2,22.99,2.26,1040,5.0,540,2.0,496,3.0,4,0.0,51.92,-0.06,2025-06-30
419,3,Loveschack,1532.92,-4.82,1606.2,2.73,24.43,2.52,850,5.0,476,3.0,371,2.0,3,0.0,56.0,0.02,2025-07-07
420,-4,Spoobill,1532.9,-6.91,1612.12,0.0,26.41,2.3,552,0.0,314,0.0,232,0.0,6,0.0,56.88,0.0,2025-05-30
-,-,Xxchaking,1532.17,-3.16,1689.65,0.0,52.49,1.05,126,0.0,86,0.0,39,0.0,1,0.0,68.25,0.0,2022-03-06
421,-1,Agnsild,1531.75,-6.12,1621.33,0.0,29.86,2.04,222,0.0,129,0.0,92,0.0,1,0.0,58.11,0.0,2025-05-12
-,-,AlbertoMariani91,1531.74,-3.83,1672.51,0.0,46.92,1.28,203,0.0,127,0.0,74,0.0,2,0.0,62.56,0.0,2023-04-16
422,1,Oleksandr,1531.49,-5.65,1636.23,-2.59,34.91,1.02,148,3.0,87,1.0,61,2.0,0,0.0,58.78,-0.53,2025-07-03
-,-,HLDM,1531.31,-2.74,1711.1,0.0,59.93,0.91,45,0.0,28,0.0,17,0.0,0,0.0,62.22,0.0,2024-07-01
423,-8,GunKer,1531.3,-8.6,1613.08,0.0,27.26,2.87,677,0.0,375,0.0,297,0.0,5,0.0,55.39,0.0,2025-05-31
-,-,Enki,1531.09,-2.98,1698.46,0.0,55.79,0.99,60,0.0,43,0.0,17,0.0,0,0.0,71.67,0.0,2024-07-01
424,69,Sakic19,1530.77,26.84,1680.49,18.61,49.91,-2.74,62,8.0,37,6.0,25,2.0,0,0.0,59.68,2.27,2025-07-01
-,-,Rimuel,1530.3,-3.59,1669.92,0.0,46.54,1.2,156,0.0,103,0.0,53,0.0,0,0.0,66.03,0.0,2024-06-02
425,-1,jSan,1530.27,-6.3,1616.15,0.0,28.62,2.1,390,0.0,232,0.0,156,0.0,2,0.0,59.49,0.0,2025-04-19
-,-,Barnstormer,1530.26,-4.6,1645.01,0.0,38.25,1.53,273,0.0,161,0.0,110,0.0,2,0.0,58.97,0.0,2024-07-01
426,-1,jaggl,1530.15,-4.55,1651.16,0.0,40.34,1.52,275,0.0,156,0.0,116,0.0,3,0.0,56.73,0.0,2025-02-28
-,-,modjoaq,1529.78,-3.03,1693.54,0.0,54.59,1.01,90,0.0,60,0.0,30,0.0,0,0.0,66.67,0.0,2022-06-05
427,-10,aaaaa,1529.63,-10.18,1613.69,-4.53,28.02,1.88,495,3.0,265,1.0,230,2.0,0,0.0,53.54,-0.12,2025-07-01
428,-2,BemuthBambai,1529.35,-5.03,1632.34,0.0,34.33,1.68,198,0.0,112,0.0,85,0.0,1,0.0,56.57,0.0,2025-03-22
429,-8,Haxxorn,1528.91,-8.85,1596.73,-2.34,22.6,2.17,1027,8.0,522,3.0,499,5.0,6,0.0,50.83,-0.1,2025-07-03
430,0,Redgood,1528.67,-3.63,1665.04,0.0,45.46,1.21,105,0.0,66,0.0,37,0.0,2,0.0,62.86,0.0,2025-03-27
-,-,Torzelan,1528.04,-3.14,1684.56,0.0,52.17,1.05,81,0.0,58,0.0,22,0.0,1,0.0,71.6,0.0,2023-04-16
431,-23,Mike1313,1527.5,-14.75,1597.57,-6.39,23.36,2.79,955,8.0,512,2.0,439,6.0,4,0.0,53.61,-0.24,2025-07-01
-,-,KrwawyPysio,1527.23,-2.91,1696.96,0.0,56.58,0.97,60,0.0,38,0.0,22,0.0,0,0.0,63.33,0.0,2024-07-01
432,-5,Octavian,1526.59,-6.72,1609.91,0.0,27.77,2.24,734,0.0,365,0.0,363,0.0,6,0.0,49.73,0.0,2025-05-08
-,-,yood,1526.31,-3.37,1680.26,0.0,51.32,1.12,162,0.0,93,0.0,68,0.0,1,0.0,57.41,0.0,2021-12-05
433,2,MattM,1526.19,-4.03,1651.7,0.0,41.84,1.34,156,0.0,96,0.0,57,0.0,3,0.0,61.54,0.0,2024-11-20
434,-15,Fleepa0,1526.17,-12.51,1620.15,0.0,31.33,4.17,804,0.0,426,0.0,368,0.0,10,0.0,52.99,0.0,2025-05-31
-,-,Elwen,1526.17,-2.99,1693.83,0.0,55.88,1.0,126,0.0,88,0.0,37,0.0,1,0.0,69.84,0.0,2021-06-02
-,-,GaryPan,1525.56,-2.48,1723.84,0.0,66.09,0.83,86,0.0,42,0.0,43,0.0,1,0.0,48.84,0.0,2020-05-08
435,10,pessen,1524.68,-0.08,1650.49,1.27,41.94,0.45,93,3.0,52,2.0,41,1.0,0,0.0,55.91,0.35,2025-06-28
-,-,Redgarex,1524.62,-1.5,1851.02,0.0,108.8,0.5,30,0.0,27,0.0,3,0.0,0,0.0,90.0,0.0,2020-09-27
-,-,IirionClaus,1524.17,-2.65,1708.75,0.0,61.52,0.88,102,0.0,66,0.0,36,0.0,0,0.0,64.71,0.0,2020-08-02
-,-,petki,1524.16,-3.21,1677.46,0.0,51.1,1.07,158,0.0,100,0.0,57,0.0,1,0.0,63.29,0.0,2022-01-30
-,-,goeroezeboe,1524.12,-2.89,1703.43,0.0,59.77,0.96,108,0.0,68,0.0,40,0.0,0,0.0,62.96,0.0,2021-03-02
-,-,fielmann,1523.82,-3.52,1662.2,0.0,46.13,1.17,181,0.0,111,0.0,69,0.0,1,0.0,61.33,0.0,2023-03-01
436,-3,dougthonus,1523.73,-7.64,1610.07,0.0,28.78,2.55,750,0.0,396,0.0,352,0.0,2,0.0,52.8,0.0,2025-05-31
-,-,chiang831,1523.27,-2.74,1704.47,0.0,60.4,0.91,72,0.0,48,0.0,24,0.0,0,0.0,66.67,0.0,2022-01-30
437,40,gabev,1523.16,11.11,1620.88,13.09,32.57,0.66,179,8.0,111,6.0,67,2.0,1,0.0,62.01,0.61,2025-07-04
-,-,buste,1522.96,-4.88,1630.92,0.0,35.99,1.63,413,0.0,209,0.0,203,0.0,1,0.0,50.61,0.0,2024-06-02
438,-10,Magnotta85,1522.13,-11.1,1658.42,-13.38,45.43,-0.76,80,5.0,42,1.0,37,4.0,1,0.0,52.5,-2.17,2025-07-04
-,-,MastermindZeta,1521.87,-2.79,1697.93,0.0,58.69,0.93,84,0.0,52,0.0,31,0.0,1,0.0,61.9,0.0,2023-03-01
439,8,Shergar,1521.48,-2.91,1690.44,0.0,56.32,0.97,45,0.0,25,0.0,18,0.0,2,0.0,55.56,0.0,2025-03-24
-,-,DjesusHChrist,1521.33,-1.64,1820.07,0.0,99.58,0.55,18,0.0,15,0.0,3,0.0,0,0.0,83.33,0.0,2020-12-06
440,-2,Attrill20,1521.24,-7.46,1592.1,0.0,23.62,2.49,939,0.0,515,0.0,417,0.0,7,0.0,54.85,0.0,2025-05-31
441,5,lukejones82,1521.23,-3.18,1678.09,0.0,52.28,1.06,55,0.0,31,0.0,23,0.0,1,0.0,56.36,0.0,2025-05-07
442,0,Aftheiss,1521.21,-4.31,1652.41,-5.74,43.73,-0.48,111,6.0,71,3.0,39,3.0,1,0.0,63.96,-0.8,2025-06-30
443,-6,Daniii,1521.19,-7.59,1599.6,0.0,26.14,2.53,645,0.0,349,0.0,290,0.0,6,0.0,54.11,0.0,2025-05-31
444,5,Leeech,1521.13,-2.58,1711.71,0.0,63.53,0.86,37,0.0,23,0.0,14,0.0,0,0.0,62.16,0.0,2025-03-21
445,-1,Mul,1520.87,-3.94,1599.46,2.11,26.2,2.02,490,3.0,273,2.0,214,1.0,3,0.0,55.71,0.06,2025-07-01
446,-57,Yookie,1520.78,-31.05,1671.16,-36.0,50.13,-1.65,78,5.0,58,0.0,20,5.0,0,0.0,74.36,-5.09,2025-06-29
447,-8,Durloc,1520.63,-6.59,1603.64,0.0,27.67,2.2,417,0.0,238,0.0,176,0.0,3,0.0,57.07,0.0,2025-05-27
448,-7,Ricicle,1520.3,-5.78,1599.27,0.62,26.32,2.13,717,2.0,345,1.0,365,1.0,7,0.0,48.12,0.01,2025-07-01
-,-,wombats111,1520.19,-2.92,1690.6,0.0,56.8,0.97,90,0.0,48,0.0,41,0.0,1,0.0,53.33,0.0,2021-12-05
449,2,Tharkis,1518.35,-4.31,1648.88,0.0,43.51,1.44,235,0.0,120,0.0,115,0.0,0,0.0,51.06,0.0,2025-04-26
-,-,deluks917,1518.31,-5.39,1642.55,0.0,41.41,1.8,398,0.0,188,0.0,208,0.0,2,0.0,47.24,0.0,2024-02-23
-,-,Tshemmp,1518.28,-4.8,1620.77,0.0,34.17,1.6,223,0.0,138,0.0,84,0.0,1,0.0,61.88,0.0,2024-08-11
450,-18,vagrantil,1518.26,-13.57,1627.23,-12.1,36.32,0.49,119,5.0,66,1.0,51,4.0,2,0.0,55.46,-1.56,2025-07-06
451,-8,MarekP,1518.21,-6.78,1600.53,0.0,27.44,2.26,603,0.0,312,0.0,286,0.0,5,0.0,51.74,0.0,2025-05-25
452,4,Zathio,1518.14,-2.53,1599.73,3.71,27.19,2.08,460,2.0,251,2.0,204,0.0,5,0.0,54.57,0.2,2025-06-15
453,0,Donni,1517.96,-4.11,1588.68,3.13,23.57,2.41,642,3.0,358,3.0,280,0.0,4,0.0,55.76,0.2,2025-06-24
454,-4,sillysheep,1517.72,-5.14,1617.13,0.0,33.14,1.71,265,0.0,147,0.0,117,0.0,1,0.0,55.47,0.0,2025-03-17
455,-24,wartin,1517.46,-14.75,1600.06,-2.96,27.53,3.93,1121,3.0,547,1.0,566,2.0,8,0.0,48.8,-0.04,2025-07-04
-,-,homura,1517.09,-2.59,1706.45,0.0,63.12,0.86,45,0.0,29,0.0,16,0.0,0,0.0,64.44,0.0,2023-04-16
456,-2,spaceport,1516.9,-5.15,1618.69,0.0,33.93,1.72,175,0.0,104,0.0,69,0.0,2,0.0,59.43,0.0,2025-05-26
457,-9,kuzmich,1516.78,-7.15,1600.35,0.0,27.86,2.38,584,0.0,332,0.0,250,0.0,2,0.0,56.85,0.0,2025-05-06
-,-,Chungdiddly,1516.33,-2.99,1680.26,0.0,54.64,1.0,110,0.0,74,0.0,34,0.0,2,0.0,67.27,0.0,2022-01-30
458,-6,khyung,1516.11,-6.51,1601.44,0.0,28.44,2.17,630,0.0,332,0.0,291,0.0,7,0.0,52.7,0.0,2025-04-22
459,3,Mariac,1515.91,-2.72,1696.34,0.0,60.14,0.91,48,0.0,30,0.0,18,0.0,0,0.0,62.5,0.0,2024-12-15
-,-,Ondra,1515.27,-2.83,1688.95,0.0,57.89,0.94,90,0.0,49,0.0,39,0.0,2,0.0,54.44,0.0,2021-06-02
-,-,HavardG,1514.88,-4.95,1618.38,0.0,34.5,1.65,291,0.0,162,0.0,127,0.0,2,0.0,55.67,0.0,2024-07-01
460,4,Hysen,1514.86,-2.96,1605.51,1.47,30.22,1.48,213,5.0,129,3.0,84,2.0,0,0.0,60.56,-0.02,2025-07-07
461,-6,Kuter,1514.47,-7.02,1583.08,0.0,22.87,2.34,923,0.0,505,0.0,408,0.0,10,0.0,54.71,0.0,2025-05-29
-,-,dudzik,1514.28,-3.35,1661.6,0.0,49.1,1.12,168,0.0,90,0.0,78,0.0,0,0.0,53.57,0.0,2022-05-01
-,-,zc74560,1514.26,-1.41,1860.84,0.0,115.53,0.47,12,0.0,9,0.0,3,0.0,0,0.0,75.0,0.0,2022-02-01
462,1,Daemon3142,1513.7,-4.4,1581.94,2.58,22.75,2.33,1183,7.0,589,4.0,581,3.0,13,0.0,49.79,0.05,2025-06-29
463,-27,Sergeeeee,1513.56,-16.36,1584.77,-10.08,23.74,2.09,657,8.0,348,0.0,306,8.0,3,0.0,52.97,-0.65,2025-06-26
-,-,HollowKnight,1513.25,-3.24,1666.76,0.0,51.17,1.08,136,0.0,80,0.0,54,0.0,2,0.0,58.82,0.0,2023-06-06
-,-,ChinaWanping,1512.73,-2.36,1721.1,0.0,69.46,0.79,48,0.0,40,0.0,8,0.0,0,0.0,83.33,0.0,2021-09-05
464,-6,ZRoronoaZ,1512.57,-6.62,1596.66,0.0,28.03,2.21,516,0.0,286,0.0,225,0.0,5,0.0,55.43,0.0,2025-03-25
465,-8,TribunX,1512.06,-8.28,1579.91,-1.84,22.62,2.15,866,5.0,468,2.0,389,3.0,9,0.0,54.04,-0.08,2025-07-01
466,-1,Alistxi,1511.98,-4.23,1634.13,0.0,40.72,1.41,149,0.0,83,0.0,66,0.0,0,0.0,55.7,0.0,2024-11-25
-,-,ttaf,1511.83,-1.93,1766.75,0.0,84.97,0.64,42,0.0,36,0.0,6,0.0,0,0.0,85.71,0.0,2023-01-29
-,-,colonize_N,1511.75,-2.41,1714.79,0.0,67.68,0.8,78,0.0,55,0.0,23,0.0,0,0.0,70.51,0.0,2020-12-06
-,-,Alpha775,1511.29,-1.3,1888.71,0.0,125.81,0.43,12,0.0,10,0.0,2,0.0,0,0.0,83.33,0.0,2022-02-01
-,-,laozhang,1510.83,-4.8,1627.22,0.0,38.79,1.6,277,0.0,131,0.0,139,0.0,7,0.0,47.29,0.0,2023-11-15
-,-,Saerleon,1510.82,-3.17,1667.54,0.0,52.24,1.06,210,0.0,112,0.0,97,0.0,1,0.0,53.33,0.0,2021-04-25
467,20,rabalder,1510.8,4.49,1601.84,9.02,30.35,1.51,249,3.0,141,3.0,106,0.0,2,0.0,56.63,0.53,2025-06-26
468,-7,Zaij,1510.2,-8.66,1588.38,0.0,26.06,2.89,834,0.0,433,0.0,397,0.0,4,0.0,51.92,0.0,2025-05-31
