Rank,Rank Δ,Player,Code,C Rating,C Rating Δ,Rating,Rating Δ,RD,RD Δ,Opps,Opps Δ,Ws,Ws Δ,Ls,Ls Δ,Ds,Ds Δ,W%,W% Δ,Last Played,Title,Leaderboard Rank
1114,new,Skatanic,-,1002.68,552.68,1489.9,-10.1,162.41,162.41,6,6.0,4,4.0,2,2.0,0,0.0,66.67,66.67,2025-01-29,-,-
1115,-281,samgreco,JP,1002.47,-51.86,1364.2,-108.94,120.58,-19.03,13,4.0,4,0.0,9,4.0,0,0.0,30.77,-13.67,2025-02-06,-,820.0
1116,-242,Bonobours,FR,1002.28,-1.9,1260.06,0.0,85.92,0.63,24,0.0,6,0.0,18,0.0,0,0.0,25.0,0.0,2024-10-01,-,1178.0
-,-,LadyWhale,-,1001.26,-1.29,1380.62,0.0,126.45,0.43,14,0.0,4,0.0,10,0.0,0,0.0,28.57,0.0,2023-03-01,-,-
-,-,AoR,-,1000.5,-0.93,1525.93,0.0,175.14,0.31,7,0.0,4,0.0,3,0.0,0,0.0,57.14,0.0,2023-01-15,-,-
-,-,salmonpizza,-,999.89,-1.05,1467.69,0.0,155.93,0.35,8,0.0,3,0.0,5,0.0,0,0.0,37.5,0.0,2022-01-01,-,-
-,-,Rugan,-,999.89,-1.05,1467.69,0.0,155.93,0.35,8,0.0,3,0.0,5,0.0,0,0.0,37.5,0.0,2022-01-01,-,-
1117,unretired,monsieurt,-,999.66,244.33,1402.69,136.87,134.34,-35.82,11,5.0,5,3.0,6,2.0,0,0.0,45.45,12.12,2025-01-29,-,1060.0
1118,unretired,JakubZGandalfova,-,998.06,250.65,1360.71,111.46,120.88,-46.4,12,6.0,4,3.0,8,3.0,0,0.0,33.33,16.66,2025-02-01,-,1060.0
1119,-166,Caracalla,-,997.49,108.54,1245.29,63.72,82.6,-14.94,27,10.0,8,4.0,19,6.0,0,0.0,29.63,6.1,2025-02-17,-,592.0
1120,new,sbaro,-,997.48,547.48,1502.5,2.5,168.34,168.34,6,6.0,3,3.0,3,3.0,0,0.0,50.0,50.0,2025-02-04,-,-
-,-,Hellomruppercut,-,996.87,-0.93,1524.04,0.0,175.73,0.31,7,0.0,4,0.0,3,0.0,0,0.0,57.14,0.0,2023-01-15,-,-
-,-,kwarrend,US,996.05,-0.95,1510.9,0.0,171.62,0.32,6,0.0,3,0.0,3,0.0,0,0.0,50.0,0.0,2023-03-01,-,-
-,-,Adrianucho,-,995.41,-1.0,1485.21,0.0,163.27,0.33,6,0.0,3,0.0,3,0.0,0,0.0,50.0,0.0,2024-02-23,-,1060.0
1121,unretired,Bruce.Twarze,-,995.12,73.28,1361.5,-74.23,122.13,-49.17,12,6.0,5,2.0,7,4.0,0,0.0,41.67,-8.33,2025-02-03,-,1060.0
1122,-188,SnowGolem,-,995.04,78.17,1240.74,34.73,81.9,-14.48,32,10.0,9,4.0,23,6.0,0,0.0,28.12,5.39,2025-02-15,-,597.0
1123,new,figs,-,994.75,544.75,1464.92,-35.08,156.72,156.72,6,6.0,3,3.0,3,3.0,0,0.0,50.0,50.0,2025-01-31,-,-
1124,new,DDD_D,-,994.6,544.6,1442.13,-57.87,149.18,149.18,6,6.0,2,2.0,4,4.0,0,0.0,33.33,33.33,2025-01-27,-,-
1125,-245,KrolKarol,-,994.42,-0.94,1513.77,0.0,173.12,0.31,6,0.0,3,0.0,3,0.0,0,0.0,50.0,0.0,2024-04-04,-,806.0
1126,new,SunTiger,-,994.28,544.28,1451.41,-48.59,152.38,152.38,6,6.0,3,3.0,3,3.0,0,0.0,50.0,50.0,2025-01-27,-,-
1127,-227,Amarok,-,994.01,20.53,1240.68,0.31,82.22,-6.74,34,6.0,8,1.0,26,5.0,0,0.0,23.53,-1.47,2025-02-03,-,866.0
-,-,majortom111,-,993.97,-1.23,1392.43,0.0,132.82,0.41,9,0.0,3,0.0,6,0.0,0,0.0,33.33,0.0,2023-07-15,-,1362.0
-,-,tbat,-,993.65,-0.93,1521.16,0.0,175.83,0.31,6,0.0,3,0.0,3,0.0,0,0.0,50.0,0.0,2023-03-01,G,-
-,-,Bullya,-,992.9,-1.1,1436.38,0.0,147.83,0.37,9,0.0,4,0.0,5,0.0,0,0.0,44.44,0.0,2023-06-12,-,-
1128,new,extrmn8r,-,992.6,542.6,1553.28,53.28,186.89,186.89,3,3.0,2,2.0,1,1.0,0,0.0,66.67,66.67,2024-12-11,-,-
1129,-250,FabioMP,-,992.2,-3.31,1142.69,0.0,50.16,1.1,83,0.0,23,0.0,60,0.0,0,0.0,27.71,0.0,2024-08-11,-,1022.0
1130,-247,zalarg,-,991.19,-1.46,1327.47,0.0,112.09,0.49,13,0.0,5,0.0,8,0.0,0,0.0,38.46,0.0,2024-08-11,-,375.0
1131,new,Rzheng4,-,990.16,540.16,1437.24,-62.76,149.03,149.03,6,6.0,3,3.0,3,3.0,0,0.0,50.0,50.0,2025-01-31,-,-
1132,-246,rslyzc,-,988.6,-1.14,1418.97,0.0,143.46,0.38,9,0.0,4,0.0,5,0.0,0,0.0,44.44,0.0,2024-04-04,-,885.0
-,-,PierrotLeFoul,-,987.86,-0.71,1678.82,0.0,230.32,0.24,2,0.0,2,0.0,0,0.0,0,0.0,100.0,0.0,2023-04-02,-,-
1133,-246,meleke,-,987.45,-1.15,1414.02,0.0,142.19,0.38,9,0.0,3,0.0,6,0.0,0,0.0,33.33,0.0,2024-04-04,-,777.0
-,-,Ramoneror,-,987.2,-1.06,1450.79,0.0,154.53,0.35,8,0.0,3,0.0,5,0.0,0,0.0,37.5,0.0,2022-01-01,-,-
1134,-249,Dunketelin,-,986.84,-3.97,1127.24,-6.86,46.8,-0.96,103,10.0,23,1.0,79,9.0,1,0.0,22.33,-1.33,2025-02-15,-,721.0
1135,-246,Ian357,-,986.75,-1.0,1478.44,0.0,163.9,0.33,5,0.0,2,0.0,3,0.0,0,0.0,40.0,0.0,2024-04-04,-,885.0
-,-,Arius,-,985.4,-1.22,1387.34,0.0,133.98,0.41,13,0.0,4,0.0,9,0.0,0,0.0,30.77,0.0,2024-02-23,-,950.0
1136,-209,Exile,-,985.31,55.77,1218.83,8.66,77.84,-15.7,31,12.0,10,4.0,21,8.0,0,0.0,32.26,0.68,2025-02-15,-,623.0
-,-,Galten,-,985.26,-0.95,1502.54,0.0,172.43,0.32,6,0.0,3,0.0,3,0.0,0,0.0,50.0,0.0,2024-02-23,-,1060.0
1137,-246,DocFleischmann,-,985.16,-1.01,1468.87,0.0,161.24,0.34,6,0.0,2,0.0,4,0.0,0,0.0,33.33,0.0,2024-04-04,-,885.0
1138,-245,Pastiness,-,983.0,-1.0,1472.41,0.0,163.14,0.33,6,0.0,3,0.0,3,0.0,0,0.0,50.0,0.0,2024-04-04,-,950.0
1139,new,srapi,-,982.21,532.21,1501.27,1.27,173.02,173.02,4,4.0,2,2.0,2,2.0,0,0.0,50.0,50.0,2025-01-26,-,-
1140,-224,alcardonac,-,981.92,31.92,1206.6,-1.3,74.9,-11.07,35,7.0,8,2.0,27,5.0,0,0.0,22.86,1.43,2025-02-10,-,1338.0
1141,-239,Tenebrane,-,981.44,10.17,1277.62,-49.56,98.73,-19.91,21,6.0,7,1.0,14,5.0,0,0.0,33.33,-6.67,2025-02-03,-,939.0
1142,new,Urist,-,981.43,531.43,1434.33,-65.67,150.96,150.96,6,6.0,3,3.0,3,3.0,0,0.0,50.0,50.0,2025-01-31,-,-
1143,-248,Petardillo,-,979.32,-1.18,1394.46,0.0,138.38,0.39,9,0.0,4,0.0,5,0.0,0,0.0,44.44,0.0,2024-04-04,-,820.0
1144,-260,JS619,US,979.0,-13.55,1116.46,-18.36,45.82,-1.6,102,12.0,23,1.0,75,11.0,4,0.0,22.55,-1.89,2025-02-15,-,1203.0
-,-,Chixx,SE,978.81,-0.94,1501.28,0.0,174.16,0.31,6,0.0,3,0.0,3,0.0,0,0.0,50.0,0.0,2023-03-01,-,-
-,-,Saucisse,-,978.53,-1.91,1237.37,0.0,86.28,0.64,30,0.0,9,0.0,20,0.0,1,0.0,30.0,0.0,2023-11-15,-,-
-,-,Louaym,-,977.61,-0.94,1499.28,0.0,173.89,0.31,6,0.0,3,0.0,3,0.0,0,0.0,50.0,0.0,2023-03-01,G,-
-,-,Redder,-,977.29,-0.92,1510.31,0.0,177.67,0.31,7,0.0,3,0.0,4,0.0,0,0.0,42.86,0.0,2023-01-15,-,-
1145,-249,Dvd75,IT,976.44,-1.12,1412.99,0.0,145.52,0.37,8,0.0,3,0.0,5,0.0,0,0.0,37.5,0.0,2024-04-04,-,535.0
1146,new,fridaK,-,976.38,526.38,1473.73,-26.27,165.78,165.78,6,6.0,4,4.0,2,2.0,0,0.0,66.67,66.67,2025-01-30,-,-
1147,-145,Crs,GB,975.84,275.75,1386.38,184.16,136.85,-30.53,12,4.0,4,3.0,8,1.0,0,0.0,33.33,20.83,2025-01-27,-,552.0
1148,-251,marizee412,PH,975.15,-2.15,1203.1,0.0,75.98,0.72,37,0.0,10,0.0,27,0.0,0,0.0,27.03,0.0,2024-10-31,-,690.0
1149,new,OM_Para,-,974.65,524.65,1459.16,-40.84,161.5,161.5,6,6.0,3,3.0,3,3.0,0,0.0,50.0,50.0,2025-02-03,-,1264.0
1150,-241,Die12,IT,974.54,12.83,1308.99,-49.25,111.48,-20.69,19,6.0,5,1.0,14,5.0,0,0.0,26.32,-4.45,2025-02-06,-,276.0
1151,-253,fli_pao,-,973.12,-1.53,1265.45,-44.82,97.44,-14.43,18,6.0,4,1.0,14,5.0,0,0.0,22.22,-2.78,2025-01-29,-,604.0
1152,-253,likkle1,GB,972.79,-1.17,1392.45,0.0,139.89,0.39,9,0.0,4,0.0,5,0.0,0,0.0,44.44,0.0,2024-04-04,-,885.0
-,-,MetaWiz,-,971.29,-1.16,1394.46,0.0,141.05,0.39,11,0.0,3,0.0,7,0.0,1,0.0,27.27,0.0,2023-01-15,-,-
1153,-228,Batallon,-,970.82,39.12,1141.66,32.98,56.95,-2.05,57,7.0,15,3.0,42,4.0,0,0.0,26.32,2.32,2025-02-12,-,1000.0
-,-,J.J.,-,969.31,-0.63,1747.32,0.0,259.34,0.21,2,0.0,2,0.0,0,0.0,0,0.0,100.0,0.0,2018-02-18,-,-
1154,new,Limubai,-,966.48,516.48,1397.81,-102.19,143.78,143.78,6,6.0,2,2.0,4,4.0,0,0.0,33.33,33.33,2025-02-03,-,-
-,-,plaZer,-,966.4,-0.72,1648.17,0.0,227.26,0.24,3,0.0,2,0.0,1,0.0,0,0.0,66.67,0.0,2023-01-15,-,-
-,-,RudyRunner666,IT,965.69,-1.12,1401.39,0.0,145.24,0.37,10,0.0,4,0.0,6,0.0,0,0.0,40.0,0.0,2023-03-01,G,816.0
-,-,DaveBG,-,965.57,-1.03,1440.07,0.0,158.17,0.34,8,0.0,2,0.0,5,0.0,1,0.0,25.0,0.0,2022-01-01,-,-
-,-,IsleOfDick,-,963.08,-0.96,1473.79,0.0,170.24,0.32,6,0.0,2,0.0,2,0.0,2,0.0,33.33,0.0,2024-02-23,-,1060.0
1155,unretired,Holtykins,GB,961.55,38.39,1357.39,-34.83,131.95,-24.41,11,3.0,4,1.0,7,2.0,0,0.0,36.36,-1.14,2024-12-10,-,1060.0
1156,unretired,Jakuu,-,961.5,64.27,1331.28,-78.34,123.26,-47.53,12,6.0,3,1.0,9,5.0,0,0.0,25.0,-8.33,2025-02-05,-,1060.0
1157,new,Entername,-,961.36,511.36,1421.42,-78.58,153.35,153.35,6,6.0,2,2.0,4,4.0,0,0.0,33.33,33.33,2025-02-05,-,-
1158,unretired,Friedthelt,-,960.87,269.69,1411.7,44.35,150.28,-75.11,9,6.0,4,3.0,5,3.0,0,0.0,44.44,11.11,2025-02-07,-,1279.0
1159,-251,fraction,-,960.72,-1.44,1303.08,0.0,114.12,0.48,17,0.0,5,0.0,12,0.0,0,0.0,29.41,0.0,2024-08-11,-,809.0
1160,new,hsss,-,960.07,510.07,1452.61,-47.39,164.18,164.18,6,6.0,3,3.0,3,3.0,0,0.0,50.0,50.0,2025-02-01,-,-
1161,-251,Lennart,-,959.94,-1.08,1411.45,0.0,150.5,0.36,8,0.0,2,0.0,6,0.0,0,0.0,25.0,0.0,2024-04-04,-,885.0
1162,-220,Martin2021,-,959.13,56.45,1257.15,30.72,99.34,-8.58,21,6.0,6,2.0,15,4.0,0,0.0,28.57,1.9,2025-02-06,-,772.0
1163,new,Dread_84,-,958.76,508.76,1438.79,-61.21,160.01,160.01,6,6.0,2,2.0,4,4.0,0,0.0,33.33,33.33,2025-01-30,-,-
1164,-196,Atomtomate,DE,958.47,110.32,1211.83,34.23,84.46,-25.37,27,13.0,9,4.0,18,9.0,0,0.0,33.33,-2.38,2025-02-19,-,1391.0
1165,new,Jbob2626,-,958.16,508.16,1436.68,-63.32,159.51,159.51,6,6.0,3,3.0,3,3.0,0,0.0,50.0,50.0,2025-01-31,-,-
-,-,Eatoreded,-,957.47,-0.93,1482.3,0.0,174.94,0.31,6,0.0,3,0.0,3,0.0,0,0.0,50.0,0.0,2023-03-01,-,-
1166,unretired,Oyvind,-,957.27,160.88,1344.0,53.83,128.91,-35.68,11,5.0,4,2.0,7,3.0,0,0.0,36.36,3.03,2025-02-05,-,1060.0
-,-,Pablito,-,955.33,-0.75,1611.4,0.0,218.69,0.25,3,0.0,2,0.0,1,0.0,0,0.0,66.67,0.0,2023-01-15,-,-
-,-,jjk,-,954.62,-1.19,1365.67,0.0,137.02,0.4,11,0.0,3,0.0,8,0.0,0,0.0,27.27,0.0,2023-01-15,-,-
1167,-275,szyszuniawiesz,-,953.53,-32.21,1175.34,-52.27,73.93,-6.69,38,5.0,9,0.0,28,5.0,1,0.0,23.68,-3.59,2025-01-28,-,998.0
1168,new,deandedean,-,951.22,501.22,1400.02,-99.98,149.6,149.6,6,6.0,2,2.0,4,4.0,0,0.0,33.33,33.33,2025-02-01,-,-
1169,-221,DBaker17,-,950.39,53.1,1133.61,34.34,61.07,-6.25,58,12.0,17,4.0,41,8.0,0,0.0,29.31,1.05,2025-02-24,-,939.0
1170,new,Malekith,-,949.98,499.98,1382.8,-117.2,144.27,144.27,6,6.0,2,2.0,4,4.0,0,0.0,33.33,33.33,2025-02-02,-,-
-,-,_pupu_,-,949.67,-0.91,1485.0,0.0,178.44,0.3,6,0.0,3,0.0,3,0.0,0,0.0,50.0,0.0,2023-03-01,-,-
1171,unretired,thomas.h.hoff,NO,949.27,74.43,1335.51,-57.74,128.74,-44.06,10,4.0,3,1.0,7,3.0,0,0.0,30.0,-3.33,2025-02-02,-,586.0
1172,new,colepiechotta,-,949.2,499.2,1472.1,-27.9,174.3,174.3,5,5.0,2,2.0,3,3.0,0,0.0,40.0,40.0,2025-02-18,-,-
1173,new,ElTanque35,IT,947.53,497.53,1620.49,120.49,224.32,224.32,3,3.0,2,2.0,1,1.0,0,0.0,66.67,66.67,2024-12-08,-,713.0
1174,-256,wejejeei,-,946.78,-1.11,1386.78,0.0,146.67,0.37,15,0.0,4,0.0,11,0.0,0,0.0,26.67,0.0,2024-04-04,-,885.0
-,-,venansula,-,946.78,-2.25,1164.79,0.0,72.67,0.75,47,0.0,12,0.0,35,0.0,0,0.0,25.53,0.0,2023-12-03,-,-
1175,-256,Skarsh,-,946.03,-1.16,1367.02,0.0,140.33,0.39,9,0.0,3,0.0,6,0.0,0,0.0,33.33,0.0,2024-04-04,-,950.0
-,-,funpaul66,-,944.93,-1.14,1375.01,0.0,143.36,0.38,11,0.0,3,0.0,8,0.0,0,0.0,27.27,0.0,2023-01-15,-,-
1176,unretired,Korsus,IT,944.53,97.42,1303.1,-38.01,119.53,-45.14,12,6.0,4,2.0,8,4.0,0,0.0,33.33,0.0,2025-02-04,-,1050.0
1177,new,S.C.U.D.,-,944.22,494.22,1446.35,-53.65,167.38,167.38,5,5.0,3,3.0,2,2.0,0,0.0,60.0,60.0,2025-02-09,-,-
1178,new,Devran,TR,944.18,494.18,1528.72,28.72,194.85,194.85,3,3.0,2,2.0,1,1.0,0,0.0,66.67,66.67,2024-12-19,-,-
-,-,KKluigi,-,943.15,-0.95,1457.67,0.0,171.51,0.32,7,0.0,3,0.0,4,0.0,0,0.0,42.86,0.0,2023-01-15,-,1269.0
1179,new,quartersmostly,-,942.4,492.4,1386.62,-113.38,148.07,148.07,6,6.0,2,2.0,4,4.0,0,0.0,33.33,33.33,2025-01-24,-,-
1180,-215,IngussTT,LV,941.91,88.69,1278.87,-10.52,112.32,-33.07,14,6.0,4,2.0,10,4.0,0,0.0,28.57,3.57,2025-02-01,-,950.0
1181,-266,Sopelek,-,941.53,-13.21,1103.32,-23.18,53.93,-3.32,71,13.0,14,1.0,57,12.0,0,0.0,19.72,-2.69,2025-02-10,-,1271.0
1182,-239,SullyWully,-,940.99,38.45,1161.42,-10.16,73.48,-16.2,35,13.0,10,3.0,25,10.0,0,0.0,28.57,-3.25,2025-02-13,-,874.0
-,-,TheMorat,-,940.32,-0.92,1470.83,0.0,176.84,0.31,6,0.0,2,0.0,4,0.0,0,0.0,33.33,0.0,2023-03-01,-,-
-,-,Judiot,-,940.18,-0.97,1444.22,0.0,168.01,0.32,6,0.0,2,0.0,4,0.0,0,0.0,33.33,0.0,2024-02-23,-,1060.0
1183,new,Olympia,-,939.95,489.95,1445.16,-54.84,168.4,168.4,5,5.0,2,2.0,3,3.0,0,0.0,40.0,40.0,2025-02-05,-,-
1184,new,runningnemo,-,939.41,489.41,1411.08,-88.92,157.22,157.22,6,6.0,3,3.0,3,3.0,0,0.0,50.0,50.0,2025-01-31,-,1191.0
-,-,Sheik-Yerbouti,-,938.98,-0.96,1448.18,0.0,169.73,0.32,6,0.0,2,0.0,4,0.0,0,0.0,33.33,0.0,2023-03-01,-,-
1185,unretired,Broens,-,938.88,241.39,1349.65,17.18,136.92,-74.74,10,6.0,3,2.0,7,4.0,0,0.0,30.0,5.0,2025-02-09,-,-
-,-,Gbro,-,938.84,-0.93,1464.12,0.0,175.09,0.31,6,0.0,3,0.0,3,0.0,0,0.0,50.0,0.0,2023-03-01,G,-
1186,new,ouTlier,-,938.28,488.28,1541.41,41.41,201.04,201.04,3,3.0,2,2.0,1,1.0,0,0.0,66.67,66.67,2024-12-16,-,-
1187,new,Chroso,-,937.93,487.93,1401.75,-98.25,154.61,154.61,6,6.0,2,2.0,4,4.0,0,0.0,33.33,33.33,2025-01-30,-,-
1188,new,Gelsomiina,-,937.08,487.08,1557.14,57.14,206.69,206.69,3,3.0,2,2.0,1,1.0,0,0.0,66.67,66.67,2024-12-13,-,-
1189,-266,jerre8,-,936.68,-1.12,1372.47,0.0,145.26,0.37,9,0.0,4,0.0,5,0.0,0,0.0,44.44,0.0,2024-04-04,-,885.0
1190,-231,Biggi86,-,936.32,66.67,1166.33,17.58,76.67,-16.36,31,13.0,8,4.0,23,9.0,0,0.0,25.81,3.59,2025-02-18,-,678.0
