Rank,Rank Δ,Player,C Rating,C Rating Δ,Rating,Rating Δ,RD,RD Δ,Opps,Opps Δ,Ws,Ws Δ,Ls,Ls Δ,Ds,Ds Δ,W%,W% Δ,Last Played
928,-103,Caracalla,1256.36,-7.46,1357.48,-8.71,33.71,-0.42,176,6.0,73,0.0,103,6.0,0,0.0,41.48,-1.46,2024-12-03
929,-89,Ferguse72,1256.15,0.0,1543.74,0.0,95.86,0.0,18,0.0,12,0.0,6,0.0,0,0.0,66.67,0.0,2024-04-04
-,-,Yuit,1256.11,0.0,1439.34,0.0,61.07,0.0,60,0.0,29,0.0,30,0.0,1,0.0,48.33,0.0,2023-02-05
930,unretired,CainsAngel,1255.74,248.07,1587.49,36.3,110.58,-70.59,14,8.0,8,4.0,6,4.0,0,0.0,57.14,-9.53,2025-01-26
931,-348,Xxyu,1255.21,-116.99,1491.91,-186.56,78.9,-23.19,28,10.0,14,1.0,12,8.0,2,1.0,50.0,-22.22,2025-01-22
932,-88,HolyOutlaw,1254.96,1.19,1343.29,-2.47,29.44,-1.22,342,16.0,124,4.0,214,12.0,4,0.0,36.26,-0.55,2025-02-16
933,34,gego,1254.81,58.76,1417.58,47.87,54.25,-3.63,56,8.0,28,6.0,28,2.0,0,0.0,50.0,4.17,2025-01-17
934,-48,javimb89,1254.31,12.28,1342.44,6.91,29.38,-1.79,242,18.0,94,9.0,147,9.0,1,0.0,38.84,0.89,2025-02-03
935,-109,NovusIgnis,1254.21,-8.51,1347.29,-12.57,31.03,-1.35,250,12.0,96,3.0,153,9.0,1,0.0,38.4,-0.68,2025-01-17
936,-90,Ragnard,1254.09,0.84,1362.67,-0.99,36.2,-0.61,274,6.0,111,1.0,158,5.0,5,0.0,40.51,-0.53,2025-01-28
937,23,Enas,1254.05,55.73,1511.06,7.08,85.67,-16.22,24,6.0,11,2.0,13,4.0,0,0.0,45.83,-4.17,2025-01-21
938,-95,Scurvydraco,1253.79,0.0,1425.13,0.0,57.11,0.0,48,0.0,19,0.0,29,0.0,0,0.0,39.58,0.0,2024-04-28
939,-89,methak,1253.47,0.84,1372.92,-6.43,39.82,-2.42,118,12.0,46,5.0,72,7.0,0,0.0,38.98,0.3,2025-02-04
940,-95,Covid_19,1253.44,0.0,1487.2,0.0,77.92,0.0,24,0.0,13,0.0,11,0.0,0,0.0,54.17,0.0,2024-04-04
941,354,BuWu,1253.34,408.85,1563.09,71.94,103.25,-112.3,14,12.0,7,6.0,7,6.0,0,0.0,50.0,0.0,2025-01-26
942,-88,Claudius74,1253.3,1.43,1332.85,-1.28,26.52,-0.9,418,14.0,157,5.0,259,9.0,2,0.0,37.56,-0.06,2025-02-09
943,-61,bambi4,1253.28,9.27,1353.87,1.06,33.53,-2.74,170,22.0,71,11.0,98,11.0,1,0.0,41.76,1.22,2025-02-04
944,-97,1977dragon,1253.16,0.0,1438.98,0.0,61.94,0.0,38,0.0,17,0.0,21,0.0,0,0.0,44.74,0.0,2024-09-04
945,-96,ssacz,1252.88,0.0,1393.32,0.0,46.81,0.0,84,0.0,38,0.0,46,0.0,0,0.0,45.24,0.0,2024-04-04
-,-,Hendra,1252.29,0.0,1381.23,0.0,42.98,0.0,168,0.0,70,0.0,97,0.0,1,0.0,41.67,0.0,2023-12-03
946,-10,MaxBoomer,1252.04,34.98,1386.23,28.19,44.73,-2.26,90,6.0,41,5.0,49,1.0,0,0.0,45.56,2.7,2025-02-03
947,-94,layze23,1251.88,0.0,1413.26,0.0,53.79,0.0,76,0.0,30,0.0,45,0.0,1,0.0,39.47,0.0,2024-06-16
948,-115,Vinny6060,1251.85,-5.83,1380.89,-11.54,43.01,-1.9,114,6.0,48,2.0,66,4.0,0,0.0,42.11,-0.48,2025-01-19
949,-93,stripe999,1251.65,0.0,1371.29,0.0,39.88,0.0,210,0.0,87,0.0,121,0.0,2,0.0,41.43,0.0,2024-04-04
-,-,Jinster99,1251.46,0.0,1510.37,0.0,86.3,0.0,36,0.0,18,0.0,18,0.0,0,0.0,50.0,0.0,2020-12-02
-,-,GoguGeologul,1251.42,0.0,1453.26,0.0,67.28,0.0,44,0.0,23,0.0,21,0.0,0,0.0,52.27,0.0,2023-09-03
-,-,Adrian-2909,1251.15,0.0,1725.8,0.0,158.21,0.0,6,0.0,6,0.0,0,0.0,0,0.0,100.0,0.0,2022-03-06
950,-46,Mensha,1251.11,18.69,1506.57,-32.48,85.15,-17.06,24,8.0,12,4.0,12,4.0,0,0.0,50.0,0.0,2025-01-25
951,-67,Jume,1250.68,8.33,1361.93,-1.28,37.08,-3.2,128,18.0,47,7.0,78,10.0,3,1.0,36.72,0.36,2025-02-03
952,-1,MechJayTi2,1250.48,47.38,1511.98,-5.96,87.17,-17.78,24,6.0,12,2.0,12,4.0,0,0.0,50.0,-5.56,2025-01-24
953,-50,MeteorisVulcanus,1250.02,16.59,1383.4,6.46,44.46,-3.38,84,12.0,36,5.0,48,7.0,0,0.0,42.86,-0.2,2025-01-27
-,-,Hellomruppercut,1249.99,0.0,1394.65,0.0,48.22,0.0,136,0.0,59,0.0,77,0.0,0,0.0,43.38,0.0,2023-01-15
954,-102,The_Law,1249.81,-2.24,1334.53,-7.02,28.24,-1.59,366,22.0,139,7.0,225,14.0,2,1.0,37.98,-0.39,2025-02-13
955,-94,Nacarato,1249.63,0.68,1374.79,-2.94,41.72,-1.21,204,6.0,61,1.0,143,5.0,0,0.0,29.9,-0.4,2025-02-03
-,-,chrislear,1249.14,0.0,1661.34,0.0,137.4,0.0,8,0.0,6,0.0,2,0.0,0,0.0,75.0,0.0,2023-01-22
956,-94,Valec,1248.66,0.0,1460.73,0.0,70.69,0.0,36,0.0,19,0.0,17,0.0,0,0.0,52.78,0.0,2024-09-04
957,-94,Hokingfai,1248.58,0.0,1393.81,0.0,48.41,0.0,102,0.0,40,0.0,61,0.0,1,0.0,39.22,0.0,2024-03-17
958,-99,Crs,1248.57,-0.63,1331.45,-3.95,27.63,-1.11,420,16.0,158,5.0,261,11.0,1,0.0,37.62,-0.25,2025-02-02
-,-,Riences,1248.26,0.0,1477.12,0.0,76.29,0.0,48,0.0,25,0.0,22,0.0,1,0.0,52.08,0.0,2021-12-05
959,-94,Gardir,1248.01,0.0,1378.76,0.0,43.58,0.0,196,0.0,79,0.0,114,0.0,3,0.0,40.31,0.0,2024-04-04
-,-,Gwindor,1247.38,0.0,1443.91,0.0,65.51,0.0,48,0.0,21,0.0,27,0.0,0,0.0,43.75,0.0,2023-12-03
-,-,PopoHappy,1247.22,0.0,1530.49,0.0,94.42,0.0,24,0.0,15,0.0,9,0.0,0,0.0,62.5,0.0,2021-09-05
-,-,AsukaBlank,1247.02,0.0,1496.55,0.0,83.18,0.0,30,0.0,17,0.0,11,0.0,2,0.0,56.67,0.0,2023-01-15
960,-190,erlikhan,1246.89,-45.87,1496.78,-94.08,83.3,-16.07,24,6.0,11,0.0,13,6.0,0,0.0,45.83,-15.28,2025-01-26
-,-,hinghenry,1246.49,0.0,1631.17,0.0,128.23,0.0,12,0.0,7,0.0,5,0.0,0,0.0,58.33,0.0,2020-09-06
961,-72,Sirovec,1246.2,4.82,1344.6,-1.66,32.8,-2.16,230,18.0,90,7.0,140,11.0,0,0.0,39.13,-0.02,2025-01-29
962,-77,monkeyml,1246.19,4.15,1371.29,-5.06,41.7,-3.07,154,10.0,70,4.0,80,6.0,4,0.0,45.45,-0.38,2025-01-29
963,175,StarLakeGuy,1245.93,165.68,1622.11,-89.77,125.39,-85.15,8,6.0,5,3.0,3,3.0,0,0.0,62.5,-37.5,2025-01-23
-,-,snowcrush,1245.53,0.0,1406.87,0.0,53.78,0.0,108,0.0,43,0.0,63,0.0,2,0.0,39.81,0.0,2022-10-30
964,458,Skatanic,1245.38,732.57,1570.46,370.38,108.36,-120.73,12,10.0,8,8.0,4,2.0,0,0.0,66.67,66.67,2025-01-22
965,new,mugumagu,1244.06,794.06,1560.42,60.42,105.45,105.45,12,12.0,6,6.0,6,6.0,0,0.0,50.0,50.0,2025-01-20
966,-86,SaMatra,1244.03,0.0,1498.61,0.0,84.86,0.0,24,0.0,8,0.0,15,0.0,1,0.0,33.33,0.0,2024-04-04
-,-,Cuna_General,1243.85,0.0,1631.42,0.0,129.19,0.0,12,0.0,8,0.0,4,0.0,0,0.0,66.67,0.0,2020-12-02
-,-,midr,1243.7,0.0,1693.13,0.0,149.81,0.0,6,0.0,4,0.0,2,0.0,0,0.0,66.67,0.0,2024-02-23
967,22,Frygian,1243.03,56.58,1423.75,17.26,60.24,-13.11,48,14.0,23,6.0,25,8.0,0,0.0,47.92,-2.08,2025-01-20
968,58,PacoHolliday,1242.44,80.78,1372.25,68.51,43.27,-4.09,100,16.0,40,13.0,57,3.0,3,0.0,40.0,7.86,2025-01-18
969,-55,Jived,1242.08,12.25,1417.03,-0.65,58.32,-4.3,50,6.0,27,4.0,23,2.0,0,0.0,54.0,1.73,2025-01-18
970,-82,alibengoeroe,1241.63,0.0,1438.53,0.0,65.64,0.0,50,0.0,19,0.0,31,0.0,0,0.0,38.0,0.0,2024-04-04
-,-,josqvin,1241.28,0.0,1518.18,0.0,92.3,0.0,34,0.0,19,0.0,13,0.0,2,0.0,55.88,0.0,2020-04-08
971,-94,FunkcniPC,1240.5,-3.84,1472.79,-42.75,77.43,-12.97,30,8.0,13,1.0,17,7.0,0,0.0,43.33,-11.22,2025-01-20
-,-,fygarslayer,1240.49,0.0,1453.43,0.0,70.98,0.0,48,0.0,24,0.0,23,0.0,1,0.0,50.0,0.0,2021-03-02
-,-,Stevenlan90,1240.35,0.0,1434.25,0.0,64.63,0.0,72,0.0,33,0.0,38,0.0,1,0.0,45.83,0.0,2024-02-23
-,-,SuwalaT,1240.05,0.0,1387.54,0.0,49.16,0.0,168,0.0,63,0.0,102,0.0,3,0.0,37.5,0.0,2023-09-03
972,93,ouTlier,1239.15,99.82,1683.88,29.28,148.24,-23.51,6,2.0,5,2.0,1,0.0,0,0.0,83.33,8.33,2024-12-02
973,-80,DonStino,1239.14,0.0,1330.52,0.0,30.46,0.0,314,0.0,111,0.0,202,0.0,1,0.0,35.35,0.0,2024-10-01
-,-,Weston,1239.13,0.0,1467.25,0.0,76.04,0.0,48,0.0,25,0.0,23,0.0,0,0.0,52.08,0.0,2021-01-24
-,-,KKluigi,1238.4,0.0,1357.63,0.0,39.74,0.0,204,0.0,81,0.0,119,0.0,4,0.0,39.71,0.0,2024-01-28
-,-,lukewong,1238.36,0.0,1431.37,0.0,64.33,0.0,54,0.0,23,0.0,30,0.0,1,0.0,42.59,0.0,2022-05-01
-,-,Adam-Collett,1238.16,0.0,1512.79,0.0,91.54,0.0,24,0.0,15,0.0,9,0.0,0,0.0,62.5,0.0,2022-01-30
-,-,Don_B,1237.52,0.0,1748.88,0.0,170.45,0.0,6,0.0,6,0.0,0,0.0,0,0.0,100.0,0.0,2021-06-02
974,135,Andreyko2003,1237.46,132.51,1468.75,90.66,77.1,-13.95,26,8.0,10,5.0,15,2.0,1,1.0,38.46,10.68,2025-01-28
975,-77,DeNnY0810,1237.32,0.0,1375.96,0.0,46.21,0.0,94,0.0,41,0.0,51,0.0,2,0.0,43.62,0.0,2024-03-17
-,-,icarium_jag,1237.11,0.0,1461.8,0.0,74.9,0.0,42,0.0,21,0.0,20,0.0,1,0.0,50.0,0.0,2021-12-05
976,-110,Garban7,1237.05,-10.88,1335.05,-15.31,32.67,-1.48,252,12.0,96,2.0,154,10.0,2,0.0,38.1,-1.07,2025-02-03
-,-,Krill,1236.71,0.0,1501.72,0.0,88.34,0.0,36,0.0,16,0.0,20,0.0,0,0.0,44.44,0.0,2020-09-13
-,-,Durin_NL,1236.42,0.0,1412.84,0.0,58.81,0.0,66,0.0,30,0.0,35,0.0,1,0.0,45.45,0.0,2023-01-29
977,-77,ConquistadorColumbus,1236.18,0.0,1362.7,0.0,42.17,0.0,144,0.0,51,0.0,92,0.0,1,0.0,35.42,0.0,2024-09-04
-,-,Tsachi,1236.07,0.0,1512.66,0.0,92.2,0.0,18,0.0,8,0.0,10,0.0,0,0.0,44.44,0.0,2023-04-16
978,-77,Biggi86,1236.06,0.5,1376.84,-5.59,46.92,-2.03,78,6.0,35,2.0,43,4.0,0,0.0,44.87,-0.96,2025-01-22
979,-83,Bedrich_H,1235.4,-3.6,1322.16,-8.33,28.92,-1.58,310,24.0,112,6.0,193,18.0,5,0.0,36.13,-0.93,2025-02-17
980,-175,aoe2champ,1235.3,-37.85,1512.21,-58.3,92.3,-6.82,20,2.0,11,0.0,9,2.0,0,0.0,55.0,-6.11,2025-02-04
-,-,Betasuppe,1235.19,0.0,1581.51,0.0,115.44,0.0,12,0.0,7,0.0,5,0.0,0,0.0,58.33,0.0,2020-11-08
981,-91,kalev,1235.06,-6.13,1410.34,-25.74,58.43,-6.54,44,8.0,21,3.0,23,5.0,0,0.0,47.73,-2.27,2025-02-02
-,-,Vienneau,1234.98,0.0,1520.21,0.0,95.08,0.0,24,0.0,12,0.0,12,0.0,0,0.0,50.0,0.0,2019-12-22
-,-,Arius,1233.91,0.0,1480.34,0.0,82.14,0.0,24,0.0,12,0.0,12,0.0,0,0.0,50.0,0.0,2024-02-23
982,-80,Puren94,1233.49,0.0,1519.73,0.0,95.41,0.0,18,0.0,11,0.0,7,0.0,0,0.0,61.11,0.0,2024-04-04
983,unretired,LordBC,1232.86,188.7,1523.52,98.47,96.89,-30.08,20,8.0,9,4.0,10,3.0,1,1.0,45.0,3.33,2025-01-27
-,-,sms18004,1232.78,0.0,1361.88,0.0,43.03,0.0,148,0.0,62,0.0,86,0.0,0,0.0,41.89,0.0,2023-10-29
984,155,KubikD,1232.68,154.63,1449.27,104.54,72.2,-16.7,30,10.0,14,8.0,16,2.0,0,0.0,46.67,16.67,2025-01-21
985,-114,Rackare,1232.58,-13.79,1552.24,-112.15,106.56,-32.79,12,6.0,7,2.0,5,4.0,0,0.0,58.33,-25.0,2025-02-01
986,-95,Jaja,1232.34,-8.0,1333.95,-9.95,33.87,-0.65,216,6.0,86,1.0,130,5.0,0,0.0,39.81,-0.67,2025-01-23
987,35,FrancoisFerdinand,1232.24,66.76,1409.85,52.37,59.2,-4.8,54,6.0,23,5.0,30,1.0,1,0.0,42.59,5.09,2025-01-20
988,-83,BlaueElise,1231.68,0.0,1340.41,0.0,36.24,0.0,212,0.0,79,0.0,128,0.0,5,0.0,37.26,0.0,2024-10-29
-,-,Jaack,1231.65,0.0,1399.15,0.0,55.83,0.0,102,0.0,44,0.0,56,0.0,2,0.0,43.14,0.0,2022-01-30
989,221,pandaczar,1231.27,234.02,1505.96,163.44,91.56,-23.53,20,6.0,10,6.0,10,0.0,0,0.0,50.0,21.43,2025-01-25
990,-84,Ananasantti,1231.23,0.0,1331.41,0.0,33.39,0.0,394,0.0,147,0.0,244,0.0,3,0.0,37.31,0.0,2024-04-04
-,-,RogueMeeple,1231.2,0.0,1398.01,0.0,55.6,0.0,102,0.0,48,0.0,54,0.0,0,0.0,47.06,0.0,2022-03-06
991,-84,mazir,1231.19,0.0,1347.32,0.0,38.71,0.0,140,0.0,56,0.0,84,0.0,0,0.0,40.0,0.0,2024-09-04
992,-84,Henstein,1231.08,0.0,1467.08,0.0,78.67,0.0,32,0.0,13,0.0,19,0.0,0,0.0,40.62,0.0,2024-07-01
993,-84,ConorS,1230.94,0.0,1486.68,0.0,85.25,0.0,24,0.0,14,0.0,9,0.0,1,0.0,58.33,0.0,2024-04-04
994,-137,betweenworlds,1230.81,-19.63,1320.66,-23.36,29.95,-1.24,314,14.0,119,0.0,191,14.0,4,0.0,37.9,-1.77,2025-01-15
-,-,Massi1971,1230.76,0.0,1479.65,0.0,82.96,0.0,36,0.0,17,0.0,19,0.0,0,0.0,47.22,0.0,2021-03-02
995,-84,karatox,1230.48,0.0,1326.39,0.0,31.97,0.0,314,0.0,123,0.0,187,0.0,4,0.0,39.17,0.0,2024-10-01
-,-,pdp01,1230.07,0.0,1403.37,0.0,57.77,0.0,102,0.0,46,0.0,55,0.0,1,0.0,45.1,0.0,2021-10-24
-,-,Chul,1229.75,0.0,1420.16,0.0,63.47,0.0,102,0.0,51,0.0,50,0.0,1,0.0,50.0,0.0,2020-12-02
-,-,berpdreyfuss,1229.44,0.0,1366.36,0.0,45.64,0.0,150,0.0,63,0.0,86,0.0,1,0.0,42.0,0.0,2023-03-01
-,-,Preadicator,1228.93,0.0,1586.28,0.0,119.12,0.0,12,0.0,7,0.0,5,0.0,0,0.0,58.33,0.0,2020-11-08
996,-74,ClaridadNocturna,1228.56,3.2,1339.22,0.05,36.89,-1.05,156,6.0,57,2.0,97,4.0,2,0.0,36.54,-0.13,2025-01-15
-,-,Fysh,1228.44,0.0,1535.44,0.0,102.33,0.0,18,0.0,8,0.0,10,0.0,0,0.0,44.44,0.0,2021-12-05
-,-,Tugger,1228.35,0.0,1549.37,0.0,107.0,0.0,18,0.0,10,0.0,8,0.0,0,0.0,55.56,0.0,2020-12-02
-,-,wep,1228.17,0.0,1460.21,0.0,77.35,0.0,36,0.0,13,0.0,23,0.0,0,0.0,36.11,0.0,2020-08-02
997,48,nanoprince,1228.15,76.47,1424.07,5.98,65.3,-23.5,48,16.0,23,8.0,24,8.0,1,0.0,47.92,1.04,2025-02-03
998,-251,woodabooga,1228.02,-75.66,1465.66,-128.72,79.21,-17.69,26,8.0,12,1.0,14,7.0,0,0.0,46.15,-14.96,2025-01-22
999,-12,EKogon,1227.89,41.12,1502.14,-24.82,91.42,-21.98,18,6.0,10,3.0,8,3.0,0,0.0,55.56,-2.77,2025-01-21
-,-,kirkowitz,1227.87,0.0,1554.7,0.0,108.94,0.0,24,0.0,16,0.0,8,0.0,0,0.0,66.67,0.0,2020-11-08
1000,unretired,ulkupayaya,1227.76,210.84,1503.31,144.88,91.85,-21.99,26,8.0,12,6.0,12,2.0,2,0.0,46.15,12.82,2025-02-03
1001,14,taltal,1227.53,57.33,1383.56,46.01,52.01,-3.77,60,8.0,27,7.0,33,1.0,0,0.0,45.0,6.54,2025-02-01
1002,-85,ozzy666,1227.39,0.0,1387.39,0.0,53.33,0.0,90,0.0,41,0.0,47,0.0,2,0.0,45.56,0.0,2024-03-17
1003,-84,Pat_the_Cat,1227.0,0.0,1512.36,0.0,95.12,0.0,18,0.0,9,0.0,9,0.0,0,0.0,50.0,0.0,2024-07-01
1004,-34,Parcival,1226.93,31.29,1534.66,-101.73,102.57,-44.34,18,12.0,12,7.0,6,5.0,0,0.0,66.67,-16.66,2025-01-22
-,-,OGWiseman,1226.73,0.0,1559.55,0.0,110.94,0.0,12,0.0,8,0.0,4,0.0,0,0.0,66.67,0.0,2024-02-23
1005,-85,chisuru,1226.68,0.0,1476.42,0.0,83.25,0.0,24,0.0,10,0.0,14,0.0,0,0.0,41.67,0.0,2024-04-04
-,-,Drenteller,1226.46,0.0,1813.09,0.0,195.54,0.0,6,0.0,6,0.0,0,0.0,0,0.0,100.0,0.0,2020-09-13
-,-,Maxart,1226.03,0.0,1451.52,0.0,75.16,0.0,42,0.0,21,0.0,21,0.0,0,0.0,50.0,0.0,2021-12-05
1006,393,pootify,1225.76,624.26,1686.67,409.3,153.64,-71.65,8,6.0,4,4.0,4,2.0,0,0.0,50.0,50.0,2025-01-23
-,-,8bitMeeple,1225.6,0.0,1365.98,0.0,46.8,0.0,174,0.0,70,0.0,103,0.0,1,0.0,40.23,0.0,2023-01-15
-,-,Boerpopoer,1225.51,0.0,1460.69,0.0,78.39,0.0,30,0.0,14,0.0,16,0.0,0,0.0,46.67,0.0,2022-03-06
1007,-54,Vegeta4791,1225.51,23.46,1326.21,18.57,33.57,-1.63,224,14.0,81,8.0,142,6.0,1,0.0,36.16,1.4,2025-01-23
1008,-79,JoopHuizinga,1225.48,3.78,1381.28,-3.28,51.93,-2.35,72,6.0,27,1.0,45,5.0,0,0.0,37.5,-1.89,2025-01-19
1009,-88,Rabus,1225.45,0.0,1364.01,0.0,46.18,0.0,114,0.0,49,0.0,65,0.0,0,0.0,42.98,0.0,2024-04-04
1010,-116,DeZet,1225.41,-13.62,1316.64,-16.75,30.41,-1.04,254,12.0,93,1.0,158,11.0,3,0.0,36.61,-1.41,2025-02-03
1011,-99,mooscolly,1225.08,-5.35,1319.89,-8.41,31.6,-1.02,336,10.0,107,2.0,229,8.0,0,0.0,31.85,-0.36,2025-02-05
-,-,Marassi,1224.95,0.0,1366.08,0.0,47.04,0.0,138,0.0,60,0.0,78,0.0,0,0.0,43.48,0.0,2023-02-12
1012,-238,Gabilou,1224.35,-65.09,1467.29,-105.86,80.98,-13.59,32,8.0,17,3.0,14,5.0,1,0.0,53.12,-5.21,2025-01-23
-,-,wenyu0007,1224.15,0.0,1752.06,0.0,175.97,0.0,6,0.0,6,0.0,0,0.0,0,0.0,100.0,0.0,2021-06-02
-,-,Museos,1223.77,0.0,1628.02,0.0,134.75,0.0,12,0.0,8,0.0,4,0.0,0,0.0,66.67,0.0,2020-08-02
1013,-88,BedrockLP,1223.52,0.0,1479.39,0.0,85.29,0.0,24,0.0,11,0.0,13,0.0,0,0.0,45.83,0.0,2024-04-04
1014,-191,Cresspahl,1223.5,-40.91,1408.03,-95.66,61.51,-18.25,42,16.0,18,3.0,23,12.0,1,1.0,42.86,-14.83,2025-02-08
1015,-81,mindphaser,1222.57,3.78,1306.76,0.16,28.06,-1.21,532,16.0,196,6.0,335,10.0,1,0.0,36.84,0.02,2025-01-30
-,-,Deardo,1222.02,0.0,1398.51,0.0,58.83,0.0,90,0.0,38,0.0,51,0.0,1,0.0,42.22,0.0,2021-09-05
1016,-73,botenmaru82,1221.62,9.33,1471.32,-67.24,83.23,-25.53,26,12.0,13,5.0,13,7.0,0,0.0,50.0,-7.14,2025-01-27
1017,-86,maciejka,1221.29,0.0,1565.73,0.0,114.81,0.0,12,0.0,6,0.0,6,0.0,0,0.0,50.0,0.0,2024-04-04
-,-,luiza,1221.13,0.0,1494.24,0.0,91.04,0.0,24,0.0,13,0.0,11,0.0,0,0.0,54.17,0.0,2021-12-05
1018,-86,Piotr33,1220.68,0.0,1348.78,0.0,42.7,0.0,132,0.0,47,0.0,84,0.0,1,0.0,35.61,0.0,2024-04-28
-,-,Foujou,1220.33,0.0,1582.96,0.0,120.88,0.0,12,0.0,7,0.0,5,0.0,0,0.0,58.33,0.0,2024-02-23
-,-,welchi,1219.91,0.0,1709.4,0.0,163.16,0.0,6,0.0,5,0.0,1,0.0,0,0.0,83.33,0.0,2020-09-13
-,-,szaibot,1219.89,0.0,1395.0,0.0,58.37,0.0,108,0.0,47,0.0,61,0.0,0,0.0,43.52,0.0,2021-09-05
-,-,majortom111,1219.87,0.0,1390.72,0.0,56.95,0.0,80,0.0,36,0.0,44,0.0,0,0.0,45.0,0.0,2023-03-01
1019,214,Chris10,1219.65,256.19,1440.71,157.22,73.69,-32.99,30,18.0,14,11.0,16,7.0,0,0.0,46.67,21.67,2025-01-22
-,-,kwarrend,1219.2,0.0,1521.26,0.0,100.69,0.0,18,0.0,10,0.0,8,0.0,0,0.0,55.56,0.0,2023-03-01
1020,309,Opi,1218.87,436.02,1582.0,308.1,121.04,-42.64,12,8.0,6,5.0,6,3.0,0,0.0,50.0,25.0,2025-01-21
1021,-153,Mitchum,1218.55,-29.3,1345.32,-35.72,42.26,-2.14,98,8.0,32,0.0,65,8.0,1,0.0,32.65,-2.91,2025-01-19
-,-,Manish05,1217.65,0.0,1447.8,0.0,76.72,0.0,48,0.0,22,0.0,25,0.0,1,0.0,45.83,0.0,2021-03-02
-,-,lcesar34,1217.44,0.0,1602.71,0.0,128.42,0.0,12,0.0,9,0.0,3,0.0,0,0.0,75.0,0.0,2021-06-02
-,-,pilalla,1217.39,0.0,1542.63,0.0,108.41,0.0,18,0.0,10,0.0,8,0.0,0,0.0,55.56,0.0,2020-12-02
1022,new,BahbUrge,1216.94,766.94,1686.1,186.1,156.39,156.39,6,6.0,5,5.0,1,1.0,0,0.0,83.33,83.33,2024-12-29
1023,-85,Rancho,1216.77,0.0,1370.04,0.0,51.09,0.0,78,0.0,32,0.0,46,0.0,0,0.0,41.03,0.0,2024-04-28
-,-,PiftaIsItYou,1216.62,0.0,1388.73,0.0,57.37,0.0,108,0.0,46,0.0,59,0.0,3,0.0,42.59,0.0,2023-06-04
-,-,Dugy,1216.6,0.0,1369.87,0.0,51.09,0.0,100,0.0,41,0.0,59,0.0,0,0.0,41.0,0.0,2023-06-04
-,-,AyllonRafa,1216.43,0.0,1450.28,0.0,77.95,0.0,48,0.0,21,0.0,25,0.0,2,0.0,43.75,0.0,2020-11-08
1024,-85,Msandry,1215.91,0.0,1510.49,0.0,98.2,0.0,18,0.0,10,0.0,8,0.0,0,0.0,55.56,0.0,2024-04-04
1025,unretired,GAM3NURD,1215.64,-14.29,1348.71,-18.05,44.36,-1.25,146,6.0,58,0.0,81,6.0,7,0.0,39.73,-1.7,2024-12-04
1026,-86,MrTriangle,1215.25,0.0,1440.33,0.0,75.03,0.0,30,0.0,15,0.0,15,0.0,0,0.0,50.0,0.0,2024-09-04
-,-,est,1215.17,0.0,1688.66,0.0,157.83,0.0,6,0.0,5,0.0,1,0.0,0,0.0,83.33,0.0,2021-12-05
-,-,timaeus,1215.08,0.0,1507.53,0.0,97.48,0.0,24,0.0,16,0.0,8,0.0,0,0.0,66.67,0.0,2020-09-06
1027,115,Alebv,1214.97,139.12,1616.06,-121.56,133.7,-86.89,12,10.0,9,7.0,3,3.0,0,0.0,75.0,-25.0,2025-01-29
-,-,rrobby,1214.42,0.0,1567.12,0.0,117.57,0.0,12,0.0,6,0.0,6,0.0,0,0.0,50.0,0.0,2024-02-23
-,-,DangerGranger,1214.19,0.0,1699.68,0.0,161.83,0.0,6,0.0,5,0.0,1,0.0,0,0.0,83.33,0.0,2020-06-28
-,-,Azian,1213.89,0.0,1389.01,0.0,58.37,0.0,96,0.0,42,0.0,52,0.0,2,0.0,43.75,0.0,2022-01-30
1028,-86,nchoong,1213.52,0.0,1426.67,0.0,71.05,0.0,30,0.0,13,0.0,17,0.0,0,0.0,43.33,0.0,2024-09-15
-,-,TepSloan,1213.23,0.0,1341.72,0.0,42.83,0.0,174,0.0,71,0.0,100,0.0,3,0.0,40.8,0.0,2023-07-30
-,-,Tafareeeeel,1213.05,0.0,1525.52,0.0,104.16,0.0,18,0.0,10,0.0,8,0.0,0,0.0,55.56,0.0,2022-03-06
1029,-103,Repick,1212.41,-10.78,1421.87,-35.01,69.82,-8.08,36,6.0,16,1.0,20,5.0,0,0.0,44.44,-5.56,2025-01-29
-,-,FlyingDutchman,1211.68,0.0,1552.36,0.0,113.56,0.0,18,0.0,9,0.0,9,0.0,0,0.0,50.0,0.0,2019-02-10
-,-,Rutgers,1211.68,0.0,1393.81,0.0,60.71,0.0,66,0.0,30,0.0,35,0.0,1,0.0,45.45,0.0,2022-01-30
-,-,jamieIsMyNamie,1211.54,0.0,1386.45,0.0,58.3,0.0,108,0.0,44,0.0,62,0.0,2,0.0,40.74,0.0,2021-08-08
-,-,Narsil,1211.51,0.0,1485.97,0.0,91.48,0.0,30,0.0,18,0.0,10,0.0,2,0.0,60.0,0.0,2021-01-24
-,-,StefanGreatFirst,1211.27,0.0,1360.89,0.0,49.87,0.0,98,0.0,42,0.0,56,0.0,0,0.0,42.86,0.0,2023-03-01
1030,-80,Ayakonutty,1209.85,4.58,1464.89,-71.78,85.01,-25.45,24,12.0,12,6.0,12,6.0,0,0.0,50.0,0.0,2025-01-30
1031,190,LaDfBC,1209.84,226.89,1584.93,-95.05,125.03,-107.31,12,10.0,8,6.0,4,4.0,0,0.0,66.67,-33.33,2025-01-28
-,-,venansula,1209.74,0.0,1343.58,0.0,44.61,0.0,144,0.0,58,0.0,83,0.0,3,0.0,40.28,0.0,2023-12-03
