Rank,Rank Δ,Player,C Rating,C Rating Δ,Rating,Rating Δ,RD,RD Δ,Opps,Opps Δ,Ws,Ws Δ,Ls,Ls Δ,Ds,Ds Δ,W%,W% Δ,Last Played
370,-26,Octavian,1493.65,8.71,1597.64,2.87,34.66,-1.95,342,12.0,172,6.0,167,5.0,3,1.0,50.29,-0.01,2025-01-26
371,-17,GunKer,1493.4,13.25,1584.86,10.88,30.49,-0.79,332,8.0,194,7.0,136,1.0,2,0.0,58.43,0.71,2025-01-20
-,-,ducky1,1493.38,0.0,1718.0,0.0,74.87,0.0,30,0.0,19,0.0,11,0.0,0,0.0,63.33,0.0,2023-08-03
372,-40,mzotkiew,1492.53,0.0,1703.77,0.0,70.41,0.0,36,0.0,27,0.0,9,0.0,0,0.0,75.0,0.0,2024-07-01
373,-39,Kvist,1491.48,0.0,1712.7,0.0,73.74,0.0,30,0.0,23,0.0,7,0.0,0,0.0,76.67,0.0,2024-04-04
-,-,Woodmouth,1491.43,0.0,1621.68,0.0,43.42,0.0,132,0.0,77,0.0,55,0.0,0,0.0,58.33,0.0,2023-11-15
-,-,Aftermath,1490.95,0.0,1853.67,0.0,120.91,0.0,12,0.0,11,0.0,1,0.0,0,0.0,91.67,0.0,2021-06-02
374,131,t0mk0t,1489.7,81.19,1677.45,47.13,62.58,-11.35,42,10.0,29,7.0,12,2.0,1,1.0,69.05,0.3,2025-01-19
-,-,colonize_N,1488.85,0.0,1738.25,0.0,83.13,0.0,42,0.0,31,0.0,11,0.0,0,0.0,73.81,0.0,2020-12-02
-,-,GoodSentinel,1488.62,0.0,1632.19,0.0,47.86,0.0,114,0.0,76,0.0,36,0.0,2,0.0,66.67,0.0,2024-01-28
375,301,ruby_buby,1488.21,160.05,1668.84,97.95,60.21,-20.7,44,20.0,33,16.0,10,4.0,1,0.0,75.0,4.17,2025-02-07
376,428,FCKAFD,1488.08,214.62,1694.83,126.67,68.92,-29.32,32,18.0,26,16.0,6,2.0,0,0.0,81.25,9.82,2025-02-06
-,-,GaryPan,1487.43,0.0,1680.5,0.0,64.36,0.0,86,0.0,42,0.0,43,0.0,1,0.0,48.84,0.0,2020-05-08
377,-48,Buldozer_bga,1487.02,-7.75,1637.94,-26.53,50.31,-6.26,66,12.0,39,5.0,27,7.0,0,0.0,59.09,-3.87,2025-01-20
378,291,Selya,1486.63,154.86,1646.69,125.4,53.35,-9.82,54,16.0,39,15.0,14,1.0,1,0.0,72.22,9.06,2025-01-21
379,-40,_sleepwalker,1486.62,-3.69,1572.15,-6.9,28.51,-1.07,276,12.0,151,5.0,122,7.0,3,0.0,54.71,-0.59,2025-01-25
380,-15,wartin,1486.41,11.41,1569.38,8.72,27.65,-0.9,532,12.0,267,7.0,261,5.0,4,0.0,50.19,0.19,2025-01-22
381,-36,JoshyWiggins,1485.65,1.13,1562.96,-3.21,25.77,-1.45,366,22.0,194,12.0,171,10.0,1,0.0,53.01,0.1,2025-02-02
-,-,Torzelan,1485.59,0.0,1707.04,0.0,73.82,0.0,30,0.0,23,0.0,7,0.0,0,0.0,76.67,0.0,2023-04-16
382,-31,TribunX,1485.39,4.48,1565.1,0.41,26.57,-1.35,432,18.0,240,10.0,186,8.0,6,0.0,55.56,0.0,2025-01-30
383,-24,justinkejs,1484.87,7.05,1581.92,3.58,32.35,-1.16,276,12.0,147,7.0,126,5.0,3,0.0,53.26,0.23,2025-02-07
-,-,HonestSi,1484.78,0.0,1679.71,0.0,64.98,0.0,54,0.0,34,0.0,20,0.0,0,0.0,62.96,0.0,2022-06-05
384,-31,ugglor,1484.54,4.34,1577.09,1.29,30.85,-1.02,238,10.0,126,6.0,107,4.0,5,0.0,52.94,0.31,2025-01-20
385,-35,Asbestos,1484.29,3.25,1566.68,1.65,27.46,-0.53,384,8.0,194,4.0,186,4.0,4,0.0,50.52,-0.01,2025-02-05
386,-49,daices,1483.9,-6.59,1572.56,-9.44,29.55,-0.95,400,12.0,222,6.0,175,6.0,3,0.0,55.5,-0.17,2025-01-31
387,-26,Daniii,1483.11,6.96,1576.61,2.6,31.17,-1.45,306,16.0,177,11.0,128,4.0,1,1.0,57.84,0.6,2025-01-30
388,-1,Notbot66,1482.61,20.38,1642.71,-1.41,53.37,-7.26,66,12.0,44,7.0,21,4.0,1,1.0,66.67,-1.85,2025-01-25
389,-27,HomerJr,1482.41,6.54,1567.83,2.61,28.47,-1.31,544,16.0,261,8.0,278,7.0,5,1.0,47.98,0.06,2025-02-07
390,-43,Fleepa0,1482.36,-1.51,1566.44,-4.32,28.03,-0.94,398,12.0,209,6.0,185,6.0,4,0.0,52.51,-0.08,2025-01-22
-,-,Khar,1482.01,0.0,1602.44,0.0,40.14,0.0,168,0.0,98,0.0,68,0.0,2,0.0,58.33,0.0,2023-10-29
391,17,ed_vins,1481.92,31.29,1577.34,25.37,31.81,-1.97,178,18.0,104,14.0,73,3.0,1,1.0,58.43,2.18,2025-02-01
-,-,Bonisagius,1481.57,0.0,1665.27,0.0,61.23,0.0,60,0.0,39,0.0,21,0.0,0,0.0,65.0,0.0,2022-05-01
-,-,miniexot,1481.31,0.0,1631.99,0.0,50.23,0.0,138,0.0,72,0.0,64,0.0,2,0.0,52.17,0.0,2023-01-15
-,-,dxp199062,1481.27,0.0,1714.27,0.0,77.67,0.0,36,0.0,27,0.0,9,0.0,0,0.0,75.0,0.0,2022-07-29
392,-21,Agnsild,1481.24,9.27,1617.17,-8.08,45.31,-5.79,78,16.0,52,9.0,26,7.0,0,0.0,66.67,-2.68,2025-01-31
-,-,Chungdiddly,1480.95,0.0,1664.01,0.0,61.02,0.0,66,0.0,45,0.0,19,0.0,2,0.0,68.18,0.0,2022-01-30
-,-,jcc,1480.73,0.0,1632.79,0.0,50.68,0.0,120,0.0,75,0.0,44,0.0,1,0.0,62.5,0.0,2022-09-04
-,-,wallimaendu,1479.86,0.0,1632.36,0.0,50.83,0.0,126,0.0,74,0.0,52,0.0,0,0.0,58.73,0.0,2022-07-29
393,-37,Stobek,1479.63,0.0,1615.11,0.0,45.16,0.0,138,0.0,83,0.0,53,0.0,2,0.0,60.14,0.0,2024-04-04
394,-22,Mike1313,1478.78,7.29,1554.2,4.65,25.14,-0.88,416,14.0,227,8.0,189,6.0,0,0.0,54.57,0.09,2025-02-02
-,-,GerrySalinas,1478.33,0.0,1626.9,0.0,49.52,0.0,84,0.0,43,0.0,40,0.0,1,0.0,51.19,0.0,2023-12-03
395,-38,gigilamoroso,1478.18,0.0,1593.01,0.0,38.28,0.0,228,0.0,129,0.0,97,0.0,2,0.0,56.58,0.0,2024-07-01
396,-38,Amitke,1477.83,0.0,1585.12,0.0,35.76,0.0,174,0.0,97,0.0,76,0.0,1,0.0,55.75,0.0,2024-08-19
397,-31,Kuter,1475.57,1.1,1554.19,-2.71,26.21,-1.27,434,20.0,235,9.0,194,10.0,5,1.0,54.15,-0.44,2025-01-24
398,26,jingjing123,1475.46,34.48,1571.02,24.72,31.85,-3.25,158,24.0,94,14.0,62,9.0,2,1.0,59.49,-0.21,2025-02-10
-,-,Dr.Hummsfred,1475.18,0.0,1662.09,0.0,62.3,0.0,72,0.0,42,0.0,30,0.0,0,0.0,58.33,0.0,2021-03-02
399,-11,AndriiN,1474.98,12.76,1580.96,7.4,35.33,-1.79,138,12.0,86,6.0,52,6.0,0,0.0,62.32,-1.17,2025-01-18
-,-,mc_esher,1474.82,0.0,1700.82,0.0,75.33,0.0,36,0.0,20,0.0,15,0.0,1,0.0,55.56,0.0,2021-06-02
400,-32,Spoobill,1474.73,2.08,1566.91,-1.57,30.73,-1.21,276,12.0,147,6.0,126,6.0,3,0.0,53.26,-0.15,2025-01-23
-,-,LudwigVan,1474.5,0.0,1743.19,0.0,89.56,0.0,30,0.0,26,0.0,4,0.0,0,0.0,86.67,0.0,2021-01-24
-,-,Zegs,1473.04,0.0,1654.62,0.0,60.53,0.0,78,0.0,44,0.0,34,0.0,0,0.0,56.41,0.0,2021-03-02
-,-,Krzesimyr,1473.01,0.0,1689.3,0.0,72.1,0.0,54,0.0,37,0.0,17,0.0,0,0.0,68.52,0.0,2021-08-08
401,-32,Balquaz,1472.58,0.0,1579.42,0.0,35.61,0.0,202,0.0,112,0.0,88,0.0,2,0.0,55.45,0.0,2024-06-02
-,-,Waxtax,1472.4,0.0,1718.93,0.0,82.18,0.0,36,0.0,27,0.0,9,0.0,0,0.0,75.0,0.0,2020-09-06
402,-32,HavardG,1471.98,0.0,1587.15,0.0,38.39,0.0,150,0.0,83,0.0,66,0.0,1,0.0,55.33,0.0,2024-07-01
403,-21,hypodg,1470.73,3.04,1559.92,-1.84,29.73,-1.63,348,18.0,190,9.0,153,8.0,5,1.0,54.6,-0.25,2025-02-07
404,-1,BureRF,1470.13,16.04,1589.61,6.89,39.83,-3.05,110,14.0,60,9.0,49,5.0,1,0.0,54.55,1.43,2025-02-09
405,-82,yliu386,1469.8,-31.63,1659.59,-43.07,63.26,-3.82,48,6.0,33,2.0,15,4.0,0,0.0,68.75,-5.06,2025-01-24
-,-,Elwen,1469.61,0.0,1662.66,0.0,64.35,0.0,66,0.0,46,0.0,20,0.0,0,0.0,69.7,0.0,2021-06-02
406,-15,maciek,1469.6,8.63,1545.48,5.17,25.3,-1.15,422,18.0,226,9.0,194,9.0,2,0.0,53.55,-0.16,2025-02-03
407,-31,syras,1469.52,0.0,1719.07,0.0,83.18,0.0,24,0.0,15,0.0,8,0.0,1,0.0,62.5,0.0,2024-07-01
408,720,Taeybae,1469.08,377.31,1834.24,66.22,121.72,-103.7,12,10.0,10,8.0,2,2.0,0,0.0,83.33,-16.67,2025-01-23
-,-,GregP,1468.86,0.0,1592.93,0.0,41.35,0.0,340,0.0,165,0.0,173,0.0,2,0.0,48.53,0.0,2023-03-01
409,-31,Tshemmp,1468.58,0.0,1592.6,0.0,41.34,0.0,106,0.0,67,0.0,38,0.0,1,0.0,63.21,0.0,2024-07-01
410,-31,DGMvado,1468.51,0.0,1671.44,0.0,67.64,0.0,36,0.0,21,0.0,14,0.0,1,0.0,58.33,0.0,2024-07-01
-,-,wombats111,1468.43,0.0,1707.64,0.0,79.74,0.0,30,0.0,18,0.0,12,0.0,0,0.0,60.0,0.0,2021-12-05
411,133,Phalanxx,1468.07,78.9,1709.59,22.84,80.51,-18.69,24,10.0,21,8.0,3,2.0,0,0.0,87.5,-5.36,2025-02-10
412,-74,phoang,1468.04,-22.43,1697.19,-68.12,76.38,-15.23,30,12.0,18,6.0,12,6.0,0,0.0,60.0,-6.67,2025-01-25
413,-32,Jelen117,1467.99,0.0,1690.93,0.0,74.31,0.0,42,0.0,34,0.0,7,0.0,1,0.0,80.95,0.0,2024-10-29
414,-34,dougthonus,1467.26,-1.15,1555.89,-3.07,29.54,-0.64,392,6.0,197,2.0,194,4.0,1,0.0,50.26,-0.26,2025-01-13
415,1,Naleenae,1466.97,20.91,1680.01,-5.52,71.01,-8.81,30,6.0,17,4.0,12,2.0,1,0.0,56.67,2.5,2025-01-23
-,-,Rivarama,1466.96,0.0,1591.07,0.0,41.37,0.0,174,0.0,92,0.0,81,0.0,1,0.0,52.87,0.0,2023-11-15
416,-49,ZRoronoaZ,1466.88,-5.95,1567.34,-7.66,33.49,-0.57,232,6.0,130,2.0,101,4.0,1,0.0,56.03,-0.61,2025-01-20
417,-71,barda,1466.84,-17.52,1569.24,-24.93,34.14,-2.47,246,16.0,134,5.0,111,11.0,1,0.0,54.47,-1.62,2025-01-18
418,79,zoiedberg,1466.82,55.14,1688.56,16.14,73.91,-13.0,30,10.0,17,7.0,13,3.0,0,0.0,56.67,6.67,2025-01-21
419,-24,Bobisko,1466.0,5.85,1554.58,3.58,29.53,-0.76,370,8.0,208,6.0,160,2.0,2,0.0,56.22,0.42,2025-02-09
-,-,Ondra,1465.99,0.0,1702.55,0.0,78.85,0.0,30,0.0,18,0.0,12,0.0,0,0.0,60.0,0.0,2021-06-02
-,-,MarryMeVlaada,1465.86,0.0,1750.96,0.0,95.04,0.0,18,0.0,16,0.0,2,0.0,0,0.0,88.89,0.0,2023-12-03
420,unretired,Kristin,1465.62,11.66,1645.38,-13.85,59.92,-8.51,54,12.0,35,7.0,18,5.0,1,0.0,64.81,-1.86,2025-01-24
421,-14,Gabriele,1465.44,13.8,1551.35,10.34,28.64,-1.15,308,12.0,164,8.0,142,4.0,2,0.0,53.25,0.55,2025-02-06
422,-38,claxic,1465.43,0.0,1611.18,0.0,48.58,0.0,94,0.0,57,0.0,36,0.0,1,0.0,60.64,0.0,2024-07-01
423,208,DrSniken,1465.33,117.94,1699.35,72.51,78.01,-15.14,26,8.0,16,7.0,10,1.0,0,0.0,61.54,11.54,2025-01-22
-,-,AlbertoMariani91,1465.24,0.0,1623.83,0.0,52.86,0.0,108,0.0,65,0.0,43,0.0,0,0.0,60.19,0.0,2023-04-16
424,-114,PyBel,1464.97,-46.24,1616.63,-54.67,50.55,-2.81,102,12.0,66,5.0,35,7.0,1,0.0,64.71,-3.07,2025-01-30
425,-42,MarekP,1464.61,-2.43,1558.24,-7.57,31.21,-1.71,276,18.0,142,9.0,131,9.0,3,0.0,51.45,-0.1,2025-01-22
-,-,RiteInUrEye,1464.55,0.0,1606.49,0.0,47.32,0.0,114,0.0,71,0.0,42,0.0,1,0.0,62.28,0.0,2023-04-30
426,-66,Teraspena,1464.5,-12.7,1559.07,-18.14,31.52,-1.82,224,16.0,119,6.0,101,10.0,4,0.0,53.12,-1.21,2025-01-18
427,-25,eggmancs,1464.4,10.13,1605.7,-0.09,47.1,-3.41,90,12.0,51,7.0,38,5.0,1,0.0,56.67,0.26,2025-01-19
428,-32,Haxxorn,1463.9,3.92,1544.28,0.01,26.79,-1.3,474,18.0,219,9.0,250,9.0,5,0.0,46.2,0.15,2025-02-02
-,-,Luckcats,1463.46,0.0,1641.83,0.0,59.46,0.0,58,0.0,41,0.0,16,0.0,1,0.0,70.69,0.0,2023-09-03
-,-,Decolonization,1463.45,0.0,1599.46,0.0,45.34,0.0,174,0.0,89,0.0,84,0.0,1,0.0,51.15,0.0,2023-03-01
429,-14,sergraim,1462.27,15.61,1542.56,12.17,26.76,-1.15,384,18.0,209,11.0,174,7.0,1,0.0,54.43,0.33,2025-01-25
430,-89,Sengir80,1462.09,-27.22,1654.06,-46.4,63.99,-6.39,38,6.0,25,2.0,13,4.0,0,0.0,65.79,-6.09,2025-01-19
431,123,Garghiii,1461.11,77.16,1569.27,55.04,36.06,-7.37,124,36.0,70,25.0,53,11.0,1,0.0,56.45,5.31,2025-02-07
-,-,JeremyBrokaw,1460.95,0.0,1655.23,0.0,64.76,0.0,80,0.0,43,0.0,36,0.0,1,0.0,53.75,0.0,2021-09-30
-,-,LadyWhale,1460.91,0.0,1671.09,0.0,70.06,0.0,46,0.0,29,0.0,17,0.0,0,0.0,63.04,0.0,2023-03-05
-,-,Diluvian,1460.78,0.0,1691.5,0.0,76.9,0.0,30,0.0,21,0.0,9,0.0,0,0.0,70.0,0.0,2022-09-04
-,-,ttaimmortal,1460.04,0.0,1720.92,0.0,86.96,0.0,24,0.0,17,0.0,7,0.0,0,0.0,70.83,0.0,2021-09-05
432,-5,Cat12,1459.61,19.26,1588.18,-2.04,42.85,-7.1,106,24.0,65,15.0,40,9.0,1,0.0,61.32,0.34,2025-02-10
433,-35,vendogs,1459.28,1.07,1548.41,-5.82,29.71,-2.3,240,22.0,131,9.0,105,13.0,4,0.0,54.58,-1.38,2025-02-12
434,864,ycl,1459.06,620.19,1786.23,300.14,109.06,-106.68,12,10.0,10,9.0,2,1.0,0,0.0,83.33,33.33,2025-01-16
435,-58,Arinmir,1458.58,-10.82,1568.12,-14.23,36.51,-1.13,188,6.0,94,1.0,94,5.0,0,0.0,50.0,-1.1,2025-01-27
436,-39,Enki,1458.28,0.0,1717.73,0.0,86.48,0.0,24,0.0,17,0.0,7,0.0,0,0.0,70.83,0.0,2024-07-01
437,-37,Nuzzoloo95,1457.85,0.0,1705.91,0.0,82.69,0.0,24,0.0,17,0.0,7,0.0,0,0.0,70.83,0.0,2024-07-01
-,-,petki,1457.82,0.0,1624.68,0.0,55.62,0.0,90,0.0,51,0.0,38,0.0,1,0.0,56.67,0.0,2022-01-30
438,-17,Zaij,1456.82,14.23,1541.92,10.4,28.37,-1.28,402,16.0,205,11.0,194,5.0,3,0.0,51.0,0.74,2025-01-19
439,-46,Olivier000,1456.6,-4.26,1558.88,-10.92,34.09,-2.22,190,16.0,96,7.0,93,9.0,1,0.0,50.53,-0.62,2025-01-23
440,75,vagrantil,1456.47,53.86,1690.1,-45.1,77.88,-32.99,28,16.0,23,11.0,5,5.0,0,0.0,82.14,-17.86,2025-02-12
-,-,Henader,1456.38,0.0,1596.89,0.0,46.84,0.0,140,0.0,86,0.0,54,0.0,0,0.0,61.43,0.0,2023-03-01
441,-18,Daemon3142,1456.04,14.61,1532.29,9.18,25.42,-1.81,650,28.0,304,14.0,338,13.0,8,1.0,46.77,0.15,2025-02-07
442,-41,Alistxi,1455.92,0.0,1603.36,0.0,49.15,0.0,80,0.0,43,0.0,37,0.0,0,0.0,53.75,0.0,2024-07-01
443,139,Jiffy,1455.92,83.43,1628.94,61.63,57.67,-7.27,46,10.0,31,9.0,14,1.0,1,0.0,67.39,6.28,2025-01-21
444,-6,Durloc,1455.46,20.69,1557.11,15.16,33.88,-1.84,186,14.0,108,11.0,78,3.0,0,0.0,58.06,1.66,2025-01-23
-,-,Cokey,1455.42,0.0,1648.01,0.0,64.2,0.0,48,0.0,26,0.0,21,0.0,1,0.0,54.17,0.0,2022-12-04
445,80,jhamra,1454.89,57.31,1630.26,44.39,58.46,-4.31,48,6.0,28,6.0,20,0.0,0,0.0,58.33,5.95,2025-01-21
446,-32,bcnoexceptions,1454.66,6.23,1545.28,0.43,30.21,-1.93,282,18.0,128,7.0,143,11.0,11,0.0,45.39,-0.44,2025-02-10
447,-22,haimke,1454.37,13.71,1533.8,9.0,26.48,-1.57,494,24.0,254,16.0,233,7.0,7,1.0,51.42,0.78,2025-02-07
-,-,Thrune,1454.28,0.0,1591.23,0.0,45.65,0.0,144,0.0,87,0.0,55,0.0,2,0.0,60.42,0.0,2023-03-01
448,14,Mephist,1453.34,24.55,1561.63,7.12,36.1,-5.81,130,28.0,73,15.0,55,13.0,2,0.0,56.15,-0.71,2025-02-02
449,-60,ElDiabloAzul,1453.24,-7.96,1552.61,-10.42,33.12,-0.82,278,6.0,137,1.0,138,5.0,3,0.0,49.28,-0.72,2025-01-30
-,-,goeroezeboe,1452.86,0.0,1657.0,0.0,68.05,0.0,60,0.0,36,0.0,24,0.0,0,0.0,60.0,0.0,2021-03-02
-,-,tbat,1452.46,0.0,1578.14,0.0,41.89,0.0,198,0.0,99,0.0,96,0.0,3,0.0,50.0,0.0,2023-09-03
450,0,Ricicle,1451.92,20.58,1544.06,13.13,30.72,-2.48,340,24.0,157,13.0,180,11.0,3,0.0,46.18,0.61,2025-02-08
451,67,GoblinMatron,1451.2,51.0,1623.5,-7.84,57.43,-19.61,46,18.0,31,10.0,15,8.0,0,0.0,67.39,-7.61,2025-02-03
452,-3,EmiratesOfHacan,1450.98,19.44,1583.72,14.51,44.25,-1.64,108,6.0,63,5.0,45,1.0,0,0.0,58.33,1.47,2025-01-20
453,-44,Rimuel,1450.45,0.0,1645.3,0.0,64.95,0.0,60,0.0,40,0.0,20,0.0,0,0.0,66.67,0.0,2024-06-02
454,-13,gabev,1450.19,16.36,1610.51,4.74,53.44,-3.87,62,6.0,41,4.0,21,2.0,0,0.0,66.13,0.06,2025-02-06
-,-,g.threepwood,1449.31,0.0,1586.12,0.0,45.6,0.0,200,0.0,112,0.0,87,0.0,1,0.0,56.0,0.0,2023-05-08
455,-49,Sarek,1449.02,-2.75,1535.37,-9.53,28.78,-2.26,276,24.0,144,11.0,130,13.0,2,0.0,52.17,-0.61,2025-02-12
456,-43,AXL79,1449.0,0.0,1606.95,0.0,52.65,0.0,66,0.0,34,0.0,31,0.0,1,0.0,51.52,0.0,2024-04-04
-,-,KenCastle,1448.82,0.0,1622.73,0.0,57.97,0.0,72,0.0,38,0.0,33,0.0,1,0.0,52.78,0.0,2022-01-30
-,-,Bejn,1448.65,0.0,1672.91,0.0,74.75,0.0,30,0.0,19,0.0,11,0.0,0,0.0,63.33,0.0,2022-09-04
457,105,Rolls.Royal,1448.34,66.37,1616.06,49.8,55.9,-5.52,54,8.0,36,7.0,18,1.0,0,0.0,66.67,3.63,2025-01-24
458,87,MikeyLear,1447.82,59.26,1642.24,33.14,64.81,-8.71,44,8.0,24,7.0,20,1.0,0,0.0,54.55,7.33,2025-01-17
-,-,dudzik,1447.61,0.0,1621.48,0.0,57.96,0.0,72,0.0,38,0.0,34,0.0,0,0.0,52.78,0.0,2022-05-01
-,-,T3RR4,1447.53,0.0,1725.75,0.0,92.74,0.0,24,0.0,18,0.0,6,0.0,0,0.0,75.0,0.0,2021-09-05
459,new,Kharny,1447.47,997.47,1769.51,269.51,107.34,107.34,12,12.0,10,10.0,2,2.0,0,0.0,83.33,83.33,2025-01-27
-,-,Shivian,1447.28,0.0,1560.22,0.0,37.65,0.0,230,0.0,120,0.0,109,0.0,1,0.0,52.17,0.0,2023-11-15
-,-,Jii77,1446.66,0.0,1648.41,0.0,67.25,0.0,48,0.0,27,0.0,20,0.0,1,0.0,56.25,0.0,2022-03-06
460,279,JSauve,1446.63,139.12,1647.61,95.43,66.99,-14.56,36,12.0,23,10.0,13,2.0,0,0.0,63.89,9.72,2025-01-25
462,245,holy834,1446.4,128.61,1605.89,80.15,53.16,-16.15,54,22.0,38,16.0,16,6.0,0,0.0,70.37,1.62,2025-02-07
461,3,khyung,1446.4,18.35,1548.64,13.02,34.08,-1.78,296,12.0,143,8.0,148,4.0,5,0.0,48.31,0.77,2025-02-01
463,-30,JamesH,1445.98,9.03,1598.06,-1.03,50.69,-3.35,90,8.0,52,4.0,38,4.0,0,0.0,57.78,-0.76,2025-01-25
-,-,laozhang,1445.95,0.0,1585.79,0.0,46.61,0.0,94,0.0,41,0.0,51,0.0,2,0.0,43.62,0.0,2023-11-15
464,-54,sorpy,1445.71,-3.96,1559.99,-13.06,38.09,-3.03,114,16.0,64,8.0,45,7.0,5,1.0,56.14,-1.0,2025-02-08
465,-39,milanmar,1445.46,5.07,1601.64,2.8,52.06,-0.76,86,2.0,53,1.0,33,1.0,0,0.0,61.63,-0.27,2025-01-19
466,12,Andrew_Davidson,1445.41,25.64,1564.26,18.55,39.62,-2.36,140,12.0,74,9.0,65,3.0,1,0.0,52.86,2.08,2025-02-06
467,-50,Barnstormer,1445.26,0.0,1575.59,0.0,43.44,0.0,136,0.0,75,0.0,59,0.0,2,0.0,55.15,0.0,2024-07-01
-,-,Clayton,1445.12,0.0,1640.07,0.0,64.98,0.0,54,0.0,34,0.0,19,0.0,1,0.0,62.96,0.0,2022-09-04
-,-,elracha,1444.78,0.0,1564.07,0.0,39.76,0.0,250,0.0,136,0.0,114,0.0,0,0.0,54.4,0.0,2023-06-28
468,174,Gerti,1443.92,103.93,1701.29,36.19,85.79,-22.58,24,8.0,15,5.0,8,3.0,1,0.0,62.5,0.0,2025-01-28
469,1,tronnemann,1443.88,18.56,1542.55,13.44,32.89,-1.71,196,14.0,112,10.0,83,4.0,1,0.0,57.14,1.1,2025-01-21
470,203,EnozamaIV,1443.65,113.98,1713.28,50.95,89.88,-21.01,18,8.0,15,7.0,3,1.0,0,0.0,83.33,3.33,2025-01-30
471,-52,YSun,1443.15,0.0,1569.09,0.0,41.98,0.0,178,0.0,111,0.0,66,0.0,1,0.0,62.36,0.0,2024-04-04
-,-,TryAndStopUs,1443.11,0.0,1629.14,0.0,62.01,0.0,78,0.0,37,0.0,41,0.0,0,0.0,47.44,0.0,2021-04-25
472,-16,Kejml,1443.07,13.54,1524.7,9.61,27.21,-1.31,512,18.0,253,12.0,255,6.0,4,0.0,49.41,0.62,2025-02-03
473,-74,maumastoks,1442.8,-15.3,1529.59,-18.69,28.93,-1.13,460,12.0,225,1.0,233,11.0,2,0.0,48.91,-1.09,2025-02-04
474,27,MarSonWar,1442.69,32.74,1578.96,25.94,45.42,-2.27,86,6.0,43,5.0,43,1.0,0,0.0,50.0,2.5,2025-01-30
475,-44,Sergeeeee,1442.51,4.7,1536.69,-1.23,31.39,-1.98,214,16.0,108,7.0,104,8.0,2,1.0,50.47,-0.54,2025-02-02
476,new,Aruta,1442.35,992.35,1852.11,352.11,136.59,136.59,8,8.0,8,8.0,0,0.0,0,0.0,100.0,100.0,2025-01-31
-,-,Yambomb,1441.97,0.0,1670.94,0.0,76.32,0.0,42,0.0,31,0.0,11,0.0,0,0.0,73.81,0.0,2021-03-02
477,10,spaceport,1441.94,25.78,1601.95,16.71,53.34,-3.03,68,6.0,45,4.0,22,2.0,1,0.0,66.18,0.05,2025-01-20
478,new,Makt,1441.67,991.67,1842.4,342.4,133.58,133.58,8,8.0,6,6.0,1,1.0,1,1.0,75.0,75.0,2025-02-06
479,-57,KrwawyPysio,1441.43,0.0,1688.66,0.0,82.41,0.0,24,0.0,16,0.0,8,0.0,0,0.0,66.67,0.0,2024-07-01
480,-28,comant,1440.79,9.99,1518.7,7.06,25.97,-0.98,412,16.0,218,10.0,191,6.0,3,0.0,52.91,0.38,2025-02-06
481,-35,Kelern,1440.76,8.47,1531.42,4.22,30.22,-1.42,248,14.0,134,7.0,114,7.0,0,0.0,54.03,-0.24,2025-02-06
-,-,Drikhen,1440.11,0.0,1643.53,0.0,67.81,0.0,44,0.0,30,0.0,14,0.0,0,0.0,68.18,0.0,2023-04-16
482,-96,HopeForLuck,1440.04,-24.29,1533.98,-30.18,31.31,-1.96,210,18.0,113,3.0,96,15.0,1,0.0,53.81,-3.48,2025-01-20
483,-119,MrFigu,1439.98,-35.75,1592.58,-49.33,50.86,-4.53,62,10.0,32,3.0,26,7.0,4,0.0,51.61,-4.16,2025-01-24
-,-,Raze27,1439.94,0.0,1582.43,0.0,47.5,0.0,138,0.0,82,0.0,56,0.0,0,0.0,59.42,0.0,2024-01-28
484,-99,vivimaster,1439.76,-25.32,1576.59,-29.06,45.61,-1.24,134,4.0,82,0.0,52,4.0,0,0.0,61.19,-1.89,2025-01-20
485,-8,CardinalBadger,1439.61,17.36,1685.96,-19.93,82.12,-12.43,30,8.0,22,5.0,8,3.0,0,0.0,73.33,-3.94,2025-01-22
486,-81,jonzewiespike,1439.47,-12.39,1550.22,-19.79,36.92,-2.47,124,12.0,75,4.0,49,8.0,0,0.0,60.48,-2.91,2025-02-03
487,290,Sakic19,1438.88,150.15,1782.33,42.46,114.49,-35.9,12,6.0,10,5.0,2,1.0,0,0.0,83.33,0.0,2025-01-31
-,-,Milah,1438.34,0.0,1608.48,0.0,56.71,0.0,90,0.0,56,0.0,33,0.0,1,0.0,62.22,0.0,2022-03-06
488,-58,Woodenman,1438.08,0.0,1551.98,0.0,37.97,0.0,282,0.0,127,0.0,152,0.0,3,0.0,45.04,0.0,2024-03-03
-,-,Don_bronzo,1437.79,0.0,1653.56,0.0,71.92,0.0,56,0.0,34,0.0,22,0.0,0,0.0,60.71,0.0,2023-02-05
489,-57,Scottrick,1437.27,0.0,1671.6,0.0,78.11,0.0,28,0.0,19,0.0,9,0.0,0,0.0,67.86,0.0,2024-07-15
490,-56,Kojtic,1436.89,0.0,1600.35,0.0,54.49,0.0,52,0.0,28,0.0,24,0.0,0,0.0,53.85,0.0,2024-09-15
491,-56,Ramonster,1436.82,0.0,1540.93,0.0,34.7,0.0,226,0.0,136,0.0,90,0.0,0,0.0,60.18,0.0,2024-09-15
-,-,nickless0,1436.55,0.0,1670.55,0.0,78.0,0.0,36,0.0,26,0.0,10,0.0,0,0.0,72.22,0.0,2022-10-30
