Rank,Rank Δ,Player,C Rating,C Rating Δ,Rating,Rating Δ,RD,RD Δ,Opps,Opps Δ,Ws,Ws Δ,Ls,Ls Δ,Ds,Ds Δ,W%,W% Δ,Last Played,Title
146,5,Magesolo,1645.13,11.64,1728.59,12.3,27.82,0.22,375,21.0,210,14.0,163,7.0,2,0.0,56.0,0.63,2025-01-28,P
147,-13,Shincham,1644.16,-2.27,1737.13,-3.51,30.99,-0.41,258,18.0,144,7.0,107,10.0,7,1.0,55.81,-1.27,2025-01-15,-
148,261,mezerrrrr,1644.13,166.73,2013.25,77.35,123.04,-29.79,12,6.0,12,6.0,0,0.0,0,0.0,100.0,0.0,2025-01-12,-
149,-9,scipio238,1643.78,0.99,1751.88,-7.03,36.03,-2.67,132,21.0,79,10.0,53,11.0,0,0.0,59.85,-2.31,2025-01-25,P
150,20,TrilceAC,1643.33,26.55,1742.84,26.66,33.17,0.04,267,15.0,153,15.0,112,0.0,2,0.0,57.3,2.54,2025-01-19,P
151,-28,St-Amadeus,1643.26,-12.09,1726.23,-10.01,27.66,0.69,345,21.0,200,14.0,145,7.0,0,0.0,57.97,0.56,2025-01-24,P
-,-,VikingLeif,1643.05,-4.25,1762.4,0.0,39.78,1.42,168,0.0,97,0.0,71,0.0,0,0.0,57.74,0.0,2023-12-03,P
152,-14,Sunmaster14_LV,1642.4,-0.85,1722.99,0.59,26.86,0.48,351,21.0,186,13.0,164,8.0,1,0.0,52.99,0.57,2025-02-05,P
153,83,MidnightFox,1641.19,63.44,1760.83,52.72,39.88,-3.57,102,18.0,65,17.0,37,1.0,0,0.0,63.73,6.59,2025-01-17,-
154,-15,Scottrick,1640.88,-2.05,1880.74,0.0,79.95,0.68,30,0.0,25,0.0,5,0.0,0,0.0,83.33,0.0,2024-07-15,-
155,0,Rhizom,1640.67,12.74,1727.9,13.68,29.07,0.31,294,18.0,162,15.0,129,3.0,3,0.0,55.1,1.84,2025-02-02,P
-,-,flaminghito,1640.66,-4.06,1765.01,0.0,41.45,1.35,180,0.0,101,0.0,79,0.0,0,0.0,56.11,0.0,2023-07-18,P
156,-15,Dooglassa,1640.51,-2.14,1869.43,0.0,76.31,0.71,30,0.0,23,0.0,7,0.0,0,0.0,76.67,0.0,2024-07-15,-
157,-4,Momomillion,1639.42,7.95,1835.2,-59.4,65.26,-22.45,54,21.0,44,14.0,10,7.0,0,0.0,81.48,-9.43,2025-01-18,-
158,-33,OlaWictorin,1638.9,-15.24,1786.2,-42.86,49.1,-9.21,84,21.0,64,12.0,20,9.0,0,0.0,76.19,-6.35,2025-02-09,-
-,-,JeJenan,1638.03,-3.59,1777.71,0.0,46.56,1.2,138,0.0,82,0.0,56,0.0,0,0.0,59.42,0.0,2023-06-06,-
159,-32,fathope,1637.83,-14.94,1724.13,-15.14,28.76,-0.07,285,21.0,163,7.0,121,14.0,1,0.0,57.19,-1.9,2025-01-19,P
160,-14,Masox,1637.7,-1.96,1721.0,-1.48,27.77,0.16,276,21.0,150,11.0,124,10.0,2,0.0,54.35,-0.16,2025-01-24,P
161,-16,AXL79,1637.05,-3.89,1767.09,0.0,43.35,1.3,120,0.0,80,0.0,39,0.0,1,0.0,66.67,0.0,2024-04-04,-
162,0,LordPeter,1636.94,14.01,1741.8,11.28,34.95,-0.91,156,18.0,100,14.0,54,3.0,2,1.0,64.1,1.78,2025-01-27,-
163,-20,Hsugneslie,1636.91,-4.35,1751.75,0.0,38.28,1.45,162,0.0,101,0.0,61,0.0,0,0.0,62.35,0.0,2024-07-30,-
164,574,Watlersen,1636.89,310.24,1899.47,114.18,87.52,-65.35,24,18.0,22,16.0,1,1.0,1,1.0,91.67,-8.33,2025-01-12,-
165,356,Wanderlust,1636.59,215.56,1924.99,91.29,96.14,-41.42,18,9.0,16,8.0,2,1.0,0,0.0,88.89,0.0,2025-01-09,-
166,-22,JoyBoy,1636.57,-4.65,1742.97,0.0,35.46,1.55,168,0.0,113,0.0,55,0.0,0,0.0,67.26,0.0,2024-09-04,-
167,-32,Dazzy,1636.39,-9.81,1767.3,-12.98,43.64,-1.06,93,9.0,54,5.0,39,4.0,0,0.0,58.06,-0.27,2025-01-09,M
-,-,Hierostrafio,1635.74,-3.09,1797.59,0.0,53.95,1.03,96,0.0,56,0.0,38,0.0,2,0.0,58.33,0.0,2022-03-06,GM
168,-20,Firedart,1633.75,-0.95,1716.78,0.63,27.68,0.53,366,21.0,205,11.0,159,9.0,2,1.0,56.01,-0.22,2025-01-19,P
169,-6,PhiTrigger,1633.16,10.9,1715.55,12.28,27.46,0.46,429,21.0,202,11.0,224,9.0,3,1.0,47.09,0.28,2025-01-15,M
170,-9,Lloydinspace100,1631.48,6.77,1718.93,8.85,29.15,0.69,315,12.0,177,7.0,137,5.0,1,0.0,56.19,0.08,2025-01-19,-
171,-35,Sellux,1631.29,-13.79,1818.29,-34.83,62.33,-7.01,42,9.0,29,5.0,13,4.0,0,0.0,69.05,-3.68,2025-01-10,-
172,-30,CouchKing,1630.15,-12.01,1713.37,-9.69,27.74,0.77,303,15.0,179,4.0,124,11.0,0,0.0,59.08,-1.68,2025-01-23,P
173,-24,pote,1629.94,-4.04,1752.49,0.0,40.85,1.35,117,0.0,79,0.0,38,0.0,0,0.0,67.52,0.0,2024-07-15,-
174,-27,Mattian12000,1629.82,-8.34,1715.65,-7.86,28.61,0.16,333,18.0,194,9.0,138,9.0,1,0.0,58.26,-0.47,2025-02-04,-
175,11,Alvin1912,1629.37,22.02,1722.31,22.43,30.98,0.14,282,15.0,151,12.0,131,3.0,0,0.0,53.55,1.49,2025-01-21,P
176,-24,shpand,1629.26,-2.3,1843.15,0.0,71.3,0.77,33,0.0,25,0.0,8,0.0,0,0.0,75.76,0.0,2024-10-13,-
-,-,TBow,1628.25,-1.91,1885.01,0.0,85.58,0.64,24,0.0,20,0.0,4,0.0,0,0.0,83.33,0.0,2022-12-04,P
177,-6,FunkyLere,1627.58,12.58,1753.86,14.39,42.1,0.6,138,3.0,85,3.0,53,0.0,0,0.0,61.59,0.85,2024-12-15,-
178,10,Cmacu,1627.28,22.05,1812.54,13.41,61.75,-2.88,48,6.0,32,5.0,16,1.0,0,0.0,66.67,2.38,2025-01-07,-
179,-25,SergioCamp,1626.91,-2.56,1819.73,0.0,64.27,0.85,48,0.0,36,0.0,11,0.0,1,0.0,75.0,0.0,2024-07-15,-
180,-21,Ristey,1625.74,0.59,1709.53,2.39,27.93,0.6,270,15.0,153,7.0,115,8.0,2,0.0,56.67,-0.58,2025-01-20,P
-,-,Covfefe,1623.1,-3.37,1773.89,0.0,50.26,1.12,108,0.0,61,0.0,47,0.0,0,0.0,56.48,0.0,2023-11-15,GM
-,-,Kesterer,1623.01,-2.02,1867.68,0.0,81.56,0.67,36,0.0,29,0.0,7,0.0,0,0.0,80.56,0.0,2022-09-04,-
181,-23,Grogmir,1622.78,-4.27,1738.18,0.0,38.46,1.42,231,0.0,141,0.0,88,0.0,2,0.0,61.04,0.0,2024-03-03,-
182,-16,speedstone,1620.63,-0.02,1789.0,-15.63,56.12,-5.2,54,9.0,38,5.0,16,4.0,0,0.0,70.37,-2.96,2025-01-17,-
183,38,CrownKiller,1620.36,34.75,1767.84,26.55,49.16,-2.74,90,9.0,66,8.0,24,1.0,0,0.0,73.33,1.73,2025-01-10,-
184,34,Adamez,1620.2,33.66,1772.37,24.22,50.72,-3.15,78,9.0,54,8.0,24,1.0,0,0.0,69.23,2.56,2025-01-18,-
185,-6,raist,1619.72,8.66,1703.64,9.17,27.97,0.17,369,21.0,206,12.0,160,9.0,3,0.0,55.83,0.08,2025-01-24,P
186,-8,DB.Starman,1619.67,7.57,1707.17,6.74,29.17,-0.28,282,21.0,170,14.0,110,7.0,2,0.0,60.28,0.51,2025-01-30,P
187,-10,gomensky,1619.52,6.58,1742.96,3.36,41.15,-1.07,105,15.0,75,12.0,30,3.0,0,0.0,71.43,1.43,2025-02-03,-
-,-,kuchjir,1619.2,-2.68,1804.1,0.0,61.63,0.89,72,0.0,43,0.0,29,0.0,0,0.0,59.72,0.0,2020-12-06,GM
-,-,Cokey,1618.1,-3.3,1772.72,0.0,51.54,1.1,96,0.0,60,0.0,33,0.0,3,0.0,62.5,0.0,2022-12-04,-
188,151,WDD,1617.38,99.4,1823.33,68.64,68.65,-10.25,36,9.0,24,8.0,11,1.0,1,0.0,66.67,7.41,2025-01-12,-
189,16,Straszyk,1617.12,21.64,1729.38,10.96,37.42,-3.56,135,21.0,81,12.0,54,9.0,0,0.0,60.0,-0.53,2025-01-09,-
-,-,jzebra,1616.79,-3.86,1747.38,0.0,43.53,1.29,156,0.0,83,0.0,72,0.0,1,0.0,53.21,0.0,2023-11-15,P
190,-23,Vorbrock,1616.11,-3.06,1714.4,-5.24,32.76,-0.73,234,18.0,117,11.0,115,7.0,2,0.0,50.0,0.93,2025-01-28,P
191,7,Olesch,1615.96,15.9,1711.87,13.92,31.97,-0.66,270,18.0,155,13.0,111,5.0,4,0.0,57.41,1.06,2025-02-05,P
192,2,MurphyAKL,1615.74,14.93,1697.54,15.33,27.27,0.13,342,27.0,209,20.0,132,7.0,1,0.0,61.11,1.11,2025-01-17,-
-,-,gorozei-12ans,1615.21,-3.5,1756.89,0.0,47.22,1.17,108,0.0,66,0.0,42,0.0,0,0.0,61.11,0.0,2023-06-06,-
-,-,Anderkent,1613.67,-3.27,1768.89,0.0,51.74,1.09,84,0.0,56,0.0,28,0.0,0,0.0,66.67,0.0,2023-04-16,-
193,-19,HCsquared,1613.15,-1.1,1704.42,3.14,30.43,1.41,234,6.0,140,5.0,90,1.0,4,0.0,59.83,0.62,2025-01-14,P
194,-37,vitek,1612.56,-14.78,1707.39,-16.02,31.61,-0.41,258,18.0,147,8.0,107,10.0,4,0.0,56.98,-0.94,2025-02-05,-
-,-,steve10716,1612.14,-3.14,1770.96,0.0,52.94,1.05,108,0.0,74,0.0,32,0.0,2,0.0,68.52,0.0,2023-06-06,P
195,6,brainac,1611.09,13.38,1701.71,12.4,30.21,-0.33,282,18.0,158,13.0,124,5.0,0,0.0,56.03,1.11,2025-01-29,-
196,-21,HeirOfValyria,1610.22,-3.21,1763.84,0.0,51.21,1.07,60,0.0,37,0.0,21,0.0,2,0.0,61.67,0.0,2024-10-01,P
-,-,Arnaud,1610.21,-3.57,1752.84,0.0,47.54,1.19,108,0.0,64,0.0,43,0.0,1,0.0,59.26,0.0,2023-04-16,P
197,84,Raffaello,1609.69,61.17,1760.26,37.05,50.19,-8.04,72,21.0,53,17.0,19,4.0,0,0.0,73.61,3.02,2025-01-27,-
198,-30,Gavatron,1609.47,-9.65,1702.87,-10.56,31.13,-0.3,309,18.0,164,10.0,143,8.0,2,0.0,53.07,0.15,2025-01-20,P
-,-,shadow-knight,1608.83,-3.24,1760.6,0.0,50.59,1.08,108,0.0,62,0.0,45,0.0,1,0.0,57.41,0.0,2022-09-04,-
199,-23,BeatrixAnd,1608.49,-4.63,1789.15,-52.88,60.22,-16.08,54,21.0,44,14.0,9,7.0,1,0.0,81.48,-9.43,2025-01-21,-
200,16,tupper,1608.05,19.94,1730.67,4.07,40.87,-5.29,102,21.0,68,11.0,33,10.0,1,0.0,66.67,-3.7,2025-01-12,-
201,-6,Romendil,1607.93,7.39,1706.64,4.74,32.91,-0.88,228,18.0,129,10.0,94,8.0,5,0.0,56.58,-0.09,2025-01-24,-
202,-15,maxolino,1607.86,0.83,1695.65,0.17,29.26,-0.22,234,21.0,135,10.0,98,11.0,1,0.0,57.69,-1.0,2025-01-21,-
203,-23,InfiniteZest,1606.89,-3.78,1693.51,-4.34,28.87,-0.19,276,24.0,156,14.0,120,10.0,0,0.0,56.52,0.17,2025-02-09,-
-,-,GerrySalinas,1606.53,-4.22,1728.86,0.0,40.78,1.41,168,0.0,97,0.0,70,0.0,1,0.0,57.74,0.0,2023-12-03,-
204,-20,rasattack,1605.37,-2.63,1793.33,0.0,62.66,0.88,48,0.0,37,0.0,11,0.0,0,0.0,77.08,0.0,2024-07-01,-
205,-8,Dragonite,1603.65,3.42,1688.21,5.51,28.19,0.7,267,15.0,153,9.0,113,6.0,1,0.0,57.3,0.16,2025-01-23,-
206,-41,BradSwan,1603.29,-18.3,1723.98,-16.48,40.23,0.61,120,3.0,71,0.0,48,3.0,1,0.0,59.17,-1.51,2024-12-07,-
207,-7,Notbot66,1603.04,4.66,1774.14,-35.02,57.03,-13.23,60,21.0,43,14.0,17,7.0,0,0.0,71.67,-2.69,2025-01-27,-
208,159,Hisbossness,1602.67,101.82,1744.46,68.69,47.26,-11.04,72,21.0,51,16.0,21,5.0,0,0.0,70.83,2.2,2025-02-04,-
209,-20,Jans,1601.58,-3.37,1748.71,0.0,49.04,1.12,78,0.0,55,0.0,23,0.0,0,0.0,70.51,0.0,2024-09-01,-
210,-25,isman,1601.32,-6.54,1727.52,-10.07,42.07,-1.17,126,9.0,76,4.0,48,5.0,2,0.0,60.32,-1.22,2025-01-11,-
211,-15,barda,1601.07,0.55,1700.97,-2.96,33.3,-1.17,213,18.0,136,10.0,76,7.0,1,1.0,63.85,-0.77,2025-01-18,-
212,336,matinghiasi,1600.42,193.42,1946.69,93.15,115.42,-33.42,12,6.0,12,6.0,0,0.0,0,0.0,100.0,0.0,2025-01-15,-
213,-22,Haxxorn,1600.17,-3.24,1687.98,-3.54,29.27,-0.1,330,21.0,195,13.0,134,8.0,1,0.0,59.09,0.19,2025-01-17,-
-,-,Zulda,1599.89,-2.72,1780.82,0.0,60.31,0.91,60,0.0,32,0.0,28,0.0,0,0.0,53.33,0.0,2022-03-06,M
-,-,JarekWarsaw,1599.59,-3.5,1746.1,0.0,48.84,1.17,114,0.0,67,0.0,45,0.0,2,0.0,58.77,0.0,2023-02-05,-
214,-45,MartinW,1598.6,-20.12,1693.37,-22.42,31.59,-0.77,210,21.0,125,9.0,85,12.0,0,0.0,59.52,-1.86,2025-01-21,-
215,22,Dovi,1598.1,20.42,1692.48,19.28,31.46,-0.38,213,18.0,131,14.0,80,4.0,2,0.0,61.5,1.5,2025-01-26,-
216,13,Jorrig,1597.61,17.77,1690.64,16.52,31.01,-0.42,303,18.0,157,14.0,145,4.0,1,0.0,51.82,1.64,2025-01-20,M
-,-,jaggl,1597.41,-3.1,1757.09,0.0,53.23,1.03,96,0.0,57,0.0,38,0.0,1,0.0,59.38,0.0,2022-06-05,P
-,-,Mad_Tyrion,1597.3,-1.61,1902.11,0.0,101.6,0.54,36,0.0,34,0.0,2,0.0,0,0.0,94.44,0.0,2022-09-04,-
217,-53,Garri,1596.5,-25.53,1681.73,-25.3,28.41,0.08,294,21.0,163,6.0,130,15.0,1,0.0,55.44,-2.07,2025-01-27,-
218,-19,peposqui,1596.28,-3.16,1700.66,-6.99,34.79,-1.28,144,15.0,91,6.0,52,9.0,1,0.0,63.19,-2.7,2025-01-09,-
219,-37,ChipsAhoya,1595.78,-13.38,1677.47,-11.77,27.23,0.54,465,21.0,235,11.0,229,10.0,1,0.0,50.54,0.09,2025-01-17,P
220,-18,elo8000,1595.26,-2.31,1809.27,0.0,71.34,0.77,39,0.0,35,0.0,4,0.0,0,0.0,89.74,0.0,2024-10-13,-
-,-,ducky1,1594.78,-1.75,1874.41,0.0,93.21,0.58,18,0.0,14,0.0,4,0.0,0,0.0,77.78,0.0,2023-04-16,-
221,-8,Neandrtalec,1593.95,3.53,1776.04,-2.59,60.7,-2.04,45,6.0,31,5.0,13,1.0,1,0.0,68.89,2.22,2025-01-19,-
222,-15,ElKhan,1593.76,-0.88,1679.17,-1.02,28.47,-0.05,297,21.0,157,12.0,138,9.0,2,0.0,52.86,0.32,2025-01-17,-
-,-,LaoHuang,1593.49,-4.9,1711.94,0.0,39.48,1.63,225,0.0,100,0.0,122,0.0,3,0.0,44.44,0.0,2023-11-15,M
-,-,AvPL,1593.33,-1.58,1903.71,0.0,103.46,0.53,21,0.0,20,0.0,1,0.0,0,0.0,95.24,0.0,2023-06-04,-
-,-,Meowthfish,1593.18,-3.78,1726.52,0.0,44.44,1.26,165,0.0,87,0.0,78,0.0,0,0.0,52.73,0.0,2023-06-04,M
223,-19,Thronx,1591.86,-4.79,1677.51,-1.27,28.55,1.18,336,12.0,195,8.0,139,4.0,2,0.0,58.04,0.32,2025-01-26,-
224,unretired,Crey,1591.74,60.42,1779.91,49.47,62.72,-3.65,54,6.0,38,6.0,16,0.0,0,0.0,70.37,3.7,2025-01-10,-
225,-16,CarloPedersoli,1590.53,-3.3,1740.79,0.0,50.09,1.1,60,0.0,40,0.0,20,0.0,0,0.0,66.67,0.0,2024-09-04,-
226,-34,Arinmir,1589.84,-12.94,1706.52,-11.84,38.9,0.37,144,6.0,87,3.0,57,3.0,0,0.0,60.42,-0.45,2025-01-15,-
227,184,moemoe,1589.83,113.66,1733.55,89.72,47.91,-7.98,90,21.0,60,21.0,30,0.0,0,0.0,66.67,10.15,2025-01-10,-
228,-18,ScoliopusB,1589.73,-4.09,1710.69,0.0,40.32,1.36,192,0.0,109,0.0,80,0.0,3,0.0,56.77,0.0,2024-03-03,P
229,101,GerisNezus,1589.05,66.64,1691.39,60.4,34.11,-2.08,162,21.0,96,20.0,62,1.0,4,0.0,59.26,5.36,2025-01-23,P
230,-18,Kloef,1588.66,-2.18,1814.01,0.0,75.12,0.73,30,0.0,20,0.0,10,0.0,0,0.0,66.67,0.0,2024-07-15,-
231,20,ChampDeGlace,1588.44,23.64,1695.44,19.29,35.67,-1.45,165,21.0,109,17.0,55,4.0,1,0.0,66.06,2.17,2025-02-04,-
-,-,Snorky,1588.21,-3.26,1739.95,0.0,50.58,1.09,96,0.0,68,0.0,28,0.0,0,0.0,70.83,0.0,2023-06-04,-
232,-17,Vangelisb,1587.75,-1.55,1681.41,-4.39,31.22,-0.95,222,21.0,135,10.0,85,11.0,2,0.0,60.81,-1.38,2025-01-29,-
233,-22,Rasmulde,1587.65,-3.7,1720.76,0.0,44.37,1.23,138,0.0,77,0.0,61,0.0,0,0.0,55.8,0.0,2024-07-01,P
234,30,Padishar,1587.31,28.03,1673.13,27.95,28.61,-0.02,291,21.0,159,18.0,129,3.0,3,0.0,54.64,2.42,2025-01-26,-
235,0,Mark0n,1587.09,9.13,1673.87,9.47,28.93,0.11,243,18.0,136,10.0,101,8.0,6,0.0,55.97,-0.03,2025-01-12,-
236,-22,Hardco,1586.95,-2.57,1683.81,0.36,32.29,0.98,267,6.0,139,4.0,127,2.0,1,0.0,52.06,0.34,2025-01-09,M
237,-14,JCleek,1586.5,1.43,1685.37,1.05,32.96,-0.13,330,12.0,167,7.0,162,5.0,1,0.0,50.61,0.3,2025-01-31,M
-,-,Lawful,1585.98,-1.87,1848.58,0.0,87.54,0.62,24,0.0,21,0.0,3,0.0,0,0.0,87.5,0.0,2021-03-02,-
238,2,Andrew_Davidson,1585.75,10.25,1686.69,7.71,33.65,-0.85,246,18.0,155,13.0,90,5.0,1,0.0,63.01,0.73,2025-01-26,-
239,-9,happyboykt,1584.5,5.27,1673.11,3.88,29.53,-0.46,282,21.0,155,11.0,127,10.0,0,0.0,54.96,-0.21,2025-01-17,-
240,unretired,gregt,1583.1,12.13,1716.45,10.85,44.45,-0.43,150,6.0,80,5.0,70,1.0,0,0.0,53.33,1.25,2025-01-11,P
241,-51,DadboBaggins,1583.07,-20.4,1679.66,-24.67,32.2,-1.42,189,21.0,111,6.0,76,15.0,2,0.0,58.73,-3.77,2025-01-20,-
242,-10,Asbestos,1581.55,2.6,1677.53,5.65,31.99,1.02,252,6.0,142,4.0,106,2.0,4,0.0,56.35,0.25,2025-01-24,-
243,-19,cpp,1580.07,-4.6,1686.04,0.0,35.32,1.53,228,0.0,124,0.0,103,0.0,1,0.0,54.39,0.0,2024-09-04,-
244,-27,ChrisTher,1579.98,-7.52,1692.64,-11.42,37.55,-1.3,150,12.0,87,5.0,61,7.0,2,0.0,58.0,-1.42,2025-02-09,-
-,-,mc_esher,1579.9,-2.71,1762.41,0.0,60.84,0.9,72,0.0,42,0.0,28,0.0,2,0.0,58.33,0.0,2021-06-02,P
245,55,rap2,1579.88,41.72,1675.17,36.33,31.76,-1.8,225,27.0,120,20.0,103,7.0,2,0.0,53.33,2.82,2025-02-09,-
-,-,chogaling,1579.26,-2.71,1764.34,0.0,61.69,0.9,72,0.0,42,0.0,30,0.0,0,0.0,58.33,0.0,2021-03-02,M
246,7,Qiubag,1578.77,14.87,1665.66,14.33,28.96,-0.18,237,21.0,138,13.0,98,8.0,1,0.0,58.23,0.36,2025-01-21,-
-,-,V0jta,1578.74,-4.17,1700.51,0.0,40.59,1.39,168,0.0,87,0.0,79,0.0,2,0.0,51.79,0.0,2023-11-15,-
-,-,Goldan,1578.19,-3.3,1732.19,0.0,51.33,1.1,96,0.0,60,0.0,36,0.0,0,0.0,62.5,0.0,2022-09-04,-
247,-41,LT.Stuntovic,1578.05,-16.77,1684.3,-19.46,35.41,-0.9,195,18.0,107,10.0,87,8.0,1,0.0,54.87,0.07,2025-02-01,-
-,-,MastermindZeta,1577.74,-1.81,1847.86,0.0,90.04,0.6,24,0.0,19,0.0,5,0.0,0,0.0,79.17,0.0,2023-03-01,-
248,-20,Runawaaayyy,1577.17,-4.1,1697.37,0.0,40.07,1.37,165,0.0,97,0.0,68,0.0,0,0.0,58.79,0.0,2024-04-04,-
-,-,Dinnser,1576.85,-2.36,1785.29,0.0,69.48,0.79,48,0.0,35,0.0,13,0.0,0,0.0,72.92,0.0,2021-12-05,-
249,-7,ugglor,1575.82,1.8,1663.67,6.7,29.28,1.63,333,6.0,194,5.0,136,1.0,3,0.0,58.26,0.46,2025-01-10,-
-,-,Slender,1575.36,-3.14,1733.3,0.0,52.65,1.05,84,0.0,49,0.0,35,0.0,0,0.0,58.33,0.0,2022-09-04,-
250,16,ChosenWizard,1574.53,15.89,1667.59,14.07,31.02,-0.6,282,18.0,155,13.0,123,5.0,4,0.0,54.96,1.17,2025-01-23,-
251,-20,SimTubez,1574.37,-4.64,1685.13,0.0,36.92,1.55,180,0.0,111,0.0,68,0.0,1,0.0,61.67,0.0,2024-04-04,-
-,-,busti,1574.02,-3.39,1733.89,0.0,53.29,1.13,75,0.0,50,0.0,25,0.0,0,0.0,66.67,0.0,2023-09-14,-
252,-19,lfrantisek,1573.93,-4.08,1699.57,0.0,41.88,1.36,159,0.0,95,0.0,62,0.0,2,0.0,59.75,0.0,2024-07-15,-
253,69,GoblinMatron,1573.76,49.01,1750.01,-16.43,58.75,-21.81,54,21.0,41,14.0,13,7.0,0,0.0,75.93,-5.89,2025-01-28,-
254,9,Ralf-TtA,1573.57,14.2,1667.35,12.28,31.26,-0.64,255,21.0,151,15.0,102,6.0,2,0.0,59.22,1.1,2025-01-30,-
255,80,Sengir80,1573.48,53.16,1707.67,37.45,44.73,-5.24,78,15.0,53,12.0,25,3.0,0,0.0,67.95,2.87,2025-01-19,-
256,-18,khyung,1573.34,-3.04,1669.09,-3.61,31.92,-0.19,276,18.0,162,12.0,114,6.0,0,0.0,58.7,0.56,2025-01-20,-
257,145,Cogito3,1571.48,90.65,1745.89,33.3,58.14,-19.12,48,21.0,40,16.0,8,5.0,0,0.0,83.33,-5.56,2025-01-25,-
-,-,ArtPlay,1570.97,-3.23,1725.22,0.0,51.42,1.08,90,0.0,55,0.0,34,0.0,1,0.0,61.11,0.0,2023-11-15,P
258,35,BitterBlossom,1570.77,29.4,1681.99,20.32,37.07,-3.03,126,21.0,79,14.0,47,7.0,0,0.0,62.7,0.8,2025-01-30,-
259,-18,trzeciakson,1570.03,-5.19,1682.42,-4.6,37.46,0.2,186,6.0,103,4.0,80,2.0,3,0.0,55.38,0.38,2025-01-20,P
-,-,chrroom,1569.81,-2.95,1739.34,0.0,56.51,0.98,96,0.0,56,0.0,37,0.0,3,0.0,58.33,0.0,2022-03-06,P
-,-,Drikhen,1567.37,-2.34,1777.1,0.0,69.91,0.78,42,0.0,34,0.0,8,0.0,0,0.0,80.95,0.0,2023-04-16,-
260,-41,Nightvayne,1566.53,-19.82,1660.4,-21.39,31.29,-0.52,201,18.0,111,7.0,90,11.0,0,0.0,55.22,-1.61,2025-01-30,-
261,17,Sergeeeee,1566.02,16.8,1652.3,16.77,28.76,-0.01,294,21.0,177,16.0,116,5.0,1,0.0,60.2,1.23,2025-01-29,-
262,-23,bcnoexceptions,1565.67,-10.67,1653.75,-10.91,29.36,-0.08,372,18.0,198,7.0,169,11.0,5,0.0,53.23,-0.72,2025-01-28,-
263,-13,MindKillazz,1565.64,0.68,1709.05,-4.84,47.8,-1.84,75,9.0,46,5.0,29,4.0,0,0.0,61.33,-0.79,2025-01-18,P
-,-,xRen1101,1565.31,-2.51,1762.7,0.0,65.8,0.84,57,0.0,38,0.0,18,0.0,1,0.0,66.67,0.0,2023-03-01,P
264,-17,JimmyLin,1564.92,-3.45,1646.44,-2.93,27.17,0.17,426,21.0,197,10.0,223,11.0,6,0.0,46.24,0.07,2025-01-24,M
265,-19,JohnFreshKennedy,1564.4,-4.32,1681.64,0.0,39.08,1.44,147,0.0,80,0.0,66,0.0,1,0.0,54.42,0.0,2024-07-01,-
266,106,Demetrius,1563.81,65.44,1762.42,52.67,66.2,-4.26,42,6.0,29,6.0,13,0.0,0,0.0,69.05,5.16,2025-01-12,-
267,-19,buste,1563.39,-4.69,1672.65,0.0,36.42,1.56,258,0.0,137,0.0,121,0.0,0,0.0,53.1,0.0,2024-06-02,-
268,unretired,Raulone,1563.13,89.91,1776.42,63.1,71.1,-8.94,30,6.0,20,6.0,10,0.0,0,0.0,66.67,8.34,2025-01-08,-
269,-47,Klakla92th,1563.01,-22.24,1655.06,-19.37,30.68,0.96,294,9.0,166,2.0,127,7.0,1,0.0,56.46,-1.08,2025-01-10,-
-,-,G_7,1562.9,-3.64,1703.23,0.0,46.78,1.21,132,0.0,71,0.0,60,0.0,1,0.0,53.79,0.0,2023-02-05,-
-,-,Winston11tw,1562.68,-2.88,1732.87,0.0,56.73,0.96,84,0.0,49,0.0,35,0.0,0,0.0,58.33,0.0,2021-12-05,P
-,-,JohnnyD144,1562.58,-2.18,1789.51,0.0,75.64,0.73,36,0.0,31,0.0,5,0.0,0,0.0,86.11,0.0,2022-03-06,-
-,-,Diluvian,1562.02,-2.77,1740.62,0.0,59.53,0.92,60,0.0,44,0.0,16,0.0,0,0.0,73.33,0.0,2022-09-04,-
270,39,ed_vins,1561.22,27.76,1667.19,21.72,35.33,-2.01,144,24.0,95,19.0,47,5.0,2,0.0,65.97,2.64,2025-01-22,-
271,-22,Dunedain,1560.66,-4.89,1667.89,0.0,35.75,1.63,204,0.0,104,0.0,99,0.0,1,0.0,50.98,0.0,2024-06-02,-
272,-15,jerre8,1560.43,-1.56,1874.14,0.0,104.57,0.52,18,0.0,16,0.0,2,0.0,0,0.0,88.89,0.0,2024-04-04,-
273,13,guppyfry,1560.15,13.54,1650.37,12.03,30.07,-0.5,258,21.0,140,14.0,113,7.0,5,0.0,54.26,1.1,2025-01-18,-
274,353,holy834,1559.78,183.5,1731.23,99.61,57.15,-27.96,48,24.0,38,20.0,10,4.0,0,0.0,79.17,4.17,2025-01-20,-
275,-20,Barnstormer,1559.55,-3.76,1694.37,0.0,44.94,1.25,120,0.0,78,0.0,42,0.0,0,0.0,65.0,0.0,2024-07-01,-
276,-16,syras,1558.94,-1.85,1824.7,0.0,88.59,0.62,24,0.0,19,0.0,5,0.0,0,0.0,79.17,0.0,2024-07-01,-
-,-,hihihiji,1558.51,-2.89,1730.2,0.0,57.23,0.96,108,0.0,53,0.0,52,0.0,3,0.0,49.07,0.0,2022-03-06,M
277,189,JSauve,1558.21,110.0,1774.25,57.78,72.01,-17.41,36,12.0,28,10.0,8,2.0,0,0.0,77.78,2.78,2025-01-19,-
